,Unnamed: 0,B19013_001E,state,county,tract
90,90,113750,25,27,739100
91,91,64276,25,15,821400
92,92,95987,25,15,820900
93,93,73125,25,15,821700
94,94,76786,25,15,821901
95,95,93958,25,15,820202
96,96,50326,25,15,820500
97,97,52557,25,15,821601
98,98,80589,25,15,822200
99,99,89362,25,15,822401
100,100,93854,25,15,822500
101,101,64635,25,15,822700
102,102,86169,25,15,820203
103,103,69787,25,15,821000
104,104,117000,25,15,821200
105,105,115232,25,15,820204
106,106,-666666666,25,15,820802
107,107,54265,25,15,820801
108,108,54843,25,15,821100
109,109,19194,25,25,080401
110,110,15703,25,25,080601
111,111,87537,25,15,821300
112,112,40617,25,15,820102
113,113,2499,25,15,820400
114,114,67604,25,15,820700
115,115,53029,25,15,821602
116,116,70208,25,15,822000
117,117,44943,25,15,822300
118,118,55145,25,15,822402
119,119,65015,25,15,820101
120,120,83958,25,15,820600
121,121,45316,25,15,820300
122,122,64619,25,15,821500
123,123,124189,25,19,950400
124,124,106648,25,19,950500
125,125,99167,25,19,950100
126,126,86630,25,19,950200
127,127,114180,25,17,352500
128,128,56310,25,17,352700
129,129,79615,25,17,353400
130,130,92865,25,17,356601
131,131,121429,25,17,357100
132,132,73005,25,17,357700
133,133,130547,25,17,373400
134,134,111113,25,17,368101
135,135,84811,25,17,368400
136,136,107500,25,17,369100
137,137,65385,25,17,383200
138,138,123245,25,17,387100
139,139,96447,25,17,354300
140,140,146250,25,17,354700
141,141,124565,25,17,354800
142,142,175313,25,17,358100
143,143,188542,25,17,358500
144,144,90368,25,17,369000
145,145,86319,25,17,370102
146,146,108561,25,17,354500
147,147,93136,25,17,332400
148,148,90433,25,17,339100
149,149,54756,25,17,311500
150,150,70575,25,17,321200
151,151,102775,25,17,337202
152,152,84574,25,17,322200
153,153,45739,25,17,311800
154,154,141932,25,17,318400
155,155,80445,25,17,368600
156,156,59359,25,17,383400
157,157,152689,25,17,350600
158,158,149479,25,17,354400
159,159,106667,25,5,633200
160,160,97604,25,23,506203
161,161,106337,25,23,508200
162,162,79688,25,23,510100
163,163,30097,25,5,640200
164,164,54189,25,5,640700
165,165,22624,25,5,641000
166,166,32250,25,5,641200
167,167,69902,25,5,645101
168,168,95205,25,5,645103
169,169,47028,25,5,650400
170,170,39963,25,5,652000
171,171,58542,25,5,652100
172,172,44107,25,5,652300
173,173,100060,25,5,612100
174,174,91310,25,5,613400
175,175,91569,25,5,614102
176,176,54835,25,5,641800
177,177,74743,25,9,252201
178,178,67002,25,9,252300
179,179,65933,25,9,252601
180,180,194866,25,9,253205
181,181,81644,25,9,254200
182,182,136902,25,9,254401
183,183,30844,25,9,260100
184,184,138403,25,9,263100
185,185,93000,25,9,269100
186,186,148138,25,9,202200
187,187,86030,25,9,204600
188,188,42417,25,9,205600
189,189,67750,25,9,205800
190,190,28810,25,9,207000
191,191,105538,25,9,208400
192,192,61433,25,9,210600
193,193,73513,25,9,210900
194,194,49318,25,9,221400
195,195,43382,25,9,221500
196,196,102917,25,9,221800
197,197,88565,25,9,253201
198,198,92936,25,9,253202
199,199,97109,25,9,264100
200,200,141034,25,9,265102
201,201,100958,25,9,203200
202,202,57316,25,9,204101
203,203,81250,25,9,205700
204,204,83594,25,9,204500
205,205,69244,25,9,204701
206,206,100644,25,9,205300
207,207,22340,25,9,206900
208,208,53032,25,9,210700
209,209,96741,25,9,217202
210,210,51821,25,9,221700
211,211,75172,25,9,223100
212,212,40664,25,9,251500
213,213,45135,25,5,642200
214,214,78077,25,5,642500
215,215,47582,25,5,650500
216,216,47723,25,5,651001
217,217,38066,25,5,651100
218,218,36111,25,5,651400
219,219,31991,25,5,652500
220,220,59760,25,5,652800
221,221,72672,25,5,653101
222,222,60714,25,5,655300
223,223,73524,25,5,655400
224,224,36616,25,5,650600
225,225,29896,25,5,650700
226,226,50968,25,5,651500
227,227,58990,25,5,631100
228,228,94600,25,5,631200
229,229,88359,25,5,632200
230,230,40949,25,5,640400
231,231,54727,25,5,642400
232,232,53705,25,5,654200
233,233,30317,25,5,651700
234,234,42697,25,5,652600
235,235,81975,25,5,655100
236,236,41065,25,5,613600
237,237,31162,25,5,613800
238,238,63144,25,5,614101
239,239,93897,25,5,615100
240,240,81798,25,5,617102
241,241,116836,25,5,630200
242,242,96708,25,5,631300
243,243,72949,25,5,631500
244,244,45625,25,5,640100
245,245,30614,25,5,640300
246,246,91618,25,9,252603
247,247,54779,25,5,640800
248,248,73029,25,5,644200
249,249,66331,25,9,252101
250,250,121182,25,9,254100
251,251,43140,25,9,260200
252,252,66157,25,9,261000
253,253,71584,25,9,261102
254,254,110764,25,9,266100
255,255,76552,25,9,268300
256,256,50729,25,9,204200
257,257,56612,25,9,205200
258,258,29452,25,9,206100
259,259,62841,25,9,206400
260,260,41735,25,9,206700
261,261,151402,25,9,209200
262,262,90818,25,9,211300
263,263,56157,25,9,217300
264,264,44608,25,9,221600
265,265,21936,25,9,250100
266,266,44058,25,9,250200
267,267,39398,25,9,250500
268,268,55729,25,9,250600
269,269,39939,25,9,251000
270,270,20288,25,9,251100
271,271,66374,25,9,252501
272,272,156438,25,9,253204
273,273,96648,25,9,260302
274,274,73750,25,9,267101
275,275,88693,25,9,267102
276,276,110510,25,9,268400
277,277,114063,25,9,270100
278,278,181130,25,9,254301
279,279,77199,25,9,260401
280,280,108700,25,9,205400
281,281,36339,25,9,207200
282,282,105885,25,9,210200
283,283,82070,25,9,211100
284,284,124025,25,9,218100
285,285,86667,25,5,645102
286,286,82500,25,5,650201
287,287,58768,25,5,650202
288,288,70764,25,5,651002
289,289,89660,25,5,610100
290,290,26101,25,5,651300
291,291,40980,25,5,652400
292,292,108139,25,5,653102
293,293,38269,25,5,614000
294,294,105774,25,5,630300
295,295,42557,25,5,631400
296,296,58482,25,5,641700
297,297,34286,25,5,641900
298,298,27134,25,5,651900
299,299,84478,25,5,654100
300,300,53240,25,5,655200
301,301,75958,25,5,644101
302,302,29482,25,5,650900
303,303,98636,25,5,612200
304,304,43971,25,5,640600
305,305,75451,25,5,650101
306,306,89574,25,5,632100
307,307,69067,25,5,646101
308,308,31250,25,13,801502
309,309,58528,25,13,801603
310,310,71875,25,13,801604
311,311,67500,25,13,802602
312,312,32500,25,13,811101
313,313,55185,25,13,811301
314,314,16544,25,13,811400
315,315,47733,25,13,800300
316,316,109712,25,9,216100
317,317,77725,25,9,217201
318,318,61646,25,9,217400
319,319,46466,25,9,250800
320,320,54406,25,9,251700
321,321,55908,25,9,251800
322,322,111895,25,9,252202
323,323,116125,25,9,252602
324,324,33699,25,9,204300
325,325,88906,25,9,205100
326,326,50603,25,9,205500
327,327,49750,25,9,207100
328,328,77159,25,9,208101
329,329,77100,25,9,208102
330,330,78457,25,9,208300
331,331,72829,25,9,204400
332,332,113469,25,9,222100
333,333,43261,25,9,206600
334,334,106765,25,9,210100
335,335,84449,25,9,217500
336,336,51848,25,9,206200
337,337,136812,25,9,214100
338,338,45903,25,9,250700
339,339,171955,25,9,254403
340,340,78577,25,9,266200
341,341,83508,25,9,262100
342,342,159875,25,9,203100
343,343,82286,25,11,040600
344,344,63214,25,11,041200
345,345,32462,25,11,041300
346,346,62016,25,11,040800
347,347,39145,25,11,040701
348,348,71086,25,25,100601
349,349,87063,25,25,100700
350,350,46821,25,25,101102
351,351,109034,25,25,130200
352,352,137778,25,25,060600
353,353,55875,25,25,070900
354,354,31885,25,25,092400
355,355,103850,25,25,030100
356,356,42746,25,25,000602
357,357,20386,25,25,082100
358,358,44071,25,25,101001
359,359,128409,25,25,060200
360,360,37283,25,25,090400
361,361,81250,25,25,120500
362,362,129408,25,17,356602
363,363,122841,25,17,357300
364,364,148947,25,17,365202
365,365,153750,25,17,357400
366,366,97604,25,17,360100
367,367,74813,25,17,368300
368,368,92500,25,17,373100
369,369,116094,25,17,373300
370,370,221750,25,17,373700
371,371,146094,25,17,374200
372,372,132813,25,17,374600
373,373,119747,25,17,383800
374,374,131635,25,17,385100
375,375,180769,25,17,386100
376,376,88911,25,17,312501
377,377,107984,25,17,315100
378,378,91821,25,17,315500
379,379,165461,25,17,318300
380,380,110793,25,23,530600
381,381,62963,25,23,542300
382,382,56615,25,23,544200
383,383,116725,25,23,503102
384,384,62879,25,23,511000
385,385,50365,25,23,530100
386,386,60353,25,23,530200
387,387,100020,25,23,530700
388,388,60139,25,23,545300
389,389,80188,25,23,561100
390,390,153259,25,23,501201
391,391,106546,25,23,501202
392,392,76607,25,23,502101
393,393,122391,25,23,503101
394,394,121364,25,17,361200
395,395,110313,25,17,356500
396,396,142550,25,17,360200
397,397,129028,25,17,374800
398,398,156875,25,17,382300
399,399,98990,25,17,301102
400,400,46071,25,17,312000
401,401,135787,25,17,338300
402,402,111500,25,17,316101
403,403,98351,25,17,335200
404,404,89219,25,17,353500
405,405,62545,25,17,311300
406,406,63477,25,17,322300
407,407,107083,25,17,336100
408,408,72841,25,17,352600
409,409,50188,25,3,900300
410,410,48105,25,3,900400
411,411,80000,25,3,900500
412,412,27015,25,3,900600
413,413,64979,25,3,923100
414,414,48493,25,3,924100
415,415,21329,25,3,900100
416,416,71369,25,3,914100
417,417,76250,25,3,926100
418,418,32336,25,3,921400
419,419,59750,25,3,900700
420,420,76818,25,3,911100
421,421,40117,25,3,922100
422,422,53750,25,3,922300
423,423,64330,25,3,931100
424,424,60893,25,3,931300
425,425,74688,25,3,931400
426,426,72115,25,3,933200
427,427,74597,25,3,933400
428,428,83824,25,23,506102
429,429,36671,25,23,510400
430,430,50088,25,23,511400
431,431,89978,25,23,520202
432,432,91273,25,23,521101
433,433,95724,25,23,523201
434,434,89306,25,23,544100
435,435,64572,25,23,545200
436,436,91573,25,23,560100
437,437,126818,25,23,505102
438,438,113889,25,23,507104
439,439,102037,25,23,522101
440,440,78724,25,23,545100
441,441,54034,25,23,510800
442,442,122072,25,23,505200
443,443,113452,25,23,510600
444,444,91250,25,23,521202
445,445,77570,25,9,210400
446,446,110000,25,23,506202
447,447,95893,25,23,508102
448,448,68125,25,23,511302
449,449,83461,25,9,210500
450,450,174340,25,9,213100
451,451,95863,25,9,217100
452,452,69079,25,9,223200
453,453,29490,25,9,250400
454,454,21823,25,9,250900
455,455,18682,25,9,251200
456,456,72647,25,9,252502
457,457,173194,25,9,254302
458,458,170756,25,9,254402
459,459,88309,25,9,260301
460,460,75982,25,3,934200
461,461,82308,25,3,900800
462,462,72411,25,3,913100
463,463,57426,25,3,922200
464,464,65820,25,3,932300
465,465,76731,25,3,933300
466,466,65042,25,3,900900
467,467,91140,25,17,327103
468,468,124602,25,17,331300
469,469,91250,25,17,335100
470,470,120436,25,17,336300
471,471,94965,25,17,337300
472,472,204934,25,17,338400
473,473,90625,25,17,339400
474,474,85852,25,17,339500
475,475,42935,25,17,310400
476,476,53203,25,17,311100
477,477,55961,25,17,311400
478,478,111563,25,17,317203
479,479,116331,25,17,313101
480,480,124464,25,17,317102
481,481,70737,25,17,321300
482,482,45524,25,25,091400
483,483,66929,25,1,011200
484,484,59313,25,1,011400
485,485,85662,25,1,013100
486,486,50682,25,1,014100
487,487,73203,25,1,010600
488,488,69155,25,1,014600
489,489,48810,25,1,011600
490,490,82417,25,1,010700
491,491,83531,25,1,011100
492,492,81948,25,1,011300
493,493,105754,25,1,012200
494,494,72371,25,1,013300
495,495,78682,25,1,010500
496,496,82396,25,1,012900
497,497,75673,25,1,013200
498,498,92500,25,1,013400
499,499,108036,25,1,013500
500,500,98224,25,1,013600
501,501,81199,25,1,013800
502,502,103967,25,1,014300
503,503,86293,25,1,014900
504,504,52353,25,1,011500
505,505,65313,25,1,011700
506,506,83207,25,1,012700
507,507,79436,25,17,340000
508,508,66418,25,17,341200
509,509,94907,25,17,350200
510,510,120186,25,17,350400
511,511,107115,25,17,351000
512,512,74038,25,17,353000
513,513,73750,25,17,353700
514,514,46413,25,17,353900
515,515,78459,25,17,354000
516,516,93897,25,17,354600
517,517,82839,25,17,356300
518,518,152361,25,17,363201
519,519,98153,25,17,364102
520,520,182857,25,17,365201
521,521,139010,25,17,366100
522,522,61967,25,17,368500
523,523,75929,25,17,368800
524,524,70357,25,17,368902
525,525,85833,25,17,373200
526,526,232875,25,17,374300
527,527,117009,25,17,387201
528,528,108207,25,17,388100
529,529,171625,25,17,362100
530,530,134602,25,17,359300
531,531,144825,25,17,361100
532,532,159917,25,17,361300
533,533,180694,25,17,373500
534,534,140064,25,17,363202
535,535,104570,25,17,364101
536,536,121375,25,17,368102
537,537,156505,25,17,373800
538,538,125192,25,17,374500
539,539,200250,25,17,373600
540,540,129848,25,17,374000
541,541,182813,25,17,374400
542,542,119149,25,17,374700
543,543,67426,25,17,383300
544,544,50741,25,1,010100
545,545,71776,25,1,010800
546,546,79423,25,1,010900
547,547,69386,25,1,013900
548,548,64841,25,1,014500
549,549,81888,25,1,015100
550,550,82083,25,1,015200
551,551,60188,25,1,010400
552,552,73775,25,1,013700
553,553,40284,25,1,014800
554,554,58750,25,1,014700
555,555,67083,25,1,012800
556,556,82045,25,7,200200
557,557,50301,25,7,200100
558,558,94277,25,7,200400
559,559,64810,25,7,200300
560,560,67107,25,17,351300
561,561,66287,25,17,311600
562,562,72763,25,17,339300
563,563,81759,25,17,339600
564,564,69500,25,17,341400
565,565,102264,25,17,351100
566,566,47132,25,17,352200
567,567,65862,25,17,352400
568,568,113636,25,17,315403
569,569,64955,25,17,312200
570,570,77679,25,17,315401
571,571,121042,25,17,315402
572,572,100134,25,17,316300
573,573,95519,25,17,316500
574,574,130263,25,17,318100
575,575,128214,25,17,318200
576,576,63029,25,13,811200
577,577,35977,25,27,757300
578,578,98182,25,27,744102
579,579,78665,25,27,753100
580,580,107364,25,27,756102
581,581,106250,25,27,712102
582,582,134191,25,27,720100
583,583,79423,25,27,729100
584,584,73246,25,27,710200
585,585,41250,25,27,710500
586,586,37250,25,27,733000
587,587,95217,25,27,730801
588,588,38841,25,27,731101
589,589,50865,25,27,732901
590,590,60278,25,27,733101
591,591,51250,25,27,710100
592,592,58289,25,27,707500
593,593,73424,25,27,756101
594,594,93250,25,27,750200
595,595,77401,25,27,754100
596,596,54162,25,27,755100
597,597,50494,25,27,757100
598,598,68125,25,27,760100
599,599,44683,25,27,707100
600,600,71034,25,27,709201
601,601,72083,25,11,040300
602,602,39176,25,13,800400
603,603,24772,25,13,801300
604,604,49667,25,13,800500
605,605,19874,25,13,800900
606,606,14538,25,13,801200
607,607,30577,25,13,802200
608,608,65152,25,13,810100
609,609,61136,25,13,810200
610,610,43770,25,13,810601
611,611,17097,25,13,811500
612,612,36929,25,13,811800
613,613,76037,25,13,812101
614,614,192955,25,13,812903
615,615,72647,25,13,813205
616,616,125871,25,13,813602
617,617,39067,25,13,801503
618,618,19130,25,13,802000
619,619,41901,25,13,802100
620,620,73531,25,13,802400
621,621,21467,25,13,801401
622,622,55938,25,13,810300
623,623,18321,25,13,811600
624,624,85306,25,13,812600
625,625,52572,25,13,801601
626,626,29821,25,13,801700
627,627,85943,25,13,813500
628,628,46066,25,13,812701
629,629,42934,25,13,812702
630,630,101161,25,13,813301
631,631,41481,25,13,810800
632,632,48125,25,13,810902
633,633,90636,25,13,812401
634,634,63516,25,13,812500
635,635,65649,25,13,812800
636,636,30213,25,13,802300
637,637,63885,25,11,040702
638,638,76250,25,11,040900
639,639,67620,25,11,040200
640,640,56713,25,11,040400
641,641,69830,25,11,041000
642,642,56865,25,11,040100
643,643,65406,25,11,041100
644,644,36184,25,11,041400
645,645,109318,25,21,400100
646,646,148333,25,21,400700
647,647,121650,25,21,402500
648,648,93138,25,21,410400
649,649,89519,25,21,415200
650,650,99191,25,21,417100
651,651,26571,25,21,417802
652,652,63008,25,21,417902
653,653,112222,25,21,419200
654,654,63333,25,21,420301
655,655,77781,25,21,422800
656,656,110184,25,21,442101
657,657,123359,25,21,400300
658,658,129712,25,21,400500
659,659,135893,25,21,400600
660,660,93920,25,21,402200
661,661,136741,25,21,408101
662,662,151193,25,21,409102
663,663,94167,25,21,410100
664,664,91477,25,21,402101
665,665,136500,25,21,409101
666,666,78281,25,21,402102
667,667,92442,25,21,402400
668,668,105163,25,21,408102
669,669,136607,25,21,415300
670,670,92381,25,21,417400
671,671,46069,25,3,935300
672,672,56156,25,25,050901
673,673,57534,25,25,051101
674,674,119107,25,25,060101
675,675,107396,25,25,060301
676,676,77932,25,27,739200
677,677,107550,25,27,745100
678,678,78704,25,27,748100
679,679,95567,25,27,752100
680,680,44271,25,27,707300
681,681,100677,25,27,712101
682,682,99875,25,27,727100
683,683,120739,25,27,728200
684,684,67609,25,27,730901
685,685,118553,25,25,070700
686,686,24958,25,25,081200
687,687,36895,25,25,081700
688,688,50758,25,25,091900
689,689,44750,25,25,100200
690,690,45275,25,25,101002
691,691,97734,25,25,110502
692,692,109423,25,25,110601
693,693,72079,25,25,130402
694,694,62403,25,25,140400
695,695,88424,25,25,000201
696,696,79597,25,25,000100
697,697,83000,25,25,000202
698,698,66319,25,17,321500
699,699,85175,25,17,327102
700,700,131250,25,17,328100
701,701,110298,25,17,330200
702,702,113750,25,17,331101
703,703,77356,25,17,333200
704,704,125375,25,17,331200
705,705,101828,25,17,332200
706,706,101357,25,17,300100
707,707,48889,25,17,310500
708,708,67716,25,17,310602
709,709,106532,25,17,316202
710,710,39096,25,17,310700
711,711,40417,25,17,311200
712,712,127813,25,17,314302
713,713,102986,25,17,316400
714,714,133750,25,17,317202
715,715,116188,25,17,322100
716,716,145967,25,17,323100
717,717,91756,25,17,333400
718,718,133095,25,17,334100
719,719,207361,25,17,367100
720,720,142113,25,17,334300
721,721,100067,25,17,337102
722,722,184013,25,17,358700
723,723,112750,25,17,368200
724,724,80313,25,17,368901
725,725,84107,25,17,370300
726,726,116094,25,17,374100
727,727,114207,25,17,382400
728,728,111412,25,17,383901
729,729,153731,25,17,383902
730,730,88087,25,17,333600
731,731,131741,25,17,336200
732,732,87353,25,17,337101
733,733,139516,25,17,339200
734,734,106897,25,25,000301
735,735,52573,25,25,000802
736,736,93214,25,25,010600
737,737,157222,25,25,040100
738,738,135744,25,25,040300
739,739,62727,25,25,050400
740,740,54844,25,25,051000
741,741,123967,25,25,060400
742,742,19189,25,25,060700
743,743,34194,25,25,081500
744,744,44000,25,25,090600
745,745,54182,25,25,091500
746,746,48250,25,25,170200
747,747,59122,25,3,912100
748,748,75852,25,3,932200
749,749,82604,25,3,935100
750,750,55907,25,3,901100
751,751,79191,25,3,920101
752,752,86765,25,3,920102
753,753,34375,25,3,900200
754,754,44500,25,3,921500
755,755,71743,25,3,934300
756,756,29665,25,3,921300
757,757,56622,25,3,925100
758,758,95789,25,5,600100
759,759,75000,25,5,613100
760,760,79375,25,5,613300
761,761,94516,25,5,616100
762,762,45609,25,5,640500
763,763,38739,25,5,641300
764,764,39665,25,5,641500
765,765,54163,25,5,642100
766,766,93163,25,5,642300
767,767,86087,25,5,644102
768,768,57708,25,5,650102
769,769,34810,25,5,650800
770,770,40833,25,5,651200
771,771,55825,25,5,651600
772,772,60373,25,9,260600
773,773,77114,25,13,813000
774,774,53526,25,13,813207
775,775,37500,25,13,800202
776,776,14250,25,13,800800
777,777,37969,25,13,801102
778,778,46218,25,13,810403
779,779,66365,25,13,810404
780,780,57645,25,13,810700
781,781,27285,25,13,810901
782,782,74335,25,13,812902
783,783,77963,25,13,813403
784,784,36638,25,13,800201
785,785,15545,25,13,800600
786,786,17313,25,13,800700
787,787,42257,25,13,801402
788,788,53723,25,13,801501
789,789,50496,25,13,801605
790,790,52529,25,13,802601
791,791,80714,25,13,810412
792,792,81277,25,13,810602
793,793,35133,25,13,811102
794,794,51000,25,13,811302
795,795,83224,25,13,811900
796,796,101806,25,13,813204
797,797,49792,25,13,801602
798,798,74063,25,13,813401
799,799,100125,25,13,813404
800,800,58901,25,13,811000
801,801,63398,25,13,813206
802,802,63639,25,13,802500
803,803,32308,25,13,812300
804,804,90615,25,13,813601
805,805,14018,25,13,801101
806,806,74730,25,21,417602
807,807,91486,25,21,418200
808,808,94174,25,21,419400
809,809,74141,25,21,420302
810,810,98280,25,21,440100
811,811,100046,25,21,400800
812,812,176071,25,21,404400
813,813,170083,25,21,414200
814,814,157093,25,21,412100
815,815,155987,25,21,412300
816,816,86987,25,21,415102
817,817,107139,25,21,417801
818,818,53691,25,21,417901
819,819,93496,25,21,422600
820,820,77434,25,21,422700
821,821,156591,25,21,441202
822,822,98574,25,21,443101
823,823,68163,25,21,456102
824,824,69868,25,21,457100
825,825,80045,25,21,400900
826,826,39808,25,9,260800
827,827,44239,25,9,260900
828,828,104835,25,9,261101
829,829,70063,25,9,266300
830,830,72685,25,9,266400
831,831,154653,25,9,268100
832,832,68125,25,9,204702
833,833,90741,25,9,201100
834,834,43646,25,9,206000
835,835,62637,25,9,206300
836,836,42560,25,9,206500
837,837,69725,25,9,208200
838,838,110192,25,9,209100
839,839,41750,25,9,210800
840,840,72571,25,9,211200
841,841,38468,25,9,251300
842,842,102604,25,9,212100
843,843,91019,25,9,221100
844,844,85219,25,9,221300
845,845,46394,25,9,251600
846,846,71328,25,9,253100
847,847,166711,25,9,253203
848,848,106563,25,9,260402
849,849,90871,25,9,260500
850,850,67375,25,9,260700
851,851,108750,25,9,265101
852,852,104028,25,9,268200
853,853,73006,25,9,204102
854,854,74167,25,9,205900
855,855,27036,25,9,206800
856,856,55085,25,9,210300
857,857,101964,25,9,217600
858,858,108116,25,9,223300
859,859,42353,25,9,250300
860,860,44861,25,9,252400
861,861,51852,25,9,251400
862,862,115099,25,9,252102
863,863,64159,25,5,652200
864,864,23735,25,5,652700
865,865,84550,25,5,653301
866,866,55947,25,5,631600
867,867,100882,25,5,631700
868,868,81029,25,5,631800
869,869,26250,25,5,641400
870,870,45921,25,5,641600
871,871,22724,25,5,642000
872,872,53539,25,5,650300
873,873,13845,25,5,651800
874,874,85528,25,5,600202
875,875,123533,25,5,610202
876,876,49250,25,5,613700
877,877,99615,25,5,617101
878,878,90393,25,5,630400
879,879,97464,25,5,633100
880,880,167361,25,21,401100
881,881,153182,25,21,401200
882,882,135161,25,21,403400
883,883,202857,25,21,404201
884,884,71250,25,21,413200
885,885,250001,25,21,404301
886,886,224784,25,21,405100
887,887,92260,25,21,413100
888,888,112835,25,21,413300
889,889,90455,25,21,413500
890,890,115500,25,21,414300
891,891,142731,25,21,416300
892,892,124961,25,21,416400
893,893,86071,25,21,417501
894,894,81064,25,21,418002
895,895,90703,25,13,810414
896,896,71509,25,13,812901
897,897,30234,25,13,801800
898,898,16370,25,13,811700
899,899,97151,25,23,500101
900,900,141375,25,23,501101
901,901,74902,25,23,502200
902,902,78987,25,23,511100
903,903,54505,25,23,511301
904,904,103527,25,23,520100
905,905,141902,25,23,501102
906,906,107135,25,23,505101
907,907,122409,25,23,506101
908,908,73998,25,23,506204
909,909,119917,25,23,507101
910,910,154063,25,23,507103
911,911,105000,25,23,508101
912,912,73450,25,23,510200
913,913,87328,25,23,523202
914,914,92111,25,23,526100
915,915,68192,25,23,530300
916,916,15587,25,23,510900
917,917,51947,25,23,511500
918,918,83068,25,23,511701
919,919,126000,25,23,504101
920,920,160208,25,23,504102
921,921,50762,25,23,510300
922,922,30553,25,23,510502
923,923,46690,25,23,510503
924,924,60290,25,23,530500
925,925,98359,25,23,543100
926,926,86000,25,23,502102
927,927,77014,25,21,456401
928,928,100436,25,21,419100
929,929,79265,25,21,420201
930,930,128605,25,21,442103
931,931,112949,25,21,456402
932,932,169214,25,21,403300
933,933,158561,25,21,404100
934,934,130402,25,21,414100
935,935,130242,25,21,415101
936,936,107333,25,21,416200
937,937,108170,25,21,419500
938,938,100827,25,21,419600
939,939,100245,25,21,422100
940,940,77769,25,21,422200
941,941,110848,25,21,456101
942,942,71475,25,21,400200
943,943,102621,25,21,411100
944,944,119323,25,21,411200
945,945,150000,25,21,412200
946,946,73692,25,21,417200
947,947,65461,25,21,417601
948,948,70568,25,21,419300
949,949,97841,25,21,419700
950,950,82632,25,21,420100
951,951,70855,25,21,420202
952,952,82981,25,21,422302
953,953,72882,25,21,422400
954,954,68272,25,21,422501
955,955,59083,25,21,422502
956,956,21274,25,25,080801
957,957,22072,25,25,081001
958,958,24487,25,25,090901
959,959,97176,25,25,091001
960,960,56882,25,25,092101
961,961,89375,25,25,100603
962,962,83080,25,25,110103
963,963,42260,25,25,110201
964,964,74087,25,25,110301
965,965,85227,25,25,110403
966,966,107465,25,25,110607
967,967,143250,25,25,120103
968,968,89800,25,25,120104
969,969,158542,25,25,120105
970,970,71743,25,25,120201
971,971,38950,25,25,061000
972,972,95164,25,25,120301
973,973,88026,25,25,020200
974,974,120238,25,25,030300
975,975,130625,25,25,061200
976,976,32702,25,25,090100
977,977,30500,25,25,090200
978,978,70575,25,25,090700
979,979,90268,25,25,091200
980,980,51736,25,25,100300
981,981,53523,25,25,101101
982,982,118036,25,25,130300
983,983,83710,25,25,140102
984,984,45781,25,25,140300
985,985,81667,25,25,180400
986,986,167206,25,17,320102
987,987,93750,25,17,321400
988,988,86514,25,17,322400
989,989,53098,25,17,310200
990,990,67478,25,17,311700
991,991,23495,25,17,311900
992,992,33144,25,17,312400
993,993,83487,25,17,312502
994,994,105333,25,17,313102
995,995,95125,25,17,314301
