,url,file_name,ID,date,type,status,order,is_family,description
10,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUL092020_01D12101.pdf,JUL092020_01D12101.pdf,8409282,JUL092020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant was the victim of a severe form of trafficking in persons, and therefore also did not establish his eligibility for T classification under additional grounds of eligibility. In addition, the Director determined that the Applicant is inadmissible to the United States and his Form 1-192, Application for Advance Pennission to Enter as a Nonimmigrant (waiver application), submitted to waive this inadmissibility had not been granted. On appeal, the Applicant submits a brief asserting his eligibility. We review the questions in this matter de nova. See Matter of Christo 's Inc., 26 l&N Dec. 537, 537 n.2 (AAO 2015). Upon de nova review, we will dismiss the appeal."
11,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUL012020_01D12101.pdf,JUL012020_01D12101.pdf,2920526,JUL012020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant was physically present in the United States on account of having been a victim of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and additional evidence, asserting his eligibility. We review the questions in this matter de novo. See Matter ofChristo's Inc., 26 l&N Dec. 537,537 n.2 (AAO 2015). Upon de novo review, we will dismiss the appeal."
12,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_06D12101.pdf,JUN242020_06D12101.pdf,6361136,JUN242020,appeal,"Form I-914-Supplement A, Application for Qualifying Family Member of a T-1 Nonimmigrant The Applicant, who seeks ""T-1"" nonimmigrant classification for himself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T-1 status",The decision of the Director is withdrawn.,True,"The Applicant, who seeks ""T-1"" nonimmigrant classification for himself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T-1 status under Immigration and Nationality Act (the Act) section 10l(a)(l5)(T)(ii), 8 U.S.C. § l 10l(a)(15)(T)(ii). The Director of the Vermont Service Center denied the Form 1-914 -Supplement A, Application for Qualifying Family Member of a T-1 Nonimmigrant (T derivative application), concluding that because the Applicant's Form 1-914, Application for T Nonimmigrant Status (T application) had been denied, the Derivative was ineligible as the immediate family member of a T-1 nonimmigrant. Upon de nova review, we will remand the matter to the Director. Approval of the T derivative application is contingent upon the approval of the principal T application. See 8 C.F.R. § 214.11(0)(9), (s)(5). The Director denied the Applicant's T application. In separate proceedings, we sustained the appeal of that denial. Because the Director denied the T derivative application solely on the ground that the principal T application was denied, we will remand the matter for the Director to consider whether the Derivative meets the remaining eligibility requirements for nonimmigrant classification as the immediate relative of a T nonimmigrant pursuant to section 101(a)(15)(T)(ii) of the Act. ORDER: The decision of the Director is withdrawn. The matter is remanded for the entry of a new decision consistent with the foregoing analysis."
13,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_04D12101.pdf,JUN242020_04D12101.pdf,6361239,JUN242020,appeal,"Form I-914-Supplement A, Application for Qualifying Family Member of a T-1 Nonimmigrant The Applicant, who seeks ""T-1"" nonimmigrant classification for himself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T-1 status",The decision of the Director is withdrawn.,True,"The Applicant, who seeks ""T-1"" nonimmigrant classification for himself, also seeks T nonimmigrant classification of the Derivative as an immediate family member of a person granted T-1 status under Immigration and Nationality Act (the Act) section 10l(a)(l5)(T)(ii), 8 U.S.C. § l 10l(a)(15)(T)(ii). The Director of the Vermont Service Center denied the Form 1-914 -Supplement A, Application for Qualifying Family Member of a T-1 Nonimmigrant (T derivative application), concluding that because the Applicant's Form 1-914, Application for T Nonimmigrant Status (T application) had been denied, the Derivative was ineligible as the immediate family member of a T-1 nonimmigrant. Upon de nova review, we will remand the matter to the Director. Approval of the T derivative application is contingent upon the approval of the principal T application. See 8 C.F.R. § 214.11(0)(9), (s)(5). The Director denied the Applicant's T application. In separate proceedings, we sustained the appeal of that denial. Because the Director denied the T derivative application solely on the ground that the principal T application was denied, we will remand the matter for the Director to consider whether the Derivative meets the remaining eligibility requirements for nonimmigrant classification as the immediate relative of a T nonimmigrant pursuant to section 101(a)(15)(T)(ii) of the Act. ORDER: The decision of the Director is withdrawn. The matter is remanded for the entry of a new decision consistent with the foregoing analysis."
14,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_02D12101.pdf,JUN242020_02D12101.pdf,624623,JUN242020,motion,"Form I-914, Application for T Nonimmigrant Status",The motion to reconsider is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not provide clear evidence regarding her claimed trafficking, and therefore had not established that she was the victim of a severe form of trafficking in persons. We dismissed the Applicant's subsequent appeal. On a motion to reconsider, the Applicant submits a brief and a new translation of her personal statement. The Applicant bears the burden of proof in these proceedings. Upon review, we will dismiss the motion to reconsider."
15,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_07D12101.pdf,JUN242020_07D12101.pdf,6247193,JUN242020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 10l(a)(l5)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant is not physically present in the United States on account of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and reasserts his eligibility. We review the questions in this matter de nova. See Matter of Christo 's Inc., 26 l&N Dec. 537, 537 n.2 (AAO 2015). Upon de nova review, we will dismiss the appeal."
16,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_05D12101.pdf,JUN242020_05D12101.pdf,6246073,JUN242020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is sustained.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant is not physically present in the United States on account of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and reasserts his eligibility. Upon de nova review, we will sustain the appeal."
17,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_01D12101.pdf,JUN242020_01D12101.pdf,9435010,JUN242020,appeal,"Form I-914, Application for T Nonimmigrant Status",The decision of the Director is withdrawn.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that she is physically present in the United States on account of a severe form of trafficking in persons. The Director also concluded that the Applicant is inadmissible. On appeal, the Applicant submits a brief and alleges that the Director's decision was in error. In these proceedings, it is the Applicant's burden to establish eligibility for the requested benefit. Upon de nova review, we will remand the matter to the Director."
18,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN242020_03D12101.pdf,JUN242020_03D12101.pdf,5600239,JUN242020,appeal,"Form I-914, Application for T Nonimmigrant Status",The decision of the Director is withdrawn.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant is physically present in the United States on account of a severe form of trafficking in persons. The Director also concluded that the Applicant is inadmissible. Upon de nova review, we will remand the matter to the Director."
19,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN012020_01D12101.pdf,JUN012020_01D12101.pdf,8361007,JUN012020,motion,"Form I-914, Application for T Nonimmigrant Status",The motion to reconsider is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Applicant's Form 1-914, Application for T Nonimmigrant Status (T application). We dismissed the Applicant's appeal, and dismissed a subsequent motion to reconsider as untimely filed. 1 The matter is now before us on a second motion to reconsider. Upon review, we will dismiss the motion."
20,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/JUN022020_01D12101.pdf,JUN022020_01D12101.pdf,3520564,JUN022020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant is physically present in the United States on account of having been a victim of a severe form of trafficking in persons. In addition, the Director concluded that the Applicant was inadmissible to the United States and the applicable grounds of inadmissibility had not been waived. On appeal, the Applicant submits a brief, additional evidence, and copies of previously submitted evidence, and asserts her eligibility. We review the questions in this matter de nova. See Matter of Christo 's Inc., 26 I&N Dec. 537, 537 n.2 (AAO 2015). Upon de nova review, we will dismiss the appeal."
21,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/APR242020_01D12101.pdf,APR242020_01D12101.pdf,5845586,APR242020,appeal,"Form I-914, Application for T Nonimmigrant Status",The decision of the Director is withdrawn.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant was the victim of a severe form of trafficking in persons and is physically present in the United States on account of such trafficking. In addition, the Director determined that the Applicant is inadmissible to the United States and her Form 1-192, Application for Advance Permission to Enter as a Nonimmigrant (waiver application), to waiver her inadmissibility had not been granted. On appeal, the Applicant submits a brief asserting her eligibility. We review the questions in this matter de nova. See Matter of Christo 's Inc., 26 l&N Dec. 537, 537 n.2 (AAO 2015). Upon de nova review, we will remand this matter for further proceedings consistent with this decision."
22,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/APR232020_01D12101.pdf,APR232020_01D12101.pdf,5239577,APR232020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the Applicant did not establish that she was the victim of a severe form of trafficking in persons and is physically present in the United States on account of such trafficking. On appeal, the Applicant submits a brief and additional evidence and asserts that the Director's decision was in error. Upon de nova review, we will dismiss the appeal."
23,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/APR082020_01D12101.pdf,APR082020_01D12101.pdf,5042846,APR082020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant was the victim of a severe form of trafficking in persons and is physically present in the United States on account of such trafficking. In addition, the Director determined that the Applicant is inadmissible to the United States and his Form 1-192, Application for Advance Permission to Enter as a Nonirnmigrant (waiver application), was denied. The Applicant filed a timely motion to reopen, which the Director dismissed. On appeal, the Applicant submits a brief and additional evidence asserting his eligibility. We review the questions in this matter de nova. See Matter of Christo 's Inc., 26 l&N Dec. 537, 537 n.2 (AAO 2015). Upon de nova review, we will dismiss the appeal"
24,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/MAR302020_01D12101.pdf,MAR302020_01D12101.pdf,5508692,MAR302020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration and Nationality Act (the Act) sections 101(a)(15)(T) and 214(0), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Applicant's Form 1-914, Application for T Nonimmigrant Status (T application), and the matter is now before us on appeal. On appeal, the Applicant submits a brief and additional evidence. Upon de nova review, we will dismiss the appeal."
25,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/MAR302020_02D12101.pdf,MAR302020_02D12101.pdf,5101311,MAR302020,appeal,"FORM I-914, APPLICATION FOR TNONIMMIGRANT STATUS",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that she was physically present in the United States on account of having been a victim of a severe form of trafficking in persons. In addition, the Director concluded that the Applicant was inadmissible to the United States and the applicable grounds of inadmissibility had not been waived. On appeal, the Applicant submits a brief, asserting her eligibility. Upon de nova review, we will dismiss the appeal."
26,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/MAR272020_02D12101.pdf,MAR272020_02D12101.pdf,8161683,MAR272020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 101(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. sections 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant is a victim of a severe form of trafficking in persons (trafficking) and therefore did not establish that he is physically present in the United States on account of such trafficking. In addition, the Director concluded that the Applicant was inadmissible to the United States and the applicable ground of inadmissibility had not been waived. On appeal, the Applicant submits a brief, additional evidence, and copies of previously submitted evidence, asserting his eligibility. We review the questions in this matter de nova. See Matter of Christo 's Inc., 26 I&N Dec. 537, 537 n.2 (AAO 2015). Upon de nova review, we will dismiss the appeal."
27,www.uscis.gov/sites/default/files/err/D12%20-%20Application%20for%20T%20Nonimmigrant%20Status/Decisions_Issued_in_2020/MAR272020_01D12101.pdf,MAR272020_01D12101.pdf,5626078,MAR272020,appeal,"Form I-914, Application for T Nonimmigrant Status",The appeal is dismissed.,False,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under sections 10l(a)(15)(T) and 214(0) of the Immigration and Nationality Act (the Act), 8 U.S.C. §§ 1101(a)(15)(T) and 1184(0). The Director of the Vermont Service Center denied the Form 1-914, Application for T Nonimmigrant Status (T application), concluding that the record did not establish that the Applicant was physically present in the United States on account of having been a victim of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and additional evidence, asserting his eligibility. We review the questions in this matter de novo. See Matter ofChristo's Inc., 26 l&N Dec. 537,537 n.2 (AAO 2015). Upon de novo review, we will dismiss the appeal."
