file_name,url,title,date,type,core_terms,citation,S-M-P,ID,aao citation,consel,order,decription
"In Re_ 4841576, 2020 Immig. Rptr. LEXIS 6235, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5YWD-7S10-R03M-037F-00000-00&context=,2020 Immig. Rptr. LEXIS 6235,MAR122020,appeal,"traffic, was, redact, restaurant, physical presence, servitude, has, coercion, severe form, involuntary servitude, legal process, nonimmigrant, psychological evaluation, physical restraint, deport, immigrate, section, months, free to leave, serious harm, transport, harbor ",2020 Immig. Rptr. LEXIS 6235 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under 
sections 
101(a)(15)(T)
 and 
214(o) of the Immigration and Nationality Act
 (the Act), 
8 U.S.C. 

 
and 
1184(o)
. The Director of the Vermont Service Center denied the Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), concluding that the record did not establish that he was physically 
present in the United States on account of having been a victim of a severe form of trafficking in persons. 
On appeal, the Applicant submits a brief and additional evidence, asserting his eligibility.
"
"In Re_ 5032762, 2020 Immig. Rptr. LEXIS 10298, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:6110-BHF0-R03N-X0B6-00000-00&context=,2020 Immig. Rptr. LEXIS 10298,JUL222020,appeal,"was, redact, traffic, backpack, border, has, smuggle, mule, severe form, marijuana, armed man, nonimmigrant, smuggle drugs, social worker, apprehend, encounter, jail, personal statement, derogatory, travel ",2020 Immig. Rptr. LEXIS 10298 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Form I-914, 
Application for T Nonimmigrant 
Status
 (T application), concluding that the Applicant did not establish that he was the victim of a severe 
form of trafficking in persons, is physically present in the United States on account of such trafficking, 
and would suffer extreme hardship if removed. On appeal, the Applicant submits a brief and reasserts his 
eligibility. In these proceedings, it is the Applicant™s burden to establish eligibility for the requested 
benefit. Upon 
de novo
 review, we will dismiss the appeal.
"
"In Re_ 5042846, 2020 Immig. Rptr. LEXIS 8715, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:60H4-H500-R03K-12C1-00000-00&context=,2020 Immig. Rptr. LEXIS 8715,APR82020,appeal,"traffic, was, involuntary servitude, coercion, redact, severe form, psychological, nonimmigrant, domestic violence, physical presence, harbor, months, physical restraint, immigration, eventually, servitude, domestic ",2020 Immig. Rptr. LEXIS 8715 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under 
sections 
101(a)(15)(T)
 and 
214(o) of the Immigration and Nationality Act
 (the Act), 
8 U.S.C. 

 
and 
1184(o)
. The Director of the Vermont Service Center denied the Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), concluding that the record did not establish that the Applicant was 
the victim of a severe form of trafficking in persons and is physically present in the United States on 
account of such trafficking. In addition, the Director determined that the Applicant is inadmissible to the 
United States and his Form I-192, Application for Advance Permission to Enter as a Nonimmigrant 
(waiver application), was denied. The Applicant filed a timely motion to reopen, which the Director 
dismissed. On appeal, the Applicant submits a brief and additional evidence asserting his eligibility.
"
"In Re_ 5107773, 2020 Immig. Rptr. LEXIS 5916, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5YWD-7M90-R03K-31XT-00000-00&context=,2020 Immig. Rptr. LEXIS 5916,FEB52020,appeal,"traffic, was, redact, physical presence, has, involuntary servitude, servitude, peonage, severe form, coercion, nonimmigrant, overtime, section, deport, cost, physical restraint, legal process, psychological, anxiety, hotel, ",2020 Immig. Rptr. LEXIS 5916 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under 
sections 
101(a)(15)(T)
 and 
214(o) of the Immigration and Nationality Act
 (the Act), 
8 U.S.C. 

 
and 
1184(o)
. The Director of the Vermont Service Center denied the Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), concluding that the record did not establish that the Applicant was 
physically present in the United States on account of having been a victim of a severe form of trafficking 
in persons. On appeal, the Applicant submits a brief and additional evidence, asserting her eligibility.
"
"In Re_ 5125081, 2020 Immig. Rptr. LEXIS 5892, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5YWD-7M90-R03K-31XH-00000-00&context=,2020 Immig. Rptr. LEXIS 5892,FEB52020,appeal,"nonimmigrant, classification, eligibility, spouse, was, family member, section, family relation ",2020 Immig. Rptr. LEXIS 5892 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant, who obtained T-1 nonimmigrant classification for himself, now seeks derivative T 
nonimmigrant classification of the Derivative as a qualifying family member of a person granted T-1 
status under Immigration and Nationality Act (the Act) section 101(a)(15)(T)(ii), 
8 U.S.C. 

 (discussing eligibility requirements for derivative status for spouse, child, parent, and 
sibling of T-1 nonimmigrant). The Director of the Vermont Service Center denied the Form I-914, 
Supplement A, Application for Family Member of T-1 Recipient (T derivative application), and dismissed 
the Applicant™s subsequent motion to reopen and reconsider. The Applicant submits on appeal a brief, 
asserting the Derivative™s eligibility for derivative T nonimmigrant classification.
"
"In Re_ 5168572, 2020 Immig. Rptr. LEXIS 5214, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5YWD-7MV0-R03M-X269-00000-00&context=,2020 Immig. Rptr. LEXIS 5214,FEB182020,motion,"traffic, was, daughter, severe form, coercion, involuntary servitude, sexual, nonimmigrant, harbor, sex, domestic violence, physical presence, servitude, transport, spouse, has, physical restraint, serious harm, violence ",2020 Immig. Rptr. LEXIS 5214 *,False,,UNKNOWN,UNKNOWN,The decision of the Director is withdrawn,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under 
sections 
101(a)(15)(T)
 and 
214(o) of the Immigration and Nationality Act
 (the Act), 
8 U.S.C. 

 
and 
1184(o)
. The Director of the Vermont Service Center denied the Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), concluding that the record did not establish that she was the victim 
of a severe form of trafficking in persons and therefore also did not demonstrate that she is physically 
present in the United States on account of such trafficking. On appeal, the Applicant submits a brief 
asserting her eligibility.
"
"In Re_ 5239577, 2020 Immig. Rptr. LEXIS 8968, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:60H4-H5M0-R03N-42HT-00000-00&context=,2020 Immig. Rptr. LEXIS 8968,APR232020,appeal,"was, traffic, smuggle, involuntary servitude, has, border, smuggler, transport, coercion, clean, severe form, nonimmigrant, peonage, woman, forced labor, servitude, afraid, harbor, across, arrive, armed, pick, sex, bathroom, physical restraint, serious harm, ",2020 Immig. Rptr. LEXIS 8968 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Form I-914, 
Application for T Nonimmigrant 
Status
 (T application), concluding that the Applicant did not establish that she was the victim of a severe 
form of trafficking in persons and is physically present in the United States on account of such trafficking. 
On appeal, the Applicant submits a brief and additional evidence and asserts that the Director™s decision 
was in error. Upon 
de novo
 review, we will dismiss the appeal.
"
"In Re_ 5508692, 2020 Immig. Rptr. LEXIS 5288, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5YWD-7SH0-R03J-M3D8-00000-00&context=,2020 Immig. Rptr. LEXIS 5288,MAR302020,appeal,"traffic, was, severe form, transport, sex act, physical presence, perpetrator, sexual assault, nonimmigrant ",2020 Immig. Rptr. LEXIS 5288 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Applicant™s Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), and the matter is now before us on appeal. On appeal, the 
Applicant submits a brief and additional evidence. Upon 
de novo
 review, we will dismiss the appeal.
"
"In Re_ 5600239, 2020 Immig. Rptr. LEXIS 10673, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:6110-BGG0-R03K-14SD-00000-00&context=,2020 Immig. Rptr. LEXIS 10673,JUN242020,appeal,"was, traffic, has, years old, daughter, physical presence, arrive, trauma, said, inadmissibility, credible, phone, scar, redact, hurt, psychologist, kill, rape, nonimmigrant, attend ",2020 Immig. Rptr. LEXIS 10673 *,False,,UNKNOWN,UNKNOWN,The decision of the Director is withdrawn,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Form I-914, 
Application for T Nonimmigrant 
Status
 (T application), concluding that the record did not establish that the Applicant is physically present 
in the United States on account of a severe form of trafficking in persons. The Director also concluded 
that the Applicant is inadmissible. Upon 
de novo
 review, we will remand the matter to the Director.
"
"In Re_ 5626078, 2020 Immig. Rptr. LEXIS 5220, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:5YWD-7S10-R03M-03C9-00000-00&context=,2020 Immig. Rptr. LEXIS 5220,MAR272020,appeal,"traffic, redact, was, has, physical presence, hotel, involuntary servitude, servitude, peonage, monthly, therapist, section, garbage collection, severe form, salary, physical restraint, nonimmigrant, daughter™s, coercion, neighbor, bondage, therapy, cost ",2020 Immig. Rptr. LEXIS 5220 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under 
sections 
101(a)(15)(T)
 and 
214(o) of the Immigration and Nationality Act
 (the Act), 
8 U.S.C. 

 
and 
1184(o)
. The Director of the Vermont Service Center denied the Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), concluding that the record did not establish that the Applicant was 
physically present in the United States on account of having been a victim of a severe form of trafficking 
in persons. On appeal, the Applicant submits a brief and additional evidence, asserting his eligibility.
"
"In Re_ 5845586, 2020 Immig. Rptr. LEXIS 9086, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:60H4-H5M0-R03N-42KN-00000-00&context=,2020 Immig. Rptr. LEXIS 9086,APR242020,appeal,"traffic, was, sex act, inadmissibility, sexual, nonimmigrant, induce, sex, harbor, severe form, solicit, physical presence, sexual relations, section, touch, eligibility, coercion, daughter, clothe, clean, waive ",2020 Immig. Rptr. LEXIS 9086 *,False,,UNKNOWN,UNKNOWN,The decision of the Director is withdrawn,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under 
sections 
101(a)(15)(T)
 and 
214(o) of the Immigration and Nationality Act
 (the Act), 
8 U.S.C. 

 
and 
1184(o)
. The Director of the Vermont Service Center denied the Form I-914, 
Application for T 
Nonimmigrant Status
 (T application), concluding that the record did not establish that the Applicant was 
the victim of a severe form of trafficking in persons and is physically present in the United States on 
account of such trafficking. In addition, the Director determined that the Applicant is inadmissible to the 
United States and her Form I-192, Application for Advance Permission to Enter as a Nonimmigrant 
(waiver application), to waiver her inadmissibility had not been granted. On appeal, the Applicant submits 
a brief asserting her eligibility.
"
"In Re_ 6246073, 2020 Immig. Rptr. LEXIS 10685, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:6110-BGG0-R03K-14SM-00000-00&context=,2020 Immig. Rptr. LEXIS 10685,JUN242020,appeal,"traffic, was, has, physical presence, depress, ongoing, deport ",2020 Immig. Rptr. LEXIS 10685 *,False,,UNKNOWN,UNKNOWN,The appeal is sustained,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Form I-914, 
Application for T Nonimmigrant 
Status
 (T application), concluding that the Applicant is not physically present in the United States on 
account of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and reasserts 
his eligibility. Upon 
de novo
 review, we will sustain the appeal.
"
"In Re_ 6246237, 2020 Immig. Rptr. LEXIS 10665, OFFICE_ Motion on Administrative Appeals Office Decis.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:6110-BGG0-R03K-14S8-00000-00&context=,2020 Immig. Rptr. LEXIS 10665,JUN242020,motion,"was, traffic, reconsideration motion, personal statement, severe form, nonimmigrant, translate, involuntary servitude, has, preponderance of evidence, incorrect application, sufficient evidence, burden of proof, incorrect, probative, coercion, bondage, literal, section, induce ",2020 Immig. Rptr. LEXIS 10665 *,False,,UNKNOWN,UNKNOWN,The motion to reconsider is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Form I-914, 
Application for T Nonimmigrant 
Status
 (T application), concluding that the Applicant did not provide clear evidence regarding her claimed 
trafficking, and therefore had not established that she was the victim of a severe form of trafficking in 
persons. We dismissed the Applicant™s subsequent appeal. On a motion to reconsider, the Applicant 
submits a brief and a new translation of her personal statement. The Applicant bears the burden of proof 
in these proceedings. Upon review, we will dismiss the motion to reconsider.
"
"In Re_ 6247193, 2020 Immig. Rptr. LEXIS 10697, OFFICE_ Appeal of Vermont Service Center Decision.pdf",https://plus.lexis.com/api/document?collection=administrative-materials&id=urn:contentItem:6110-BGG0-R03K-14SV-00000-00&context=,2020 Immig. Rptr. LEXIS 10697,JUN242020,appeal,"traffic, was, physical presence, has, severe form, nonimmigrant, company ",2020 Immig. Rptr. LEXIS 10697 *,False,,UNKNOWN,UNKNOWN,The appeal is dismissed,"The Applicant seeks T-1 nonimmigrant classification as a victim of human trafficking under Immigration 
and Nationality Act (the Act) sections 101(a)(15)(T) and 214(o), 
8 U.S.C. 

 and 
1184(o)
. 
The Director of the Vermont Service Center denied the Form I-914, 
Application for T Nonimmigrant 
Status
 (T application), concluding that the Applicant is not physically present in the United States on 
account of a severe form of trafficking in persons. On appeal, the Applicant submits a brief and reasserts 
his eligibility. We review the questions in this matter 
de novo. See 
Matter of Christo™s Inc., 26 I&N Dec. 
537, 537 n.2 (AAO 2015)
. Upon 
de novo
 review, we will dismiss the appeal.
"
