state,state_code,date,cases,positive,probableCases,negative,totalTestResults,death,hospitalized,total,positive_rate,positive_negative_ratio,positive_delta,negative_delta,totalTestResults_delta,death_delta,positive_rate_delta,positive_negative_ratio_delta
Colorado,CO,2020-05-01,15793,15768.0,1590.0,61181.0,84507.0,820.0,2747.0,76949,18.65880933,25.77270721,484.0,4075.0,3336.0,43.0,14.508393285371701,11.877300613496933
Colorado,CO,2020-05-02,16225,16225.0,1622.0,63681.0,87842.0,832.0,2793.0,79906,18.47066324,25.47855718,457.0,2500.0,3335.0,12.0,13.703148425787107,18.279999999999998
Colorado,CO,2020-05-03,16635,16635.0,1637.0,66455.0,91424.0,842.0,2799.0,83090,18.19544102,25.03197653,410.0,2774.0,3582.0,10.0,11.446119486320491,14.780100937274693
Colorado,CO,2020-05-04,16918,16907.0,1709.0,68097.0,93656.0,851.0,2838.0,85004,18.05223371,24.82781914,272.0,1642.0,2232.0,9.0,12.186379928315413,16.56516443361754
Colorado,CO,2020-05-05,17367,17364.0,1717.0,68612.0,96666.0,903.0,2919.0,85976,17.962882500000006,25.30752638,457.0,515.0,3010.0,52.0,15.182724252491694,88.7378640776699
Colorado,CO,2020-05-06,17832,17830.0,1726.0,73517.0,99827.0,921.0,2986.0,91347,17.86089936,24.25289389,466.0,4905.0,3161.0,18.0,14.742170199304017,9.500509683995922
Colorado,CO,2020-05-07,18370,18371.0,1786.0,75735.0,103133.0,944.0,3557.0,94106,17.81292118,24.25694857,541.0,2218.0,3306.0,23.0,16.36418632788869,24.391343552750225
Colorado,CO,2020-05-08,18827,18827.0,1824.0,77945.0,108509.0,960.0,3600.0,96772,17.35063451,24.1542113,456.0,2210.0,5376.0,16.0,8.482142857142858,20.633484162895925
Colorado,CO,2020-05-09,19375,19375.0,1825.0,84374.0,113189.0,967.0,3623.0,103749,17.11738773,22.96323512,548.0,6429.0,4680.0,7.0,11.709401709401709,8.523876186032043
Colorado,CO,2020-05-10,19703,19703.0,1823.0,88891.0,117213.0,971.0,3631.0,108594,16.8095689,22.16534857,328.0,4517.0,4024.0,4.0,8.151093439363818,7.261456719061324
Colorado,CO,2020-05-11,19879,19879.0,1842.0,88778.0,120284.0,987.0,3663.0,108657,16.5267201,22.39180878,176.0,-113.0,3071.0,16.0,5.731032237056334,-155.75221238938053
Colorado,CO,2020-05-12,20157,20157.0,1880.0,91093.0,123213.0,1009.0,3695.0,111250,16.35947506,22.12793519,278.0,2315.0,2929.0,22.0,9.491293956981906,12.008639308855292
Colorado,CO,2020-05-13,20475,20475.0,1940.0,94044.0,127034.0,1062.0,3735.0,114519,16.11773226,21.77172387,318.0,2951.0,3821.0,53.0,8.322428683590683,10.776008132836326
Colorado,CO,2020-05-14,20838,20838.0,1958.0,97192.0,131051.0,1091.0,3789.0,118030,15.90067989,21.44003622,363.0,3148.0,4017.0,29.0,9.036594473487677,11.53113087674714
Colorado,CO,2020-05-15,21232,21232.0,1980.0,100608.0,135313.0,878.0,3842.0,121840,15.69102747,21.10368957,394.0,3416.0,4262.0,-213.0,9.244486156733927,11.533957845433255
Colorado,CO,2020-05-16,21633,21633.0,2004.0,103915.0,139735.0,878.0,3866.0,125548,15.48144702,20.81797623,401.0,3307.0,4422.0,0.0,9.068294889190412,12.125793770789235
Colorado,CO,2020-05-17,21938,21938.0,2024.0,106557.0,143149.0,878.0,3872.0,128495,15.32529043,20.58804208,305.0,2642.0,3414.0,0.0,8.933801991798477,11.544284632853898
Colorado,CO,2020-05-18,22202,22202.0,2067.0,109131.0,146418.0,921.0,3899.0,131333,15.16343619,20.34435678,264.0,2574.0,3269.0,43.0,8.075864178647905,10.256410256410255
Colorado,CO,2020-05-19,22482,22482.0,2095.0,109355.0,149432.0,968.0,3955.0,131837,15.04497029,20.55873074,280.0,224.0,3014.0,47.0,9.289980092899802,125.0
Colorado,CO,2020-05-20,22797,22797.0,2157.0,112814.0,153797.0,1001.0,3990.0,135611,14.82278588,20.20759835,315.0,3459.0,4365.0,33.0,7.216494845360824,9.106678230702515
Colorado,CO,2020-05-21,23191,23191.0,2218.0,119034.0,158918.0,1062.0,4037.0,142225,14.59306057,19.48266882,394.0,6220.0,5121.0,61.0,7.693809802772895,6.334405144694534
Colorado,CO,2020-05-22,23487,23487.0,2253.0,121465.0,162468.0,1088.0,4082.0,144952,14.45638526,19.33643436,296.0,2431.0,3550.0,26.0,8.338028169014084,12.176059234882764
Colorado,CO,2020-05-23,23964,23964.0,2280.0,126087.0,168665.0,1088.0,4105.0,150051,14.20804553,19.00592448,477.0,4622.0,6197.0,0.0,7.697272873971277,10.320207702293379
Colorado,CO,2020-05-24,24174,24174.0,2280.0,126134.0,172044.0,1088.0,4119.0,150308,14.05105671,19.16533211,210.0,47.0,3379.0,0.0,6.214856466410181,446.80851063829783
Colorado,CO,2020-05-25,24269,24269.0,2285.0,131742.0,176077.0,1088.0,4128.0,156011,13.78317441,18.42161194,95.0,5608.0,4033.0,0.0,2.3555665757500623,1.6940085592011414
Colorado,CO,2020-05-26,24565,24565.0,2295.0,134855.0,180252.0,1114.0,4160.0,159420,13.62814282,18.21586148,296.0,3113.0,4175.0,26.0,7.089820359281437,9.508512688724704
Colorado,CO,2020-05-27,24767,24767.0,2327.0,138356.0,184692.0,1135.0,4196.0,163123,13.40989323,17.90092226,202.0,3501.0,4440.0,21.0,4.54954954954955,5.769780062839189
Colorado,CO,2020-05-28,25121,25121.0,2363.0,143838.0,191870.0,1168.0,4254.0,168959,13.09271903,17.46478677,354.0,5482.0,7178.0,33.0,4.931735859570911,6.457497263772345
Colorado,CO,2020-05-29,25612,25613.0,2441.0,150128.0,199785.0,1181.0,4307.0,175741,12.820281800000002,17.06077481,492.0,6290.0,7915.0,13.0,6.2160454832596335,7.8219395866454695
Colorado,CO,2020-05-30,26098,26098.0,2431.0,154529.0,205488.0,1181.0,4333.0,180627,12.70049833,16.88873933,485.0,4401.0,5703.0,0.0,8.504295984569525,11.020222676664394
Colorado,CO,2020-05-31,26378,26378.0,2429.0,159998.0,213020.0,1181.0,4347.0,186376,12.38287485,16.48645608,280.0,5469.0,7532.0,0.0,3.717472118959108,5.119765953556408
Colorado,CO,2020-06-01,26577,26577.0,2468.0,163960.0,218116.0,1185.0,4372.0,190537,12.18480075,16.20944133,199.0,3962.0,5096.0,4.0,3.9050235478806905,5.022715800100959
Colorado,CO,2020-06-02,26788,26788.0,2477.0,167389.0,221511.0,1228.0,4419.0,194177,12.09330462,16.00344109,211.0,3429.0,3395.0,43.0,6.215022091310751,6.1533974919801695
Colorado,CO,2020-06-03,27060,27060.0,2503.0,170140.0,226370.0,1254.0,4443.0,197200,11.95388081,15.90454919,272.0,2751.0,4859.0,26.0,5.597859641901626,9.887313704107598
Colorado,CO,2020-06-04,27360,27360.0,2512.0,176064.0,234666.0,1255.0,4460.0,203424,11.65912403,15.53980371,300.0,5924.0,8296.0,1.0,3.616200578592092,5.064145847400405
Colorado,CO,2020-06-05,27615,27615.0,2516.0,180662.0,241247.0,1274.0,4472.0,208277,11.44677447,15.28545018,255.0,4598.0,6581.0,19.0,3.874791065187661,5.545889517181384
Colorado,CO,2020-06-06,27848,27848.0,2529.0,185166.0,246937.0,1274.0,4480.0,213014,11.27737034,15.03947809,233.0,4504.0,5690.0,0.0,4.094903339191564,5.173179396092363
Colorado,CO,2020-06-07,28001,28001.0,2544.0,189483.0,252303.0,1274.0,4485.0,217484,11.09816372,14.77757899,153.0,4317.0,5366.0,0.0,2.8512858740216176,3.5441278665740095
Colorado,CO,2020-06-08,28183,28183.0,2556.0,193704.0,257564.0,1292.0,4859.0,221887,10.94213477,14.54951885,182.0,4221.0,5261.0,18.0,3.4594183615282263,4.311774461028192
Colorado,CO,2020-06-09,28347,28347.0,2560.0,197747.0,262357.0,1312.0,5025.0,226094,10.80474316,14.33498359,164.0,4043.0,4793.0,20.0,3.421656582516169,4.056393767004699
Colorado,CO,2020-06-10,28499,28499.0,2584.0,201846.0,267529.0,1328.0,5035.0,230345,10.65267691,14.11917997,152.0,4099.0,5172.0,16.0,2.9389017788089715,3.708221517443279
Colorado,CO,2020-06-11,28647,28647.0,2607.0,205723.0,272930.0,1339.0,5057.0,234370,10.4960979,13.92503512,148.0,3877.0,5401.0,11.0,2.7402332901314574,3.8173845757028633
Colorado,CO,2020-06-12,28822,28822.0,2607.0,207639.0,278526.0,1348.0,5234.0,236461,10.3480465,13.880822,175.0,1916.0,5596.0,9.0,3.1272337383845605,9.133611691022965
Colorado,CO,2020-06-13,29017,29017.0,2609.0,215626.0,285911.0,1348.0,5244.0,244643,10.14896244,13.45709701,195.0,7987.0,7385.0,0.0,2.640487474610697,2.4414673844998123
Colorado,CO,2020-06-14,29130,29130.0,2607.0,219955.0,291804.0,1348.0,5244.0,249085,9.982728133,13.24361801,113.0,4329.0,5893.0,0.0,1.917529272017648,2.61030261030261
Colorado,CO,2020-06-15,29299,29299.0,2633.0,223857.0,296968.0,1373.0,5269.0,253156,9.866046172999999,13.08826617,169.0,3902.0,5164.0,25.0,3.272656855151046,4.33111225012814
Colorado,CO,2020-06-16,29442,29442.0,2647.0,227225.0,301449.0,1373.0,5272.0,256667,9.766826229,12.95720101,143.0,3368.0,4481.0,0.0,3.1912519526891314,4.245843230403801
Colorado,CO,2020-06-17,29671,29673.0,2670.0,232543.0,308267.0,1402.0,5294.0,262216,9.625746512000001,12.76022069,231.0,5318.0,6818.0,29.0,3.3880903490759757,4.343738247461451
Colorado,CO,2020-06-18,29901,29901.0,2683.0,234545.0,314769.0,1417.0,5308.0,264446,9.49934714,12.74851308,228.0,2002.0,6502.0,15.0,3.506613349738542,11.38861138861139
Colorado,CO,2020-06-19,30187,30187.0,2734.0,242882.0,322364.0,1429.0,5318.0,273069,9.364259036,12.42866907,286.0,8337.0,7595.0,12.0,3.7656352863726137,3.430490584142977
Colorado,CO,2020-06-20,30348,30349.0,2741.0,248037.0,329380.0,1429.0,5323.0,278386,9.213977776,12.23567452,162.0,5155.0,7016.0,0.0,2.309007981755986,3.142580019398642
Colorado,CO,2020-06-21,30539,30539.0,2739.0,252233.0,335017.0,1429.0,5327.0,282772,9.115656817,12.1074562,190.0,4196.0,5637.0,0.0,3.370587191768671,4.528122020972355
Colorado,CO,2020-06-22,30705,30705.0,2746.0,257171.0,341255.0,1438.0,5343.0,287876,8.997670364,11.93952662,166.0,4938.0,6238.0,9.0,2.6611093299134336,3.3616848926690963
Colorado,CO,2020-06-23,30893,30893.0,2755.0,259941.0,345369.0,1455.0,5366.0,290834,8.944925572,11.88461997,188.0,2770.0,4114.0,17.0,4.569761789013126,6.787003610108304
Colorado,CO,2020-06-24,31155,31155.0,2781.0,264910.0,351650.0,1457.0,5375.0,296065,8.859661595,11.76059794,262.0,4969.0,6281.0,2.0,4.171310300907498,5.2726906822298245
Colorado,CO,2020-06-25,31479,31479.0,2805.0,271098.0,359937.0,1475.0,5386.0,302577,8.745697164,11.61166811,324.0,6188.0,8287.0,18.0,3.909738144081091,5.235940530058177
Colorado,CO,2020-06-26,31796,31796.0,2824.0,275787.0,367175.0,1482.0,5392.0,307583,8.659630966,11.52918738,317.0,4689.0,7238.0,7.0,4.379662890301188,6.7605033056088715
Colorado,CO,2020-06-27,32022,32022.0,2828.0,281689.0,375696.0,1482.0,5399.0,313711,8.523380606,11.36785604,226.0,5902.0,8521.0,0.0,2.6522708602276728,3.8292104371399525
Colorado,CO,2020-06-28,32307,32307.0,2831.0,287258.0,383351.0,1482.0,5401.0,319565,8.427524645,11.24668417,285.0,5569.0,7655.0,0.0,3.7230568256041803,5.117615370802658
Colorado,CO,2020-06-29,32511,32511.0,2860.0,291346.0,388813.0,1508.0,5442.0,323857,8.361603136,11.15889698,204.0,4088.0,5462.0,26.0,3.7348956426217503,4.990215264187866
Colorado,CO,2020-06-30,32715,32715.0,2871.0,294788.0,394616.0,1520.0,5489.0,327503,8.290337949,11.09780588,204.0,3442.0,5803.0,12.0,3.5154230570394622,5.926786751888437
Colorado,CO,2020-07-01,33029,33029.0,2896.0,300226.0,401617.0,1520.0,5513.0,333255,8.224004462,11.00137896,314.0,5438.0,7001.0,0.0,4.485073560919869,5.7741816844428095
Colorado,CO,2020-07-02,33352,33352.0,2899.0,306938.0,410323.0,1521.0,5527.0,340290,8.128230687,10.86603809,323.0,6712.0,8706.0,1.0,3.710084998851367,4.812276519666269
Colorado,CO,2020-07-03,33612,33619.0,2897.0,312135.0,418257.0,1521.0,5537.0,345754,8.037881016,10.77066013,267.0,5197.0,7934.0,0.0,3.365263423241745,5.137579372715028
Colorado,CO,2020-07-04,33866,33866.0,2896.0,316851.0,424954.0,1521.0,5550.0,350717,7.969333151,10.6883046,247.0,4716.0,6697.0,0.0,3.688218605345677,5.237489397794741
Colorado,CO,2020-07-05,34065,34065.0,2897.0,321590.0,431701.0,1521.0,5565.0,355655,7.890878177,10.59268012,199.0,4739.0,6747.0,0.0,2.9494590188231804,4.199198143068158
Colorado,CO,2020-07-06,34257,34257.0,2889.0,326383.0,438272.0,1542.0,5591.0,360640,7.81637887,10.49595108,192.0,4793.0,6571.0,21.0,2.9219296910668087,4.005841852701857
Colorado,CO,2020-07-07,34664,34664.0,2928.0,330409.0,444462.0,1542.0,5741.0,365073,7.799091936,10.49123965,407.0,4026.0,6190.0,0.0,6.575121163166397,10.10928961748634
Colorado,CO,2020-07-08,35116,35116.0,2978.0,335586.0,451593.0,1544.0,5820.0,370702,7.776028415,10.46408372,452.0,5177.0,7131.0,2.0,6.338521946431075,8.73092524628163
Colorado,CO,2020-07-09,35525,35525.0,2979.0,341615.0,460925.0,1581.0,5831.0,377140,7.707327656,10.39913353,409.0,6029.0,9332.0,37.0,4.382768966995285,6.783877923370377
Colorado,CO,2020-07-10,36191,36191.0,3002.0,349670.0,472300.0,1586.0,5864.0,385861,7.662714376,10.35004433,666.0,8055.0,11375.0,5.0,5.8549450549450555,8.268156424581004
Colorado,CO,2020-07-11,36591,36591.0,3004.0,355512.0,481350.0,1586.0,5885.0,392103,7.601745092000001,10.29247958,400.0,5842.0,9050.0,0.0,4.41988950276243,6.846970215679561
Colorado,CO,2020-07-12,36913,36913.0,3002.0,362452.0,490677.0,1586.0,5895.0,399365,7.522871461,10.18424509,322.0,6940.0,9327.0,0.0,3.452342661091455,4.639769452449568
Colorado,CO,2020-07-13,37236,37242.0,3013.0,367713.0,498831.0,1589.0,5941.0,404955,7.465855169,10.12800744,329.0,5261.0,8154.0,3.0,4.034829531518273,6.253563961224103
Colorado,CO,2020-07-14,37686,37686.0,3023.0,372304.0,506128.0,1594.0,5963.0,409990,7.445942528,10.12237311,444.0,4591.0,7297.0,5.0,6.084692339317527,9.671095621868874
Colorado,CO,2020-07-15,38155,38155.0,3029.0,378061.0,514742.0,1601.0,5950.0,416216,7.412451286,10.09228669,469.0,5757.0,8614.0,7.0,5.4446250290225215,8.14660413409762
Colorado,CO,2020-07-16,38726,38726.0,3036.0,385623.0,525680.0,1615.0,5966.0,424349,7.366839142000001,10.04245079,571.0,7562.0,10938.0,14.0,5.220332784786981,7.550912457021952
Colorado,CO,2020-07-17,39344,39344.0,3084.0,391439.0,534621.0,1615.0,5994.0,430783,7.359232054,10.05111908,618.0,5816.0,8941.0,0.0,6.911978525891958,10.62585969738652
Colorado,CO,2020-07-18,39788,39788.0,3090.0,396150.0,543670.0,1615.0,6019.0,435938,7.318410065,10.04367033,444.0,4711.0,9049.0,0.0,4.9066195159686155,9.424750583740183
Colorado,CO,2020-07-19,40142,40142.0,3101.0,402027.0,552916.0,1615.0,6032.0,442169,7.260053967999999,9.984901512,354.0,5877.0,9246.0,0.0,3.8286826735885784,6.023481368044921
Colorado,CO,2020-07-20,40566,40566.0,3095.0,410733.0,565299.0,1615.0,6057.0,451299,7.176025431,9.876489106000001,424.0,8706.0,12383.0,0.0,3.4240490995719934,4.870204456696531
Colorado,CO,2020-07-21,41059,41059.0,3112.0,416343.0,574162.0,1643.0,6110.0,457402,7.151117629,9.861820662000001,493.0,5610.0,8863.0,28.0,5.562450637481666,8.787878787878787
Colorado,CO,2020-07-22,41698,41698.0,3136.0,423713.0,585551.0,1643.0,6133.0,465411,7.121155971,9.84109527,639.0,7370.0,11389.0,0.0,5.61067696900518,8.670284938941656
Colorado,CO,2020-07-23,42313,42314.0,3151.0,428563.0,594731.0,1645.0,6149.0,470877,7.114813252,9.873460845,616.0,4850.0,9180.0,2.0,6.710239651416122,12.701030927835053
Colorado,CO,2020-07-24,42980,42980.0,3158.0,436764.0,608070.0,1661.0,6227.0,479744,7.068265167000001,9.840554624,666.0,8201.0,13339.0,16.0,4.992878026838594,8.120960858431898
Colorado,CO,2020-07-25,43789,43789.0,3161.0,446607.0,624351.0,1661.0,6261.0,490396,7.013522842,9.804817211,809.0,9843.0,16281.0,0.0,4.968982249247589,8.219038910901148
Colorado,CO,2020-07-26,44336,44336.0,3162.0,453452.0,635575.0,1661.0,6268.0,497788,6.975730638,9.777440611,547.0,6845.0,11224.0,0.0,4.8734853884533145,7.991234477720964
Colorado,CO,2020-07-27,44565,44565.0,3165.0,455865.0,638968.0,1668.0,6271.0,500430,6.974527676,9.775920503,229.0,2413.0,3393.0,7.0,6.749189507810198,9.49026108578533
Colorado,CO,2020-07-28,45314,45314.0,3165.0,466863.0,656305.0,1679.0,6319.0,512177,6.904411821,9.706059379,749.0,10998.0,17337.0,11.0,4.320239949241507,6.810329150754682
Colorado,CO,2020-07-29,45796,45796.0,3170.0,473876.0,668245.0,1688.0,6398.0,519672,6.853175107999999,9.664131545,482.0,7013.0,11940.0,9.0,4.0368509212730315,6.872950235277342
Colorado,CO,2020-07-30,46204,46204.0,3172.0,480142.0,678823.0,1691.0,6413.0,526346,6.806487111,9.622986532999999,408.0,6266.0,10578.0,3.0,3.8570618264322176,6.511330992658794
Colorado,CO,2020-07-31,46809,46809.0,3183.0,486594.0,691365.0,1691.0,6441.0,533403,6.77051919,9.619724041,605.0,6452.0,12542.0,0.0,4.823792058682826,9.376937383756974
Colorado,CO,2020-08-01,47267,47267.0,3190.0,493305.0,703954.0,1691.0,6465.0,540572,6.714501232000001,9.581698949,458.0,6711.0,12589.0,0.0,3.63809675113194,6.824616301594396
Colorado,CO,2020-08-02,47727,47716.0,3189.0,499496.0,714560.0,1691.0,6474.0,547212,6.677675773,9.552829252,449.0,6191.0,10606.0,0.0,4.233452762587215,7.252463253109352
Colorado,CO,2020-08-03,47968,47968.0,3195.0,504035.0,721921.0,1710.0,6487.0,552003,6.644494342000001,9.516799429,252.0,4539.0,7361.0,19.0,3.4234479011003938,5.551883674818242
Colorado,CO,2020-08-04,48394,48394.0,3217.0,507028.0,727026.0,1710.0,6516.0,555422,6.656433195,9.544640532999999,426.0,2993.0,5105.0,0.0,8.344760039177277,14.233210825258938
Colorado,CO,2020-08-05,48988,48988.0,3233.0,516331.0,754644.0,1717.0,6536.0,565319,6.491537732,9.48771234,594.0,9303.0,27618.0,7.0,2.150771236150337,6.385037084811351
Colorado,CO,2020-08-06,49436,49436.0,3236.0,521927.0,766473.0,1729.0,6572.0,571363,6.449803189,9.471822688,448.0,5596.0,11829.0,12.0,3.787302392425395,8.005718370264475
Colorado,CO,2020-08-07,49893,49893.0,3237.0,529238.0,779670.0,1736.0,6582.0,579131,6.399245835,9.427327592000001,457.0,7311.0,13197.0,7.0,3.462908236720467,6.250854876213924
Colorado,CO,2020-08-08,50324,50324.0,3241.0,535556.0,791022.0,1736.0,6602.0,585880,6.361896382,9.396589712,431.0,6318.0,11352.0,0.0,3.796687808315715,6.821779044001267
Colorado,CO,2020-08-09,50660,50660.0,3293.0,541180.0,801739.0,1736.0,6616.0,591840,6.318764585,9.361025906,336.0,5624.0,10717.0,0.0,3.1352057478772046,5.974395448079658
Colorado,CO,2020-08-10,51038,51039.0,3388.0,546143.0,810276.0,1746.0,6627.0,597182,6.298964797000001,9.345354605,379.0,4963.0,8537.0,10.0,4.439498652922572,7.636510175297199
Colorado,CO,2020-08-11,51441,51441.0,3433.0,549859.0,817422.0,1751.0,6679.0,601300,6.293077505,9.355307452,402.0,3716.0,7146.0,5.0,5.625524769101595,10.818083961248655
Colorado,CO,2020-08-12,51756,51756.0,3494.0,554034.0,825062.0,1756.0,6685.0,605790,6.272983121,9.341664952,315.0,4175.0,7640.0,5.0,4.12303664921466,7.544910179640718
Colorado,CO,2020-08-13,52219,52219.0,3542.0,561147.0,837290.0,1763.0,6700.0,613366,6.236668299,9.305761235,463.0,7113.0,12228.0,7.0,3.786391887471377,6.509208491494446
Colorado,CO,2020-08-14,52538,52538.0,3553.0,567787.0,848795.0,1768.0,6718.0,620325,6.189716009,9.253117807,319.0,6640.0,11505.0,5.0,2.7727075184702303,4.804216867469879
Colorado,CO,2020-08-15,52838,52838.0,3560.0,573467.0,859734.0,1768.0,6727.0,626305,6.145854415,9.213782136,300.0,5680.0,10939.0,0.0,2.742481031172868,5.28169014084507
Colorado,CO,2020-08-16,53176,53176.0,3565.0,581397.0,873051.0,1768.0,6735.0,634573,6.090824017999999,9.146246025,338.0,7930.0,13317.0,0.0,2.5381091837500938,4.2622950819672125
Colorado,CO,2020-08-17,53370,53370.0,3569.0,586280.0,881252.0,1778.0,6739.0,639650,6.056156467999999,9.1031589,194.0,4883.0,8201.0,10.0,2.365565174978661,3.9729674380503788
Colorado,CO,2020-08-18,53631,53631.0,3581.0,590200.0,887859.0,1788.0,6781.0,643831,6.040486157999999,9.086919688,261.0,3920.0,6607.0,10.0,3.950355683366127,6.658163265306122
Colorado,CO,2020-08-19,53901,53901.0,3588.0,594857.0,895207.0,1800.0,6784.0,648758,6.021065519,9.061169323,270.0,4657.0,7348.0,12.0,3.6744692433315187,5.797723856560017
Colorado,CO,2020-08-20,54230,54230.0,3603.0,594857.0,906693.0,1815.0,6797.0,649087,5.981076285,9.116476732999999,329.0,0.0,11486.0,15.0,2.864356608044576,
Colorado,CO,2020-08-21,54230,54586.0,3619.0,594857.0,918926.0,1815.0,6808.0,649443,5.9401954020000005,9.176323049,356.0,0.0,12233.0,0.0,2.9101610398103492,
Colorado,CO,2020-08-22,54883,54883.0,3625.0,594857.0,930152.0,1815.0,6831.0,649740,5.900433477999999,9.226251015,297.0,0.0,11226.0,0.0,2.6456440406199895,
Colorado,CO,2020-08-23,55143,55143.0,3638.0,594857.0,938596.0,1815.0,6841.0,650000,5.875051673,9.269958999,260.0,0.0,8444.0,0.0,3.0791094268119377,
Colorado,CO,2020-08-24,55341,55341.0,3665.0,594857.0,947645.0,1824.0,6845.0,650198,5.83984509,9.303244309,198.0,0.0,9049.0,9.0,2.1880870814454636,
Colorado,CO,2020-08-25,55800,55800.0,3726.0,626261.0,955641.0,1826.0,6894.0,682061,5.839012767000001,8.910023137,459.0,31404.0,7996.0,2.0,5.740370185092546,1.46159724875812
Colorado,CO,2020-08-26,55993,55993.0,3765.0,630110.0,962754.0,1835.0,6902.0,686103,5.815919747000001,8.886226214,193.0,3849.0,7113.0,9.0,2.7133417685927177,5.01428942582489
Colorado,CO,2020-08-27,56343,56343.0,3781.0,634968.0,972990.0,1835.0,6928.0,691311,5.790706996,8.873360547,350.0,4858.0,10236.0,0.0,3.4193044157874173,7.204610951008646
Colorado,CO,2020-08-28,56773,56773.0,3815.0,642611.0,985622.0,1843.0,6945.0,699384,5.7601189910000015,8.834738279,430.0,7643.0,12632.0,8.0,3.404053198226726,5.62606306424179
Colorado,CO,2020-08-29,57040,57041.0,3832.0,648168.0,994951.0,1843.0,6993.0,705209,5.73304615,8.800341887,268.0,5557.0,9329.0,0.0,2.872762353950048,4.822746086017635
Colorado,CO,2020-08-30,57223,57223.0,3829.0,652673.0,1002802.0,1843.0,7010.0,709896,5.706310917000001,8.76748387,182.0,4505.0,7851.0,0.0,2.3181760285313975,4.039955604883462
Colorado,CO,2020-08-31,57424,57424.0,3845.0,657344.0,1009970.0,1849.0,7028.0,714768,5.685713437,8.73576088,201.0,4671.0,7168.0,6.0,2.8041294642857144,4.303147077713552
Colorado,CO,2020-09-01,57775,57775.0,3897.0,660623.0,1014642.0,1853.0,7053.0,718398,5.694126598,8.745532626000001,351.0,3279.0,4672.0,4.0,7.512842465753425,10.704483074107959
Colorado,CO,2020-09-02,58019,58019.0,3910.0,665039.0,1021497.0,1853.0,7090.0,723058,5.679801311,8.724150012,244.0,4416.0,6855.0,0.0,3.5594456601021154,5.52536231884058
Colorado,CO,2020-09-03,58287,58287.0,3920.0,670728.0,1029791.0,1861.0,7104.0,729015,5.660080541,8.690109851,268.0,5689.0,8294.0,8.0,3.2312515071135763,4.710845491298999
Colorado,CO,2020-09-04,58287,58655.0,3946.0,677313.0,1040752.0,1866.0,7125.0,735968,5.635828707999999,8.659954851,368.0,6585.0,10961.0,5.0,3.3573579053006113,5.588458618071375
Colorado,CO,2020-09-05,58986,58989.0,4009.0,683583.0,1051084.0,1866.0,7134.0,742572,5.612206065,8.629383703,334.0,6270.0,10332.0,0.0,3.2326751838946963,5.326953748006379
Colorado,CO,2020-09-06,59271,59274.0,4018.0,689187.0,1059557.0,1866.0,7138.0,748461,5.594224756,8.600568496000001,285.0,5604.0,8473.0,0.0,3.3636256343679922,5.085653104925054
Colorado,CO,2020-09-07,59484,59487.0,4029.0,694832.0,1069606.0,1866.0,7142.0,754319,5.561580619,8.561350082,213.0,5645.0,10049.0,0.0,2.119613891929545,3.773250664304694
Colorado,CO,2020-09-08,59671,59674.0,4032.0,697567.0,1073979.0,1868.0,7161.0,757241,5.556347005,8.554590455,187.0,2735.0,4373.0,2.0,4.276240567116396,6.837294332723949
Colorado,CO,2020-09-09,59911,59920.0,4054.0,700432.0,1079276.0,1882.0,7173.0,760352,5.551869957,8.554720515,246.0,2865.0,5297.0,14.0,4.644138191429111,8.586387434554974
Colorado,CO,2020-09-10,60175,60185.0,4072.0,704497.0,1087199.0,1889.0,7186.0,764682,5.535785077000001,8.542974633,265.0,4065.0,7923.0,7.0,3.344692666919096,6.519065190651907
Colorado,CO,2020-09-11,60482,60492.0,4114.0,709735.0,1097985.0,1889.0,7208.0,770227,5.509364882000001,8.523181187,307.0,5238.0,10786.0,0.0,2.8462822176895974,5.861015654830088
Colorado,CO,2020-09-12,60896,60907.0,4203.0,716581.0,1111572.0,1889.0,7223.0,777488,5.479357163,8.49966717,415.0,6846.0,13587.0,0.0,3.054390225951277,6.061933976044406
Colorado,CO,2020-09-13,61313,61324.0,4225.0,723206.0,1124181.0,1889.0,7227.0,784530,5.4549934570000005,8.479465049,417.0,6625.0,12609.0,0.0,3.3071615512729005,6.294339622641509
Colorado,CO,2020-09-14,61687,61699.0,4246.0,729058.0,1134666.0,1894.0,7240.0,790757,5.437635392000001,8.462838348,375.0,5852.0,10485.0,5.0,3.5765379113018603,6.408065618591935
Colorado,CO,2020-09-15,62099,62099.0,4294.0,733634.0,1143941.0,1905.0,7262.0,795733,5.428514233,8.464574979,400.0,4576.0,9275.0,11.0,4.31266846361186,8.741258741258742
Colorado,CO,2020-09-16,62686,62686.0,4429.0,739236.0,1153853.0,1905.0,7288.0,801922,5.432754432,8.479835938999999,587.0,5602.0,9912.0,0.0,5.922114608555287,10.478400571224562
Colorado,CO,2020-09-17,63145,63145.0,4474.0,746096.0,1166910.0,1911.0,7327.0,809241,5.411299929,8.463388089,459.0,6860.0,13057.0,6.0,3.515355747874703,6.690962099125364
Colorado,CO,2020-09-18,63750,63750.0,4514.0,754119.0,1181829.0,1913.0,7347.0,817869,5.394181392,8.453572977,605.0,8023.0,14919.0,2.0,4.055231583886319,7.540820142091487
Colorado,CO,2020-09-19,64356,64356.0,4574.0,761346.0,1195379.0,1913.0,7357.0,825702,5.383731854,8.452924162999999,606.0,7227.0,13550.0,0.0,4.472324723247232,8.385222083852222
