Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Full Address,Location,Point,Latitude,Longitude,Altitude
1282105,"December 21, 2018",Massachusetts,Boston,198 Blue Hill Ave,1,0,,"198 Blue Hill Ave,Boston,Massachusetts","Blue Hill Avenue, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.271695, -71.093735, 0.0)",42.271695,-71.093735,0.0
1281578,"December 19, 2018",Massachusetts,Boston,28 Supple Rd,0,0,,"28 Supple Rd,Boston,Massachusetts","28, Supple Road, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.3057382, -71.0824084767313, 0.0)",42.3057382,-71.0824084767313,0.0
1279636,"December 17, 2018",Massachusetts,Boston,Columbia Rd and Washington St,0,0,,"Columbia Rd and Washington St,Boston,Massachusetts","Columbia Rd @ Washington St, Columbia Road, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.305401, -71.080254, 0.0)",42.305401,-71.080254,0.0
1279638,"December 17, 2018",Massachusetts,Boston,9 Astoria St,0,0,,"9 Astoria St,Boston,Massachusetts","9, Astoria Street, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.2805261, -71.0868319830914, 0.0)",42.2805261,-71.0868319830914,0.0
1277690,"December 15, 2018",Massachusetts,Boston,50 Bennington St,0,0,,"50 Bennington St,Boston,Massachusetts","Central Assembly of God Church, 48;50, Bennington Street, Eagle Hill, East Boston, Boston, Suffolk County, Massachusetts, 0212, United States of America","(42.37571415, -71.03728735, 0.0)",42.37571415,-71.03728735,0.0
1277701,"December 14, 2018",Massachusetts,Boston,Corona St,0,1,,"Corona St,Boston,Massachusetts","Corona Street, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02212, United States of America","(42.301034, -71.070499, 0.0)",42.301034,-71.070499,0.0
1276314,"December 12, 2018",Massachusetts,Boston,27 Gayland St,0,0,,"27 Gayland St,Boston,Massachusetts","27, Gayland Street, Grove Hall, Dorchester, Boston, Suffolk County, Massachusetts, 02125, United States of America","(42.31981911690939, -71.07668055397953, 0.0)",42.31981911690939,-71.07668055397953,0.0
1274194,"December 10, 2018",Massachusetts,Boston,155 Savannah Ave,1,0,,"155 Savannah Ave,Boston,Massachusetts","155, Savannah Avenue, Mattapan, Hyde Park, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.27358585, -71.10151474413539, 0.0)",42.27358585,-71.10151474413539,0.0
1272063,"December 6, 2018",Massachusetts,Boston,277 Centre St,0,0,,"277 Centre St,Boston,Massachusetts","Centre Street, Roslindale, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02131-3025, United States of America","(42.2978789, -71.1302825, 0.0)",42.2978789,-71.1302825,0.0
1271079,"December 5, 2018",Massachusetts,Boston,3347 Washington St,0,0,,"3347 Washington St,Boston,Massachusetts","Washington Street, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02201, United States of America","(42.3580673, -71.0578824, 0.0)",42.3580673,-71.0578824,0.0
1270265,"December 3, 2018",Massachusetts,Boston,2201 Washington St,0,0,,"2201 Washington St,Boston,Massachusetts","Washington Street, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02201, United States of America","(42.3580673, -71.0578824, 0.0)",42.3580673,-71.0578824,0.0
1268181,"December 1, 2018",Massachusetts,Boston,98 Heath St,0,1,,"98 Heath St,Boston,Massachusetts","Heath Street, Roxbury, Boston, Suffolk County, Massachusetts, 02130-4803, United States of America","(42.328273, -71.1103291, 0.0)",42.328273,-71.1103291,0.0
1266966,"November 30, 2018",Massachusetts,Boston,Talbot Ave and Norfolk St,1,0,,"Talbot Ave and Norfolk St,Boston,Massachusetts","Talbot Ave @ Norfolk St, Norfolk Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.290184, -71.072144, 0.0)",42.290184,-71.072144,0.0
1268919,"November 30, 2018",Massachusetts,Boston,Bowdoin St,0,0,,"Bowdoin St,Boston,Massachusetts","Bowdoin Street, Michael J. Delhanty Square, Downtown Crossing, West End, Boston, Suffolk County, Massachusetts, 02133, United States of America","(42.3587067, -71.0628804, 0.0)",42.3587067,-71.0628804,0.0
1278195,"November 29, 2018",Massachusetts,Boston,2875 Washington St,0,0,,"2875 Washington St,Boston,Massachusetts","Washington Street, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02201, United States of America","(42.3580673, -71.0578824, 0.0)",42.3580673,-71.0578824,0.0
1266875,"November 29, 2018",Massachusetts,Boston,164 Waldemar Ave,0,0,,"164 Waldemar Ave,Boston,Massachusetts","164, Waldemar Avenue, Orient Heights, Boston, Suffolk County, Massachusetts, 02128, United States of America","(42.392888942799885, -71.00665962236076, 0.0)",42.392888942799885,-71.00665962236076,0.0
1266454,"November 29, 2018",Massachusetts,Boston,58 Annunciation Rd,0,0,,"58 Annunciation Rd,Boston,Massachusetts","58, Annunciation Road, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States of America","(42.33487987353794, -71.09319371328978, 0.0)",42.33487987353794,-71.09319371328978,0.0
1270282,"November 28, 2018",Massachusetts,Boston,168 W Springfield St,0,0,,"168 W Springfield St,Boston,Massachusetts","168, West Springfield Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States of America","(42.33928925, -71.07935140000001, 0.0)",42.33928925,-71.07935140000001,0.0
1278208,"November 28, 2018",Massachusetts,Boston,58 Adams St,0,0,,"58 Adams St,Boston,Massachusetts","58, Adams Street, Stonybrook Village, Hyde Park, Boston, Suffolk County, Massachusetts, 02136, United States of America","(42.2528175, -71.12965016666666, 0.0)",42.2528175,-71.12965016666666,0.0
1270408,"November 28, 2018",Massachusetts,Boston,Adams St and Dorchester Ave,0,0,,"Adams St and Dorchester Ave,Boston,Massachusetts","Adams Street, Fields Corner, Dorchester, Boston, Suffolk County, Massachusetts, 02122, United States of America","(42.2988195, -71.0575306, 0.0)",42.2988195,-71.0575306,0.0
1278138,"November 27, 2018",Massachusetts,Boston,15-39 Dabney St,0,0,,"15-39 Dabney St,Boston,Massachusetts","15, Dabney Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.32425704023822, -71.08443050796394, 0.0)",42.32425704023822,-71.08443050796394,0.0
1321083,"November 26, 2018",Massachusetts,Boston,,0,0,,,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
1263844,"November 26, 2018",Massachusetts,Boston,407 Dudley St,0,0,,"407 Dudley St,Boston,Massachusetts","407, Dudley Street, Uphams Corner, Dorchester, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.324994486002446, -71.07491882820985, 0.0)",42.324994486002446,-71.07491882820985,0.0
1262999,"November 25, 2018",Massachusetts,Boston,Blue Hill Ave and American Legion Hwy,0,0,,"Blue Hill Ave and American Legion Hwy,Boston,Massachusetts","Blue Hill Ave @ American Legion Hwy, Blue Hill Avenue, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.297749, -71.087227, 0.0)",42.297749,-71.087227,0.0
1262993,"November 25, 2018",Massachusetts,Boston,41 Gordon St,0,0,,"41 Gordon St,Boston,Massachusetts","41, Gordon Street, Forest Hills, Jamaica Plain, Boston, Suffolk County, Massachusetts, 02130, United States of America","(42.31049240816326, -71.10838461224489, 0.0)",42.31049240816326,-71.10838461224489,0.0
1262268,"November 24, 2018",Massachusetts,Boston,Westminster Ave,0,1,,"Westminster Ave,Boston,Massachusetts","Westminster Avenue, Clarendon Hills, Hyde Park, Boston, Suffolk County, Massachusetts, 02136, United States of America","(42.264011, -71.120311, 0.0)",42.264011,-71.120311,0.0
1261519,"November 23, 2018",Massachusetts,Boston,Draper St,0,0,,"Draper St,Boston,Massachusetts","Draper Street, Mount Ida, Dorchester, Boston, Suffolk County, Massachusetts, 02212, United States of America","(42.304017, -71.064578, 0.0)",42.304017,-71.064578,0.0
1260670,"November 22, 2018",Massachusetts,Boston,6 Hoffman St,1,0,,"6 Hoffman St,Boston,Massachusetts","6, Hoffman Street, Roxbury, Boston, Suffolk County, Massachusetts, 02130, United States of America","(42.32034078177371, -71.10264429095163, 0.0)",42.32034078177371,-71.10264429095163,0.0
1260618,"November 21, 2018",Massachusetts,Boston,12 Kingsdale St,0,0,,"12 Kingsdale St,Boston,Massachusetts","12, Kingsdale Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.29516566666667, -71.079725, 0.0)",42.29516566666667,-71.079725,0.0
1259918,"November 20, 2018",Massachusetts,Boston,1800 Centre St,0,0,,"1800 Centre St,Boston,Massachusetts","1800, Centre Street, Highland, West Roxbury, Boston, Suffolk County, Massachusetts, 02132, United States of America","(42.286322, -71.15187694602719, 0.0)",42.286322,-71.15187694602719,0.0
1258717,"November 19, 2018",Massachusetts,Boston,81 Faneuil St,0,0,,"81 Faneuil St,Boston,Massachusetts","81, Faneuil Street, Faneuil, Brighton, Boston, Suffolk County, Massachusetts, 02135, United States of America","(42.355697757501964, -71.15356182133048, 0.0)",42.355697757501964,-71.15356182133048,0.0
1259866,"November 19, 2018",Massachusetts,Boston,57 Warren St,0,3,,"57 Warren St,Boston,Massachusetts","57, Warren Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.328802448947414, -71.0835718966415, 0.0)",42.328802448947414,-71.0835718966415,0.0
1258748,"November 19, 2018",Massachusetts,Boston,60 Bickford St,2,0,,"60 Bickford St,Boston,Massachusetts","60, Bickford Street, Mildred C. Hailey Apartments, Roxbury, Boston, Suffolk County, Massachusetts, 02130, United States of America","(42.323424458985144, -71.10215724793507, 0.0)",42.323424458985144,-71.10215724793507,0.0
1259900,"November 19, 2018",Massachusetts,Boston,417 Washington St,0,0,,"417 Washington St,Boston,Massachusetts","417, Washington Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.296936554460636, -71.07244363861516, 0.0)",42.296936554460636,-71.07244363861516,0.0
1259877,"November 18, 2018",Massachusetts,Boston,10 Trotter Ct,0,0,,"10 Trotter Ct,Boston,Massachusetts","Trotter Court, Lenox Apartments, South End, Boston, Suffolk County, Massachusetts, 02118, United States of America","(42.336142, -71.080463, 0.0)",42.336142,-71.080463,0.0
1258117,"November 18, 2018",Massachusetts,Boston,10 Westmore Rd,1,0,,"10 Westmore Rd,Boston,Massachusetts","10, Westmore Road, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.284982021067485, -71.09562843332368, 0.0)",42.284982021067485,-71.09562843332368,0.0
1258156,"November 17, 2018",Massachusetts,Boston,950 Parker St,0,0,,"950 Parker St,Boston,Massachusetts","950, Parker Street, Mildred C. Hailey Apartments, Roxbury, Boston, Suffolk County, Massachusetts, 02130, United States of America","(42.324509000000006, -71.10085699999999, 0.0)",42.324509000000006,-71.10085699999999,0.0
1256536,"November 15, 2018",Massachusetts,Boston,94 Magnolia St,0,1,,"94 Magnolia St,Boston,Massachusetts","94, Magnolia Street, Grove Hall, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.31542995, -71.0710865718622, 0.0)",42.31542995,-71.0710865718622,0.0
1257645,"November 15, 2018",Massachusetts,Boston,1317 Blue Hill Ave,0,0,,"1317 Blue Hill Ave,Boston,Massachusetts","Blue Hill Avenue, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.271695, -71.093735, 0.0)",42.271695,-71.093735,0.0
1255073,"November 13, 2018",Massachusetts,Boston,Norwell St,0,1,,"Norwell St,Boston,Massachusetts","Norwell Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.2923142, -71.0773411, 0.0)",42.2923142,-71.0773411,0.0
1255083,"November 13, 2018",Massachusetts,Boston,265 Centre St,0,1,,"265 Centre St,Boston,Massachusetts","265, Centre Street, Roxbury, Boston, Suffolk County, Massachusetts, 02130-0947, United States of America","(42.32317595, -71.10069352698801, 0.0)",42.32317595,-71.10069352698801,0.0
1255093,"November 11, 2018",Massachusetts,Boston,Columbia Rd and Quincy St,0,0,,"Columbia Rd and Quincy St,Boston,Massachusetts","Columbia Rd @ Quincy St, Columbia Road, Grove Hall, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.311272, -71.070412, 0.0)",42.311272,-71.070412,0.0
1250962,"November 8, 2018",Massachusetts,Boston,136 Callender St,0,1,,"136 Callender St,Boston,Massachusetts","136, Callender Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.2879890763971, -71.08438728445321, 0.0)",42.2879890763971,-71.08438728445321,0.0
1253105,"November 8, 2018",Massachusetts,Boston,Astoria St,0,0,,"Astoria St,Boston,Massachusetts","Astoria Street, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.279375, -71.087732, 0.0)",42.279375,-71.087732,0.0
1251006,"November 7, 2018",Massachusetts,Boston,183 Harvard St,0,0,,"183 Harvard St,Boston,Massachusetts","183, Harvard Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.296102, -71.083803, 0.0)",42.296102,-71.083803,0.0
1248048,"November 5, 2018",Massachusetts,Boston,43 Dwight St,0,0,,"43 Dwight St,Boston,Massachusetts","43, Dwight Street, South End, Boston, Suffolk County, Massachusetts, 02118, United States of America","(42.3444249611428, -71.0689295340079, 0.0)",42.3444249611428,-71.0689295340079,0.0
1248063,"November 4, 2018",Massachusetts,Boston,233 Humboldt Ave,0,0,,"233 Humboldt Ave,Boston,Massachusetts","233, Humboldt Avenue, Grove Hall, Roxbury, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.311628769230765, -71.09085115384615, 0.0)",42.311628769230765,-71.09085115384615,0.0
1247442,"November 3, 2018",Massachusetts,Boston,731 River St,0,0,,"731 River St,Boston,Massachusetts","731, River Street, Hyde Park, Boston, Suffolk County, Massachusetts, 02136, United States of America","(42.26368013678811, -71.10329901939924, 0.0)",42.26368013678811,-71.10329901939924,0.0
1246647,"November 1, 2018",Massachusetts,Boston,131 Tremont Ave,0,0,,"131 Tremont Ave,Boston,Massachusetts","131, Tremont Street, Pemberton Square, Downtown Crossing, Beacon Hill, Boston, Suffolk County, Massachusetts, 02133, United States of America","(42.35597535, -71.06214931715196, 0.0)",42.35597535,-71.06214931715196,0.0
1246645,"November 1, 2018",Massachusetts,Boston,170 Heath St,0,0,,"170 Heath St,Boston,Massachusetts","170, Heath Street, Roxbury, Boston, Suffolk County, Massachusetts, 02130, United States of America","(42.32601527282059, -71.104324772179, 0.0)",42.32601527282059,-71.104324772179,0.0
1245179,"October 31, 2018",Massachusetts,Boston,127 Tremont St,0,0,,"127 Tremont St,Boston,Massachusetts","7-Eleven, 127, Tremont Street, John J. Hamrock Square, Downtown Crossing, Financial District, Boston, Suffolk County, Massachusetts, 02203, United States of America","(42.3563771, -71.0618436, 0.0)",42.3563771,-71.0618436,0.0
1245980,"October 30, 2018",Massachusetts,Boston,19 Edinboro St,0,1,,"19 Edinboro St,Boston,Massachusetts","19, Edinboro Street, Phillips Square, Chinatown, Financial District, Boston, Suffolk County, Massachusetts, 02111, United States of America","(42.352296897959185, -71.05989332653061, 0.0)",42.352296897959185,-71.05989332653061,0.0
1243651,"October 29, 2018",Massachusetts,Boston,,0,1,,,"Nanno, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38012, Italia","(46.3144754, 11.0480288, 0.0)",46.3144754,11.0480288,0.0
1239952,"October 23, 2018",Massachusetts,Boston,Dorchester Ave and Dix St,0,0,,"Dorchester Ave and Dix St,Boston,Massachusetts","Dorchester Ave @ Dix St, Dorchester Avenue, Fields Corner, Dorchester, Boston, Suffolk County, Massachusetts, 01210, United States of America","(42.294956, -71.061638, 0.0)",42.294956,-71.061638,0.0
1240629,"October 23, 2018",Massachusetts,Boston,342 Amory St,0,0,,"342 Amory St,Boston,Massachusetts","342, Amory Street, Forest Hills, Roxbury, Boston, Suffolk County, Massachusetts, 02130-0947, United States of America","(42.313082449999996, -71.10512367506297, 0.0)",42.313082449999996,-71.10512367506297,0.0
1239966,"October 23, 2018",Massachusetts,Boston,250 Park St,0,0,,"250 Park St,Boston,Massachusetts","250, Park Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.29752551346242, -71.06417840414699, 0.0)",42.29752551346242,-71.06417840414699,0.0
1239611,"October 20, 2018",Massachusetts,Boston,Albert St,0,0,,"Albert St,Boston,Massachusetts","Albert Street, Maria Sanchez Square, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States of America","(42.334749, -71.0919676, 0.0)",42.334749,-71.0919676,0.0
1239963,"October 20, 2018",Massachusetts,Boston,31 Liverpool St,0,0,,"31 Liverpool St,Boston,Massachusetts","Liverpool Street, Maverick Landing, East Boston, Boston, Suffolk County, Massachusetts, 02128, United States of America","(42.370908, -71.0419592, 0.0)",42.370908,-71.0419592,0.0
1237612,"October 20, 2018",Massachusetts,Boston,Talbot Ave and Southern Ave,0,1,,"Talbot Ave and Southern Ave,Boston,Massachusetts","Talbot Ave @ Southern Ave, Talbot Avenue, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.290581, -71.073105, 0.0)",42.290581,-71.073105,0.0
1236935,"October 19, 2018",Massachusetts,Boston,Draper St,0,0,,"Draper St,Boston,Massachusetts","Draper Street, Mount Ida, Dorchester, Boston, Suffolk County, Massachusetts, 02212, United States of America","(42.304017, -71.064578, 0.0)",42.304017,-71.064578,0.0
1236933,"October 19, 2018",Massachusetts,Boston,42 Brook Ave,0,0,,"42 Brook Ave,Boston,Massachusetts","42, Brook Avenue, Grove Hall, Dorchester, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.321408846153844, -71.073945, 0.0)",42.321408846153844,-71.073945,0.0
1236936,"October 19, 2018",Massachusetts,Boston,825 Morton St,0,2,,"825 Morton St,Boston,Massachusetts","825, Morton Street, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.28189734855877, -71.08718402283814, 0.0)",42.28189734855877,-71.08718402283814,0.0
1236068,"October 18, 2018",Massachusetts,Boston,83 Wellsmere Rd,0,1,,"83 Wellsmere Rd,Boston,Massachusetts","83, Wellsmere Road, Mount Hope, West Roxbury, Boston, Suffolk County, Massachusetts, 02131, United States of America","(42.27932554545455, -71.13396781818183, 0.0)",42.27932554545455,-71.13396781818183,0.0
1234558,"October 16, 2018",Massachusetts,Boston,70 Annunciation Rd,0,0,,"70 Annunciation Rd,Boston,Massachusetts","70, Annunciation Road, Roxbury Crossing, Roxbury, Boston, Suffolk County, Massachusetts, 02120, United States of America","(42.33467085833116, -71.0937972617517, 0.0)",42.33467085833116,-71.0937972617517,0.0
1234248,"October 15, 2018",Massachusetts,Boston,47 Charles St,1,0,,"47 Charles St,Boston,Massachusetts","Toscano, 47, Charles Street, Charles River Square, Beacon Hill, Boston, Suffolk County, Massachusetts, 02114, United States of America","(42.3574284, -71.0699156, 0.0)",42.3574284,-71.0699156,0.0
1232107,"October 13, 2018",Massachusetts,Boston,20 Rockford St,0,1,,"20 Rockford St,Boston,Massachusetts","20, Rockford Street, Grove Hall, South Boston, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.323443794500996, -71.07141279327247, 0.0)",42.323443794500996,-71.07141279327247,0.0
1231838,"October 12, 2018",Massachusetts,Boston,107 Columbia Rd,1,0,,"107 Columbia Rd,Boston,Massachusetts","107, Columbia Road, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.30539767132463, -71.08080940957935, 0.0)",42.30539767132463,-71.08080940957935,0.0
1230672,"October 11, 2018",Massachusetts,Boston,12 Vinson St,1,0,,"12 Vinson St,Boston,Massachusetts","12, Vinson Street, Mount Ida, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.29840613702343, -71.06444724652171, 0.0)",42.29840613702343,-71.06444724652171,0.0
1230689,"October 11, 2018",Massachusetts,Boston,20 Ames St,0,0,,"20 Ames St,Boston,Massachusetts","20, Ames Street, Franklin Field Apartments, Dorchester, Boston, Suffolk County, Massachusetts, 02124, United States of America","(42.290255, -71.086209, 0.0)",42.290255,-71.086209,0.0
1259837,"October 10, 2018",Massachusetts,Boston,70 Lyndhurst St,0,1,,"70 Lyndhurst St,Boston,Massachusetts","70, Lyndhurst Street, Dorchester Center, Dorchester, Boston, Suffolk County, Massachusetts, 01210, United States of America","(42.2933423, -71.06871469999999, 0.0)",42.2933423,-71.06871469999999,0.0
1230682,"October 10, 2018",Massachusetts,Boston,16 Akron St,0,0,,"16 Akron St,Boston,Massachusetts","16, Akron Street, Nubian Square, Roxbury, Boston, Suffolk County, Massachusetts, 02119, United States of America","(42.3258976529959, -71.08568643892124, 0.0)",42.3258976529959,-71.08568643892124,0.0
1230163,"October 10, 2018",Massachusetts,Boston,40 Hosmer St,0,0,,"40 Hosmer St,Boston,Massachusetts","40, Hosmer Street, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.28103809214018, -71.09068337432863, 0.0)",42.28103809214018,-71.09068337432863,0.0
1230174,"October 9, 2018",Massachusetts,Boston,Quincy Terrace,0,0,,"Quincy Terrace,Boston,Massachusetts","Josiah Quincy Upper School, 152, Arlington Street, Eugene T. Zanni Square, Beacon Hill, Boston, Suffolk County, Massachusetts, 02116, United States of America","(42.3483857, -71.0688702, 0.0)",42.3483857,-71.0688702,0.0
1230156,"October 9, 2018",Massachusetts,Boston,Beacon St and Spruce St,0,0,,"Beacon St and Spruce St,Boston,Massachusetts","Beacon Street, Back Bay, Boston, Suffolk County, Massachusetts, 02116, United States of America","(42.3543149, -71.0766091, 0.0)",42.3543149,-71.0766091,0.0
1229064,"October 8, 2018",Massachusetts,Boston,616 Columbia Rd,0,0,,"616 Columbia Rd,Boston,Massachusetts","616, Columbia Road, South Boston, Boston, Suffolk County, Massachusetts, 02125, United States of America","(42.317665888752806, -71.06443471525913, 0.0)",42.317665888752806,-71.06443471525913,0.0
1230161,"October 8, 2018",Massachusetts,Boston,8 Clippership Ln,0,0,,"8 Clippership Ln,Boston,Massachusetts","Clippership Wharf, East Boston, Boston, Suffolk County, Massachusetts, United States of America","(42.36756415, -71.04141026610074, 0.0)",42.36756415,-71.04141026610074,0.0
1229136,"October 8, 2018",Massachusetts,Boston,Armory St,0,0,,"Armory St,Boston,Massachusetts","Armory Street, Charlestown, Boston, Suffolk County, Massachusetts, 02129-3553, United States of America","(42.3810816, -71.070592, 0.0)",42.3810816,-71.070592,0.0
1227531,"October 7, 2018",Massachusetts,Boston,38 Greenwood St,0,0,,"38 Greenwood St,Boston,Massachusetts","38, Greenwood Street, Mount Bowdoin, Dorchester, Boston, Suffolk County, Massachusetts, 02121, United States of America","(42.30083176226049, -71.07970048955512, 0.0)",42.30083176226049,-71.07970048955512,0.0
1227081,"October 7, 2018",Massachusetts,Boston,18 Mildred Ave,1,0,,"18 Mildred Ave,Boston,Massachusetts","18, Mildred Avenue, Mattapan, Dorchester, Boston, Suffolk County, Massachusetts, 02126, United States of America","(42.27597373350061, -71.0919567850899, 0.0)",42.27597373350061,-71.0919567850899,0.0
