,dist_code,stop_id,Impacted T,Proportion,REP,rep_dist,Rep Party,route_ids,Stop Name,Town,Town Id,tract_id,Impacted P,Income,income_level,Repdistnum
24,SUFF11,642.0,"120201,120104,110607,110401,110103,110301,981100,981000","0.05,0.15,0.02,0.11,0.88,0.12,0.11,0.59",Elizabeth A. Malia (D),11th Suffolk,(D),"40,35,37,70A,36,51,34E,34,50,30",Washington St @ Tollgate Way,BOSTON,35.0,110103,1602.0,55339.0,2.0,134.0
25,MID11,8521.0,"373700,373500,373400,373100","0.00,0.46,0.26,0.08",Kay S. Khan (D),11th Middlesex,(D),52,Centre St @ Cabot St,NEWTON,207.0,373500,337.0,155576.0,3.0,70.0
26,SUFF03,49003.0,"010702,010600,981700,070700,070600,070500,070300,070200,070101,061200,070402,071201","0.02,0.00,0.15,0.14,0.25,0.54,0.98,1.00,0.33,0.14,1.00,0.51",Aaron M. Michlewitz (D),3rd Suffolk,(D),"749,751",Washington St @ Herald St,BOSTON,35.0,70402,7896.0,69615.0,2.0,126.0
27,SUFF13,327.0,"100601,100500,092200,092000,091700,091600,092101","0.55,0.13,0.86,0.68,0.20,0.03,0.55",Daniel J. Hunt (D),13th Suffolk,(D),"18,215",Dorchester Ave @ Melville Ave,BOSTON,35.0,92200,3767.0,59338.0,2.0,136.0
28,SUFF04,212.0,"981202,061200,060600","0.28,0.18,0.78",David Biele (D),4th Suffolk,(D),"7,4",Summer St @ D St,BOSTON,35.0,60600,1761.0,105628.0,2.0,127.0
29,ESS09,9245.0,"335301,335400,335100,337101,335200","0.33,0.12,0.00,0.07,0.15",Donald H. Wong (R),9th Essex,(R),"136,137",Main St opp Meriam St,WAKEFIELD,305.0,335301,295.0,93104.0,2.0,33.0
30,SUFF04,11419.0,"981202,070101,061200,060700,070402,060600","0.01,0.38,0.43,0.20,0.03,0.49",David Biele (D),4th Suffolk,(D),11,A St @ Mt Washington Ave,BOSTON,35.0,61200,2902.0,104113.0,2.0,127.0
31,ESS10,7355.0,"205400,205300,205200","0.08,0.51,0.03",Daniel H. Cahill (D),10th Essex,(D),"436,434",155 Lynnfield St,LYNN,163.0,205300,158.0,99552.0,2.0,34.0
32,MID11,7830.0,"374700,368400,374800,367200","0.52,0.00,0.16,0.01",Kay S. Khan (D),11th Middlesex,(D),558,Commonwealth Ave @ Islington St,NEWTON,207.0,374700,345.0,122001.0,2.0,70.0
33,SUFF10,1836.0,"401200,130200,130100,110601","0.10,0.18,0.25,0.03",Edward F. Coppinger (D),10th Suffolk,(D),51,Independence Dr opp Shopping Mall,BOSTON,35.0,130100,359.0,115061.0,2.0,133.0
34,SUFF13,3077.0,"416400,100800,100601,100700,100603","0.01,0.17,0.13,0.99,0.29",Daniel J. Hunt (D),13th Suffolk,(D),201,Gallivan Blvd @ opp Marsh St,BOSTON,35.0,100700,1046.0,86562.0,2.0,136.0
35,MID11,8512.0,"373700,373500,373400,373100","0.00,0.46,0.25,0.09",Kay S. Khan (D),11th Middlesex,(D),52,Centre St @ Sargent St,NEWTON,207.0,373500,339.0,155101.0,3.0,70.0
36,ESS10,7324.0,"205400,205300,205200","0.08,0.51,0.03",Daniel H. Cahill (D),10th Essex,(D),"436,434",153 Lynnfield St,LYNN,163.0,205300,158.0,99552.0,2.0,34.0
37,SUFF11,596.0,"120201,120104,110607,110401,110103,110301,981100,981000","0.06,0.18,0.01,0.09,0.89,0.11,0.11,0.58",Elizabeth A. Malia (D),11th Suffolk,(D),"40,35,37,70A,36,51,34E,34,50,30",3867 Washington St opp Tollgate Way,BOSTON,35.0,110103,1620.0,55965.0,2.0,134.0
38,MID11,7827.0,"374700,368400,374800,367200","0.52,0.00,0.16,0.01",Kay S. Khan (D),11th Middlesex,(D),558,Commonwealth Ave @ Islington St,NEWTON,207.0,374700,345.0,122001.0,2.0,70.0
39,SUFF10,841.0,"130402,130300,130200,130100,130404","0.08,0.26,0.63,0.13,0.02",Edward F. Coppinger (D),10th Suffolk,(D),"37,38",Lagrange St @ Virgil Rd,BOSTON,35.0,130200,632.0,107359.0,2.0,133.0
40,NOR01,3153.0,"417400,417300","0.54,0.29",Bruce J. Ayers (D),1st Norfolk,(D),211,E Squantum St opp Heath St,QUINCY,243.0,417300,230.0,92937.0,2.0,97.0
41,MID30,8867.0,"333502,333200,333501","0.45,0.00,0.28",Richard M. Haggerty (D),30th Middlesex,(D),134,Main St @ Charles Gardner Ln,WOBURN,347.0,333502,94.0,92361.0,2.0,89.0
42,SUFF07,1775.0,"400100,010204,010104,010103,000803,353200,353102,010408,010300,981501,981800,010203","0.69,1.00,0.21,1.00,0.02,0.00,0.03,0.15,0.36,0.08,0.08,0.70",Chynah Tyler (D),7th Suffolk,(D),"747,47",Park Dr @ Beacon St,BOSTON,35.0,10204,6852.0,50708.0,2.0,130.0
43,SUFF10,31839.0,"401200,130100,373900","0.00,0.37,0.09",Edward F. Coppinger (D),10th Suffolk,(D),37,Corey St opp Mount Benedict Cemetery,BOSTON,35.0,130100,308.0,115530.0,2.0,133.0
44,SUFF12,446.0,"100500,100400,100300,101102,101101,101002,100900,100200,100100","0.17,0.18,1.00,0.41,0.06,0.24,0.02,1.00,0.37",Daniel Cullinane (D),12th Suffolk,(D),26,Norfolk St @ Nelson St,BOSTON,35.0,100300,3056.0,46390.0,2.0,135.0
45,SUFF10,1890.0,"401200,130200,130100,110601","0.10,0.16,0.25,0.03",Edward F. Coppinger (D),10th Suffolk,(D),51,286 Independence Dr,BOSTON,35.0,130100,347.0,115284.0,2.0,133.0
46,MID30,9130.0,"333502,333200,333501","0.45,0.00,0.28",Richard M. Haggerty (D),30th Middlesex,(D),134,Main St @ Page Pl,WOBURN,347.0,333502,94.0,92361.0,2.0,89.0
47,SUFF07,1563.0,"400100,010405,010204,010104,010103,010408,010300,981501,981800,010403,010203","0.13,0.11,1.00,0.83,0.84,1.00,0.21,0.09,0.29,0.01,0.98",Chynah Tyler (D),7th Suffolk,(D),"22,9,65,19,8,60",Brookline Ave @ Yawkey Way,BOSTON,35.0,10203,7978.0,45005.0,2.0,130.0
48,SUFF13,8341.0,"100601,100603,092101,091001","0.40,0.45,0.69,0.04",Daniel J. Hunt (D),13th Suffolk,(D),"201,202",Puritan Mall Service Rd,BOSTON,35.0,92101,2073.0,70752.0,2.0,136.0
49,SUFF10,847.0,"130402,130300,130200,130100,130404","0.08,0.26,0.63,0.13,0.02",Edward F. Coppinger (D),10th Suffolk,(D),"37,38",Lagrange St opp Virgil St,BOSTON,35.0,130200,632.0,107359.0,2.0,133.0
50,SUFF04,31256.0,"981202,061200,060600","0.44,0.00,0.43",David Biele (D),4th Suffolk,(D),"742,4",Northern Ave opp Harbor St,BOSTON,35.0,981202,785.0,68097.0,2.0,127.0
51,SUFF03,148.0,"010702,010600,981700,070700,070600,070500,070300,070200,070101,061200,070402,071201","0.04,0.00,0.20,0.16,0.25,0.52,0.98,1.00,0.35,0.13,1.00,0.48",Aaron M. Michlewitz (D),3rd Suffolk,(D),9,Herald St @ Washington St,BOSTON,35.0,70402,7900.0,69346.0,2.0,126.0
52,SUFF12,3079.0,"416400,100800,100601,100500,100400,100700,100603","0.00,0.51,0.32,0.01,0.03,0.67,0.06",Daniel Cullinane (D),12th Suffolk,(D),"201,19",Adams St @ Minot St,BOSTON,35.0,100800,1647.0,83532.0,2.0,135.0
53,ESS09,9185.0,"335301,335400,335100,337101,335200","0.34,0.12,0.00,0.06,0.15",Donald H. Wong (R),9th Essex,(R),"136,137",Main St @ Meriam St,WAKEFIELD,305.0,335301,299.0,93067.0,2.0,33.0
54,NOR01,3140.0,"417400,417300","0.57,0.26",Bruce J. Ayers (D),1st Norfolk,(D),211,E Squantum St @ Deerfield St,QUINCY,243.0,417400,220.0,92880.0,2.0,97.0
55,SUFF10,5225.0,"110607,110601,120105,981000","0.42,0.53,0.15,0.45",Edward F. Coppinger (D),10th Suffolk,(D),"35,38",1200 Centre St opp VFW Pkwy,BOSTON,35.0,110607,693.0,81877.0,2.0,133.0
56,ESS07,6160.0,"203100,202200,202101,204102,202102","0.09,0.02,0.04,0.53,0.03",Paul F. Tucker (D),7th Essex,(D),"459,455",Opp 494 Loring Ave,SALEM,258.0,204102,334.0,88917.0,2.0,31.0
57,SUFF17,1269.0,"000504,000503,000701,000602,000601,000502,000402,000401,000202","0.61,0.45,0.38,0.73,0.68,0.00,0.31,1.00,0.37",Kevin G. Honan (D),17th Suffolk,(D),65,Washington St @ Snow St,BOSTON,35.0,401,6196.0,66283.0,2.0,140.0
58,SUFF12,8687.0,"416400,100800,100601,100500,100400,100700,100603","0.00,0.50,0.36,0.01,0.02,0.67,0.07",Daniel Cullinane (D),12th Suffolk,(D),"19,202",Adams St @ Minot St,BOSTON,35.0,100800,1698.0,83408.0,2.0,135.0
59,ESS10,4472.0,"206400,205100,204701,202102","0.05,0.57,0.09,0.08",Daniel H. Cahill (D),10th Essex,(D),"456,450",Western Ave opp Buchanan Circle,LYNN,163.0,205100,374.0,84530.0,2.0,34.0
60,MID12,8484.0,"130100,374000,373900","0.03,0.22,0.17",Ruth B. Balser (D),12th Middlesex,(D),52,Wiswall Rd @ Indian Ridge Rd,NEWTON,207.0,374000,194.0,140073.0,3.0,71.0
61,SUFF03,168.0,"010702,010600,981700,070700,070600,070500,070300,070200,070101,061200,070402,071201","0.48,0.01,0.26,0.87,0.75,0.76,1.00,0.96,0.09,0.01,1.00,0.54",Aaron M. Michlewitz (D),3rd Suffolk,(D),43,Tremont St @ Appleton St,BOSTON,35.0,70402,9269.0,85352.0,2.0,126.0
62,SUFF10,5247.0,"110607,110601,120105,981000","0.40,0.52,0.16,0.47",Edward F. Coppinger (D),10th Suffolk,(D),"35,38",Centre St @ VFW Pkwy,BOSTON,35.0,110607,671.0,80808.0,2.0,133.0
63,SUFF10,808.0,"110607,130402,130300,130200,130100,110501,130404","0.00,0.03,0.53,0.78,0.02,0.01,0.02",Edward F. Coppinger (D),10th Suffolk,(D),"35,37,36,38,27",Centre St opp Bellevue st,BOSTON,35.0,130200,732.0,110935.0,2.0,133.0
64,SUFF17,1299.0,"000504,000503,000701,000602,000601,000502,000402,000401,000202","0.59,0.44,0.36,0.73,0.68,0.00,0.32,1.00,0.38",Kevin G. Honan (D),17th Suffolk,(D),65,Washington St opp Snow St,BOSTON,35.0,602,6129.0,66378.0,2.0,140.0
65,SUFF13,33076.0,"416400,417200,100800,100601,100700,100603","0.00,0.02,0.03,0.08,0.95,0.50",Daniel J. Hunt (D),13th Suffolk,(D),201,Gallivan Blvd @ Hallet St,BOSTON,35.0,100700,859.0,86842.0,2.0,136.0
66,MID12,8546.0,"130100,374000,373900","0.03,0.22,0.18",Ruth B. Balser (D),12th Middlesex,(D),52,Wiswall Rd @ Indian Ridge Rd,NEWTON,207.0,374000,197.0,140525.0,3.0,71.0
67,MID11,7623.0,"374700,374600,374500,374400,374800","0.06,0.34,0.31,0.16,0.02",Kay S. Khan (D),11th Middlesex,(D),"553,554",Washington St @ Shaw St,NEWTON,207.0,374500,351.0,138141.0,3.0,70.0
68,SUFF13,343.0,"100601,100500,092200,092000,091700,091600,092101","0.39,0.08,0.79,0.70,0.41,0.11,0.62",Daniel J. Hunt (D),13th Suffolk,(D),"15,18,215",Dorchester Ave @ Gibson St,BOSTON,35.0,92200,3718.0,57298.0,2.0,136.0
69,PLYM10,39870.0,"510300,510200,510100,510501","0.48,0.14,0.10,0.36",Michelle M. Dubois (D),10th Plymouth,(D),230,Montello Commuter Rail Station,BROCKTON,44.0,510200,281.0,57625.0,2.0,121.0
70,ESS08,4789.0,"203100,204102","0.53,0.00",Lori A. Ehrlich (D),8th Essex,(D),"449,448,441,442",Humphrey St @ Glendale Rd,MARBLEHEAD,168.0,203100,247.0,159875.0,3.0,32.0
71,SUFF07,1518.0,"400100,010405,010204,010104,010103,010408,010300,981501,981800,010403,010203","0.12,0.11,1.00,0.86,0.84,1.00,0.18,0.09,0.29,0.04,0.99",Chynah Tyler (D),7th Suffolk,(D),"57,65,19,8,60",Brookline Ave opp Yawkey Way,BOSTON,35.0,10203,8025.0,44896.0,2.0,130.0
72,SUFF13,8809.0,"100601,100500,092200,092000,091700,091600,100603,092101,091001","0.57,0.01,0.48,0.28,0.03,0.10,0.05,0.89,0.04",Daniel J. Hunt (D),13th Suffolk,(D),"201,19",Adams St @ Parkman St,BOSTON,35.0,92101,3408.0,61938.0,2.0,136.0
73,PLYM10,3988.0,"510100,421100,457100,510501","0.36,0.10,0.01,0.00",Michelle M. Dubois (D),10th Plymouth,(D),230,Howard St @ Lisa Dr,BROCKTON,44.0,510100,133.0,77479.0,2.0,121.0
74,SUFF04,247.0,"981202,061200,060600","0.42,0.00,0.45",David Biele (D),4th Suffolk,(D),"742,4",Northern Ave @ Harbor St,BOSTON,35.0,60600,819.0,71264.0,2.0,127.0
75,NOR03,3989.0,"510100,421100,457100","0.32,0.13,0.01",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Howard Ave,HOLBROOK,133.0,421100,139.0,76818.0,2.0,99.0
76,ESS08,4851.0,203100,0.53,Lori A. Ehrlich (D),8th Essex,(D),"449,448,441,442",Humphrey St opp Glendale Rd,MARBLEHEAD,168.0,203100,247.0,159875.0,3.0,32.0
77,ESS10,6863.0,"210500,205400,205300,205200,205100,210600","0.00,0.00,0.62,0.22,0.06,0.00",Daniel H. Cahill (D),10th Essex,(D),435,Broadway @ Warwick St,LYNN,163.0,205300,299.0,89098.0,2.0,34.0
78,SUFF17,1085.0,"000302,000503,000602,000601,000502,000402,000401,000202,000201","0.09,0.21,0.33,0.44,0.03,0.75,0.91,0.75,0.09",Kevin G. Honan (D),17th Suffolk,(D),"86,51",Chestnut Hill Ave @ Academy Hill Rd,BOSTON,35.0,601,4065.0,73889.0,2.0,140.0
79,NOR01,3143.0,"417400,417300","0.79,0.07",Bruce J. Ayers (D),1st Norfolk,(D),211,Huckins Ave @ E Squantum St,QUINCY,243.0,417400,163.0,92510.0,2.0,97.0
80,NOR03,3987.0,"510100,421100,457100","0.32,0.13,0.01",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Howard Ave,HOLBROOK,133.0,421100,139.0,76818.0,2.0,99.0
81,ESS10,17325.0,"205400,205300,205200","0.09,0.47,0.00",Daniel H. Cahill (D),10th Essex,(D),"436,434",Lynnfield St @ St Marys Cemetery,LYNN,163.0,205300,134.0,101938.0,2.0,34.0
82,NOR01,3141.0,"417400,417300","0.65,0.19",Bruce J. Ayers (D),1st Norfolk,(D),211,E Squantum St @ Essex St,QUINCY,243.0,417300,199.0,92741.0,2.0,97.0
83,SUFF03,36540.0,"010702,010701,010600,981700,070800,070700,070600,070500,070300,070200,070101,070402,071201","0.75,0.01,0.01,0.24,0.02,1.00,0.95,0.84,1.00,0.81,0.01,0.89,0.42",Aaron M. Michlewitz (D),3rd Suffolk,(D),9,Berkeley St @ Chandler St,BOSTON,35.0,70300,9469.0,93684.0,2.0,126.0
84,NOR03,3990.0,"510100,421100,457100","0.29,0.15,0.00",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St opp Hamilton Way,HOLBROOK,133.0,421100,140.0,76483.0,2.0,99.0
85,NOR01,3152.0,"417400,417300","0.65,0.19",Bruce J. Ayers (D),1st Norfolk,(D),211,E Squantum St opp Essex St,QUINCY,243.0,417300,199.0,92741.0,2.0,97.0
86,MID11,7826.0,"374700,368400,374800,367200","0.55,0.00,0.17,0.00",Kay S. Khan (D),11th Middlesex,(D),558,Commonwealth Ave opp Ash St,NEWTON,207.0,374700,362.0,121481.0,2.0,70.0
87,ESS10,17354.0,"205400,205300,205200","0.09,0.47,0.00",Daniel H. Cahill (D),10th Essex,(D),"436,434",Lynnfield St @ St Marys Cemetery,LYNN,163.0,205300,134.0,101938.0,2.0,34.0
88,NOR03,3986.0,"510100,421100,457100","0.29,0.15,0.00",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Hamilton Way,HOLBROOK,133.0,421100,140.0,76483.0,2.0,99.0
89,SUFF13,8326.0,"100601,100500,092200,092000,091700,091600,100603,092101,091001","0.55,0.01,0.48,0.29,0.04,0.12,0.05,0.90,0.04",Daniel J. Hunt (D),13th Suffolk,(D),"19,202",Adams St @ Parkman St,BOSTON,35.0,92101,3423.0,61609.0,2.0,136.0
90,NOR03,3991.0,"510100,421100","0.27,0.17",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Woodlawn Ave,HOLBROOK,133.0,421100,146.0,76056.0,2.0,99.0
91,SUFF09,1931.0,"010405,010404,010204,010802,010104,010103,010701,010408,010600,010500,010300,981501,981800,070800,010403,010203","0.42,0.99,0.01,0.83,0.97,0.05,0.89,0.98,0.01,0.01,0.01,0.08,0.17,0.07,1.00,0.55",Jon Santiago (D),9th Suffolk,(D),55,Ipswich St @ Boylston St,BOSTON,35.0,10203,10569.0,59569.0,2.0,132.0
92,SUFF13,3065.0,"100601,100500,092200,092000,091700,091600,092101","0.38,0.07,0.77,0.68,0.42,0.13,0.64",Daniel J. Hunt (D),13th Suffolk,(D),"201,19,202,210",Gibson St @ Dorchester Ave,BOSTON,35.0,92101,3704.0,57152.0,2.0,136.0
93,MID21,18249.0,"332400,332200","0.14,0.06",Kenneth I. Gordon (D),21st Middlesex,(D),"351,350",Burlington Mall Rd @ Marriott Hotel,BURLINGTON,48.0,332400,46.0,95743.0,2.0,80.0
94,MID11,65547.0,"374700,374600,374500,374800","0.48,0.02,0.04,0.21",Kay S. Khan (D),11th Middlesex,(D),505,Commonwealth Ave @ Pamella Ct,NEWTON,207.0,374700,390.0,122601.0,2.0,70.0
95,NOR03,3985.0,"510100,421100","0.26,0.17",Ronald Mariano (D),3rd Norfolk,(D),230,1002 S Franklin St,HOLBROOK,133.0,421100,143.0,75971.0,2.0,99.0
96,ESS10,7202.0,"210500,205400,205300,205200,205100,210600","0.00,0.00,0.63,0.20,0.06,0.01",Daniel H. Cahill (D),10th Essex,(D),435,Broadway @ Jeness St,LYNN,163.0,205300,294.0,89640.0,2.0,34.0
97,NOR03,3984.0,"510100,520202,421200,421100","0.18,0.00,0.00,0.20",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Upland St,HOLBROOK,133.0,421100,140.0,74740.0,2.0,99.0
98,SUFF13,3067.0,"100601,100500,092200,092000,091700,091600,100603,092101,091001","0.54,0.01,0.45,0.27,0.03,0.12,0.07,0.90,0.05",Daniel J. Hunt (D),13th Suffolk,(D),"201,210",Neponset Ave @ Adams St King Square,BOSTON,35.0,92101,3365.0,62054.0,2.0,136.0
99,MID21,49807.0,"332400,332300","0.15,0.07",Kenneth I. Gordon (D),21st Middlesex,(D),351,24 Fourth Ave,BURLINGTON,48.0,332400,38.0,93132.0,2.0,80.0
100,MID11,7831.0,"374700,368400,374800,367200","0.56,0.00,0.17,0.00",Kay S. Khan (D),11th Middlesex,(D),558,Commonwealth Ave @ Ash St,NEWTON,207.0,374700,366.0,121449.0,2.0,70.0
101,MID21,50944.0,"332400,332300","0.15,0.07",Kenneth I. Gordon (D),21st Middlesex,(D),351,23 Fourth Ave,BURLINGTON,48.0,332400,38.0,93132.0,2.0,80.0
102,NOR03,3992.0,"510100,520202,421200,421100","0.18,0.00,0.00,0.20",Ronald Mariano (D),3rd Norfolk,(D),230,S Franklin St @ Emery St,HOLBROOK,133.0,421100,140.0,74740.0,2.0,99.0
103,MID21,1691.0,"332400,332200","0.10,0.13",Kenneth I. Gordon (D),21st Middlesex,(D),"354,350",Cambridge St @ Burlington Mall Rd,BURLINGTON,48.0,332200,59.0,98048.0,2.0,80.0
104,SUFF13,3087.0,"100601,100500,092200,092000,091700,091600,100603,092101,091001","0.54,0.01,0.45,0.27,0.03,0.12,0.07,0.90,0.05",Daniel J. Hunt (D),13th Suffolk,(D),"202,210",Neponset Ave @ Adams St,BOSTON,35.0,92101,3365.0,62054.0,2.0,136.0
105,SUFF07,1808.0,"400100,010204,010104,010103,000803,353300,353200,353102,010408,010300,981501,981800,010203","0.70,1.00,0.21,1.00,0.02,0.00,0.01,0.05,0.06,0.31,0.09,0.07,0.65",Chynah Tyler (D),7th Suffolk,(D),"57,747,47",Park Dr @ Beacon St,BOSTON,35.0,10204,6663.0,51159.0,2.0,130.0
106,ESS07,6123.0,"203100,202200,202101,204102,202102","0.12,0.01,0.02,0.55,0.01",Paul F. Tucker (D),7th Essex,(D),"459,455",446 Loring Ave,SALEM,258.0,204102,336.0,90059.0,2.0,31.0
107,NOR03,39941.0,"510100,520202,421200,421100","0.19,0.01,0.01,0.16",Ronald Mariano (D),3rd Norfolk,(D),230,Holbrook Ct @ Linwood Housing,HOLBROOK,133.0,421100,129.0,75651.0,2.0,99.0
108,NOR03,39942.0,"510100,520202,421200,421100","0.18,0.02,0.02,0.14",Ronald Mariano (D),3rd Norfolk,(D),230,Holbrook Ct @ Linwood St,HOLBROOK,133.0,421100,124.0,76089.0,2.0,99.0
