,B19013_001E,state,county,tract
149,54756,25,17,311500
150,70575,25,17,321200
151,102775,25,17,337202
152,84574,25,17,322200
153,45739,25,17,311800
154,141932,25,17,318400
155,80445,25,17,368600
156,59359,25,17,383400
157,152689,25,17,350600
158,149479,25,17,354400
159,106667,25,5,633200
160,97604,25,23,506203
161,106337,25,23,508200
162,79688,25,23,510100
163,30097,25,5,640200
164,54189,25,5,640700
165,22624,25,5,641000
166,32250,25,5,641200
167,69902,25,5,645101
168,95205,25,5,645103
169,47028,25,5,650400
170,39963,25,5,652000
171,58542,25,5,652100
172,44107,25,5,652300
173,100060,25,5,612100
174,91310,25,5,613400
175,91569,25,5,614102
176,54835,25,5,641800
177,74743,25,9,252201
178,67002,25,9,252300
179,65933,25,9,252601
180,194866,25,9,253205
181,81644,25,9,254200
182,136902,25,9,254401
183,30844,25,9,260100
184,138403,25,9,263100
185,93000,25,9,269100
186,148138,25,9,202200
187,86030,25,9,204600
188,42417,25,9,205600
189,67750,25,9,205800
190,28810,25,9,207000
191,105538,25,9,208400
192,61433,25,9,210600
193,73513,25,9,210900
194,49318,25,9,221400
195,43382,25,9,221500
196,102917,25,9,221800
197,88565,25,9,253201
198,92936,25,9,253202
199,97109,25,9,264100
200,141034,25,9,265102
201,100958,25,9,203200
202,57316,25,9,204101
203,81250,25,9,205700
204,83594,25,9,204500
205,69244,25,9,204701
206,100644,25,9,205300
207,22340,25,9,206900
208,53032,25,9,210700
209,96741,25,9,217202
210,51821,25,9,221700
211,75172,25,9,223100
212,40664,25,9,251500
213,45135,25,5,642200
214,78077,25,5,642500
215,47582,25,5,650500
216,47723,25,5,651001
217,38066,25,5,651100
218,36111,25,5,651400
219,31991,25,5,652500
220,59760,25,5,652800
221,72672,25,5,653101
222,60714,25,5,655300
223,73524,25,5,655400
224,36616,25,5,650600
225,29896,25,5,650700
226,50968,25,5,651500
227,58990,25,5,631100
228,94600,25,5,631200
229,88359,25,5,632200
230,40949,25,5,640400
231,54727,25,5,642400
232,53705,25,5,654200
233,30317,25,5,651700
234,42697,25,5,652600
235,81975,25,5,655100
236,41065,25,5,613600
237,31162,25,5,613800
238,63144,25,5,614101
239,93897,25,5,615100
240,81798,25,5,617102
241,116836,25,5,630200
242,96708,25,5,631300
243,72949,25,5,631500
244,45625,25,5,640100
245,30614,25,5,640300
246,91618,25,9,252603
247,54779,25,5,640800
248,73029,25,5,644200
249,66331,25,9,252101
250,121182,25,9,254100
251,43140,25,9,260200
252,66157,25,9,261000
253,71584,25,9,261102
254,110764,25,9,266100
255,76552,25,9,268300
256,50729,25,9,204200
257,56612,25,9,205200
258,29452,25,9,206100
259,62841,25,9,206400
260,41735,25,9,206700
261,151402,25,9,209200
262,90818,25,9,211300
263,56157,25,9,217300
264,44608,25,9,221600
265,21936,25,9,250100
266,44058,25,9,250200
267,39398,25,9,250500
268,55729,25,9,250600
269,39939,25,9,251000
270,20288,25,9,251100
271,66374,25,9,252501
272,156438,25,9,253204
273,96648,25,9,260302
274,73750,25,9,267101
275,88693,25,9,267102
276,110510,25,9,268400
277,114063,25,9,270100
278,181130,25,9,254301
279,77199,25,9,260401
280,108700,25,9,205400
281,36339,25,9,207200
282,105885,25,9,210200
283,82070,25,9,211100
284,124025,25,9,218100
285,86667,25,5,645102
286,82500,25,5,650201
287,58768,25,5,650202
288,70764,25,5,651002
289,89660,25,5,610100
290,26101,25,5,651300
291,40980,25,5,652400
292,108139,25,5,653102
293,38269,25,5,614000
294,105774,25,5,630300
295,42557,25,5,631400
296,58482,25,5,641700
297,34286,25,5,641900
298,27134,25,5,651900
299,84478,25,5,654100
300,53240,25,5,655200
301,75958,25,5,644101
302,29482,25,5,650900
303,98636,25,5,612200
304,43971,25,5,640600
305,75451,25,5,650101
306,89574,25,5,632100
307,69067,25,5,646101
308,31250,25,13,801502
309,58528,25,13,801603
310,71875,25,13,801604
311,67500,25,13,802602
312,32500,25,13,811101
313,55185,25,13,811301
314,16544,25,13,811400
315,47733,25,13,800300
316,109712,25,9,216100
317,77725,25,9,217201
318,61646,25,9,217400
319,46466,25,9,250800
320,54406,25,9,251700
321,55908,25,9,251800
322,111895,25,9,252202
323,116125,25,9,252602
324,33699,25,9,204300
325,88906,25,9,205100
326,50603,25,9,205500
327,49750,25,9,207100
328,77159,25,9,208101
329,77100,25,9,208102
330,78457,25,9,208300
331,72829,25,9,204400
332,113469,25,9,222100
333,43261,25,9,206600
334,106765,25,9,210100
335,84449,25,9,217500
336,51848,25,9,206200
337,136812,25,9,214100
338,45903,25,9,250700
339,171955,25,9,254403
340,78577,25,9,266200
341,83508,25,9,262100
342,159875,25,9,203100
343,82286,25,11,40600
344,63214,25,11,41200
345,32462,25,11,41300
346,62016,25,11,40800
347,39145,25,11,40701
348,71086,25,25,100601
349,87063,25,25,100700
350,46821,25,25,101102
351,109034,25,25,130200
352,137778,25,25,60600
353,55875,25,25,70900
354,31885,25,25,92400
355,103850,25,25,30100
356,42746,25,25,602
357,20386,25,25,82100
358,44071,25,25,101001
359,128409,25,25,60200
360,37283,25,25,90400
361,81250,25,25,120500
362,129408,25,17,356602
363,122841,25,17,357300
364,148947,25,17,365202
365,153750,25,17,357400
366,97604,25,17,360100
367,74813,25,17,368300
368,92500,25,17,373100
369,116094,25,17,373300
370,221750,25,17,373700
371,146094,25,17,374200
372,132813,25,17,374600
373,119747,25,17,383800
374,131635,25,17,385100
375,180769,25,17,386100
376,88911,25,17,312501
377,107984,25,17,315100
378,91821,25,17,315500
379,165461,25,17,318300
380,110793,25,23,530600
381,62963,25,23,542300
382,56615,25,23,544200
383,116725,25,23,503102
384,62879,25,23,511000
385,50365,25,23,530100
386,60353,25,23,530200
387,100020,25,23,530700
388,60139,25,23,545300
389,80188,25,23,561100
390,153259,25,23,501201
391,106546,25,23,501202
392,76607,25,23,502101
393,122391,25,23,503101
394,121364,25,17,361200
395,110313,25,17,356500
396,142550,25,17,360200
397,129028,25,17,374800
398,156875,25,17,382300
399,98990,25,17,301102
400,46071,25,17,312000
401,135787,25,17,338300
402,111500,25,17,316101
403,98351,25,17,335200
404,89219,25,17,353500
405,62545,25,17,311300
406,63477,25,17,322300
407,107083,25,17,336100
408,72841,25,17,352600
409,50188,25,3,900300
410,48105,25,3,900400
411,80000,25,3,900500
412,27015,25,3,900600
413,64979,25,3,923100
414,48493,25,3,924100
415,21329,25,3,900100
416,71369,25,3,914100
417,76250,25,3,926100
418,32336,25,3,921400
419,59750,25,3,900700
420,76818,25,3,911100
421,40117,25,3,922100
422,53750,25,3,922300
423,64330,25,3,931100
424,60893,25,3,931300
425,74688,25,3,931400
426,72115,25,3,933200
427,74597,25,3,933400
428,83824,25,23,506102
429,36671,25,23,510400
430,50088,25,23,511400
431,89978,25,23,520202
432,91273,25,23,521101
433,95724,25,23,523201
434,89306,25,23,544100
435,64572,25,23,545200
436,91573,25,23,560100
437,126818,25,23,505102
438,113889,25,23,507104
439,102037,25,23,522101
440,78724,25,23,545100
441,54034,25,23,510800
442,122072,25,23,505200
443,113452,25,23,510600
444,91250,25,23,521202
445,77570,25,9,210400
446,110000,25,23,506202
447,95893,25,23,508102
448,68125,25,23,511302
449,83461,25,9,210500
450,174340,25,9,213100
451,95863,25,9,217100
452,69079,25,9,223200
453,29490,25,9,250400
454,21823,25,9,250900
455,18682,25,9,251200
456,72647,25,9,252502
457,173194,25,9,254302
458,170756,25,9,254402
459,88309,25,9,260301
460,75982,25,3,934200
461,82308,25,3,900800
462,72411,25,3,913100
463,57426,25,3,922200
464,65820,25,3,932300
465,76731,25,3,933300
466,65042,25,3,900900
467,91140,25,17,327103
468,124602,25,17,331300
469,91250,25,17,335100
470,120436,25,17,336300
471,94965,25,17,337300
472,204934,25,17,338400
473,90625,25,17,339400
474,85852,25,17,339500
475,42935,25,17,310400
476,53203,25,17,311100
477,55961,25,17,311400
478,111563,25,17,317203
479,116331,25,17,313101
480,124464,25,17,317102
481,70737,25,17,321300
482,45524,25,25,91400
483,66929,25,1,11200
484,59313,25,1,11400
485,85662,25,1,13100
486,50682,25,1,14100
487,73203,25,1,10600
488,69155,25,1,14600
489,48810,25,1,11600
490,82417,25,1,10700
491,83531,25,1,11100
492,81948,25,1,11300
493,105754,25,1,12200
494,72371,25,1,13300
495,78682,25,1,10500
496,82396,25,1,12900
497,75673,25,1,13200
498,92500,25,1,13400
499,108036,25,1,13500
500,98224,25,1,13600
501,81199,25,1,13800
502,103967,25,1,14300
503,86293,25,1,14900
504,52353,25,1,11500
505,65313,25,1,11700
506,83207,25,1,12700
507,79436,25,17,340000
508,66418,25,17,341200
509,94907,25,17,350200
510,120186,25,17,350400
511,107115,25,17,351000
512,74038,25,17,353000
513,73750,25,17,353700
514,46413,25,17,353900
515,78459,25,17,354000
516,93897,25,17,354600
517,82839,25,17,356300
518,152361,25,17,363201
519,98153,25,17,364102
520,182857,25,17,365201
521,139010,25,17,366100
522,61967,25,17,368500
523,75929,25,17,368800
524,70357,25,17,368902
525,85833,25,17,373200
526,232875,25,17,374300
527,117009,25,17,387201
528,108207,25,17,388100
529,171625,25,17,362100
530,134602,25,17,359300
531,144825,25,17,361100
532,159917,25,17,361300
533,180694,25,17,373500
534,140064,25,17,363202
535,104570,25,17,364101
536,121375,25,17,368102
537,156505,25,17,373800
538,125192,25,17,374500
539,200250,25,17,373600
540,129848,25,17,374000
541,182813,25,17,374400
542,119149,25,17,374700
543,67426,25,17,383300
544,50741,25,1,10100
545,71776,25,1,10800
546,79423,25,1,10900
547,69386,25,1,13900
548,64841,25,1,14500
549,81888,25,1,15100
550,82083,25,1,15200
551,60188,25,1,10400
552,73775,25,1,13700
553,40284,25,1,14800
554,58750,25,1,14700
555,67083,25,1,12800
556,82045,25,7,200200
557,50301,25,7,200100
558,94277,25,7,200400
559,64810,25,7,200300
560,67107,25,17,351300
561,66287,25,17,311600
562,72763,25,17,339300
563,81759,25,17,339600
564,69500,25,17,341400
565,102264,25,17,351100
566,47132,25,17,352200
567,65862,25,17,352400
568,113636,25,17,315403
569,64955,25,17,312200
570,77679,25,17,315401
571,121042,25,17,315402
572,100134,25,17,316300
573,95519,25,17,316500
574,130263,25,17,318100
575,128214,25,17,318200
576,63029,25,13,811200
577,35977,25,27,757300
578,98182,25,27,744102
579,78665,25,27,753100
580,107364,25,27,756102
581,106250,25,27,712102
582,134191,25,27,720100
583,79423,25,27,729100
584,73246,25,27,710200
585,41250,25,27,710500
586,37250,25,27,733000
587,95217,25,27,730801
588,38841,25,27,731101
589,50865,25,27,732901
590,60278,25,27,733101
591,51250,25,27,710100
592,58289,25,27,707500
593,73424,25,27,756101
594,93250,25,27,750200
595,77401,25,27,754100
596,54162,25,27,755100
597,50494,25,27,757100
598,68125,25,27,760100
599,44683,25,27,707100
600,71034,25,27,709201
601,72083,25,11,40300
602,39176,25,13,800400
603,24772,25,13,801300
604,49667,25,13,800500
605,19874,25,13,800900
606,14538,25,13,801200
607,30577,25,13,802200
608,65152,25,13,810100
609,61136,25,13,810200
610,43770,25,13,810601
611,17097,25,13,811500
612,36929,25,13,811800
613,76037,25,13,812101
614,192955,25,13,812903
615,72647,25,13,813205
616,125871,25,13,813602
617,39067,25,13,801503
618,19130,25,13,802000
619,41901,25,13,802100
620,73531,25,13,802400
621,21467,25,13,801401
622,55938,25,13,810300
623,18321,25,13,811600
624,85306,25,13,812600
625,52572,25,13,801601
626,29821,25,13,801700
627,85943,25,13,813500
628,46066,25,13,812701
629,42934,25,13,812702
630,101161,25,13,813301
631,41481,25,13,810800
632,48125,25,13,810902
633,90636,25,13,812401
634,63516,25,13,812500
635,65649,25,13,812800
636,30213,25,13,802300
637,63885,25,11,40702
638,76250,25,11,40900
639,67620,25,11,40200
640,56713,25,11,40400
641,69830,25,11,41000
642,56865,25,11,40100
643,65406,25,11,41100
644,36184,25,11,41400
645,109318,25,21,400100
646,148333,25,21,400700
647,121650,25,21,402500
648,93138,25,21,410400
649,89519,25,21,415200
650,99191,25,21,417100
651,26571,25,21,417802
652,63008,25,21,417902
653,112222,25,21,419200
654,63333,25,21,420301
655,77781,25,21,422800
656,110184,25,21,442101
657,123359,25,21,400300
658,129712,25,21,400500
659,135893,25,21,400600
660,93920,25,21,402200
661,136741,25,21,408101
662,151193,25,21,409102
663,94167,25,21,410100
664,91477,25,21,402101
665,136500,25,21,409101
666,78281,25,21,402102
667,92442,25,21,402400
668,105163,25,21,408102
669,136607,25,21,415300
670,92381,25,21,417400
671,46069,25,3,935300
672,56156,25,25,50901
673,57534,25,25,51101
674,119107,25,25,60101
675,107396,25,25,60301
676,77932,25,27,739200
677,107550,25,27,745100
678,78704,25,27,748100
679,95567,25,27,752100
680,44271,25,27,707300
681,100677,25,27,712101
682,99875,25,27,727100
683,120739,25,27,728200
684,67609,25,27,730901
685,118553,25,25,70700
686,24958,25,25,81200
687,36895,25,25,81700
688,50758,25,25,91900
689,44750,25,25,100200
690,45275,25,25,101002
691,97734,25,25,110502
692,109423,25,25,110601
693,72079,25,25,130402
694,62403,25,25,140400
695,88424,25,25,201
696,79597,25,25,100
697,83000,25,25,202
698,66319,25,17,321500
699,85175,25,17,327102
700,131250,25,17,328100
701,110298,25,17,330200
702,113750,25,17,331101
703,77356,25,17,333200
704,125375,25,17,331200
705,101828,25,17,332200
706,101357,25,17,300100
707,48889,25,17,310500
708,67716,25,17,310602
709,106532,25,17,316202
710,39096,25,17,310700
711,40417,25,17,311200
712,127813,25,17,314302
713,102986,25,17,316400
714,133750,25,17,317202
715,116188,25,17,322100
716,145967,25,17,323100
717,91756,25,17,333400
718,133095,25,17,334100
719,207361,25,17,367100
720,142113,25,17,334300
721,100067,25,17,337102
722,184013,25,17,358700
723,112750,25,17,368200
724,80313,25,17,368901
725,84107,25,17,370300
726,116094,25,17,374100
727,114207,25,17,382400
728,111412,25,17,383901
729,153731,25,17,383902
730,88087,25,17,333600
731,131741,25,17,336200
732,87353,25,17,337101
733,139516,25,17,339200
734,106897,25,25,301
735,52573,25,25,802
736,93214,25,25,10600
737,157222,25,25,40100
738,135744,25,25,40300
739,62727,25,25,50400
740,54844,25,25,51000
741,123967,25,25,60400
742,19189,25,25,60700
743,34194,25,25,81500
744,44000,25,25,90600
745,54182,25,25,91500
746,48250,25,25,170200
747,59122,25,3,912100
748,75852,25,3,932200
749,82604,25,3,935100
750,55907,25,3,901100
751,79191,25,3,920101
752,86765,25,3,920102
753,34375,25,3,900200
754,44500,25,3,921500
755,71743,25,3,934300
756,29665,25,3,921300
757,56622,25,3,925100
758,95789,25,5,600100
759,75000,25,5,613100
760,79375,25,5,613300
761,94516,25,5,616100
762,45609,25,5,640500
763,38739,25,5,641300
764,39665,25,5,641500
765,54163,25,5,642100
766,93163,25,5,642300
767,86087,25,5,644102
768,57708,25,5,650102
769,34810,25,5,650800
770,40833,25,5,651200
771,55825,25,5,651600
772,60373,25,9,260600
773,77114,25,13,813000
774,53526,25,13,813207
775,37500,25,13,800202
776,14250,25,13,800800
777,37969,25,13,801102
778,46218,25,13,810403
779,66365,25,13,810404
780,57645,25,13,810700
781,27285,25,13,810901
782,74335,25,13,812902
783,77963,25,13,813403
784,36638,25,13,800201
785,15545,25,13,800600
786,17313,25,13,800700
787,42257,25,13,801402
788,53723,25,13,801501
789,50496,25,13,801605
790,52529,25,13,802601
791,80714,25,13,810412
792,81277,25,13,810602
793,35133,25,13,811102
794,51000,25,13,811302
795,83224,25,13,811900
796,101806,25,13,813204
797,49792,25,13,801602
798,74063,25,13,813401
799,100125,25,13,813404
800,58901,25,13,811000
801,63398,25,13,813206
802,63639,25,13,802500
803,32308,25,13,812300
804,90615,25,13,813601
805,14018,25,13,801101
806,74730,25,21,417602
807,91486,25,21,418200
808,94174,25,21,419400
809,74141,25,21,420302
810,98280,25,21,440100
811,100046,25,21,400800
812,176071,25,21,404400
813,170083,25,21,414200
814,157093,25,21,412100
815,155987,25,21,412300
816,86987,25,21,415102
817,107139,25,21,417801
818,53691,25,21,417901
819,93496,25,21,422600
820,77434,25,21,422700
821,156591,25,21,441202
822,98574,25,21,443101
823,68163,25,21,456102
824,69868,25,21,457100
825,80045,25,21,400900
826,39808,25,9,260800
827,44239,25,9,260900
828,104835,25,9,261101
829,70063,25,9,266300
830,72685,25,9,266400
831,154653,25,9,268100
832,68125,25,9,204702
833,90741,25,9,201100
834,43646,25,9,206000
835,62637,25,9,206300
836,42560,25,9,206500
837,69725,25,9,208200
838,110192,25,9,209100
839,41750,25,9,210800
840,72571,25,9,211200
841,38468,25,9,251300
842,102604,25,9,212100
843,91019,25,9,221100
844,85219,25,9,221300
845,46394,25,9,251600
846,71328,25,9,253100
847,166711,25,9,253203
848,106563,25,9,260402
849,90871,25,9,260500
850,67375,25,9,260700
851,108750,25,9,265101
852,104028,25,9,268200
853,73006,25,9,204102
854,74167,25,9,205900
855,27036,25,9,206800
856,55085,25,9,210300
857,101964,25,9,217600
858,108116,25,9,223300
859,42353,25,9,250300
860,44861,25,9,252400
861,51852,25,9,251400
862,115099,25,9,252102
863,64159,25,5,652200
864,23735,25,5,652700
865,84550,25,5,653301
866,55947,25,5,631600
867,100882,25,5,631700
868,81029,25,5,631800
869,26250,25,5,641400
870,45921,25,5,641600
871,22724,25,5,642000
872,53539,25,5,650300
873,13845,25,5,651800
874,85528,25,5,600202
875,123533,25,5,610202
876,49250,25,5,613700
877,99615,25,5,617101
878,90393,25,5,630400
879,97464,25,5,633100
880,167361,25,21,401100
881,153182,25,21,401200
882,135161,25,21,403400
883,202857,25,21,404201
884,71250,25,21,413200
885,250001,25,21,404301
886,224784,25,21,405100
887,92260,25,21,413100
888,112835,25,21,413300
889,90455,25,21,413500
890,115500,25,21,414300
891,142731,25,21,416300
892,124961,25,21,416400
893,86071,25,21,417501
894,81064,25,21,418002
895,90703,25,13,810414
896,71509,25,13,812901
897,30234,25,13,801800
898,16370,25,13,811700
899,97151,25,23,500101
900,141375,25,23,501101
901,74902,25,23,502200
902,78987,25,23,511100
903,54505,25,23,511301
904,103527,25,23,520100
905,141902,25,23,501102
906,107135,25,23,505101
907,122409,25,23,506101
908,73998,25,23,506204
909,119917,25,23,507101
910,154063,25,23,507103
911,105000,25,23,508101
912,73450,25,23,510200
913,87328,25,23,523202
914,92111,25,23,526100
915,68192,25,23,530300
916,15587,25,23,510900
917,51947,25,23,511500
918,83068,25,23,511701
919,126000,25,23,504101
920,160208,25,23,504102
921,50762,25,23,510300
922,30553,25,23,510502
923,46690,25,23,510503
924,60290,25,23,530500
925,98359,25,23,543100
926,86000,25,23,502102
927,77014,25,21,456401
928,100436,25,21,419100
929,79265,25,21,420201
930,128605,25,21,442103
931,112949,25,21,456402
932,169214,25,21,403300
933,158561,25,21,404100
934,130402,25,21,414100
935,130242,25,21,415101
936,107333,25,21,416200
937,108170,25,21,419500
938,100827,25,21,419600
939,100245,25,21,422100
940,77769,25,21,422200
941,110848,25,21,456101
942,71475,25,21,400200
943,102621,25,21,411100
944,119323,25,21,411200
945,150000,25,21,412200
946,73692,25,21,417200
947,65461,25,21,417601
948,70568,25,21,419300
949,97841,25,21,419700
950,82632,25,21,420100
951,70855,25,21,420202
952,82981,25,21,422302
953,72882,25,21,422400
954,68272,25,21,422501
955,59083,25,21,422502
956,21274,25,25,80801
957,22072,25,25,81001
958,24487,25,25,90901
959,97176,25,25,91001
960,56882,25,25,92101
961,89375,25,25,100603
962,83080,25,25,110103
963,42260,25,25,110201
964,74087,25,25,110301
965,85227,25,25,110403
966,107465,25,25,110607
967,143250,25,25,120103
968,89800,25,25,120104
969,158542,25,25,120105
970,71743,25,25,120201
971,38950,25,25,61000
972,95164,25,25,120301
973,88026,25,25,20200
974,120238,25,25,30300
975,130625,25,25,61200
976,32702,25,25,90100
977,30500,25,25,90200
978,70575,25,25,90700
979,90268,25,25,91200
980,51736,25,25,100300
981,53523,25,25,101101
982,118036,25,25,130300
983,83710,25,25,140102
984,45781,25,25,140300
985,81667,25,25,180400
986,167206,25,17,320102
987,93750,25,17,321400
988,86514,25,17,322400
989,53098,25,17,310200
990,67478,25,17,311700
991,23495,25,17,311900
992,33144,25,17,312400
993,83487,25,17,312502
994,105333,25,17,313102
995,95125,25,17,314301
996,103361,25,17,317101
997,136767,25,17,317201
998,133783,25,17,327101
999,70880,25,17,333300
1000,102500,25,17,333501
1001,83472,25,17,337201
1002,174514,25,17,357200
1003,133929,25,17,356100
1004,135785,25,17,356400
1005,151484,25,17,357800
1006,114655,25,17,338200
1007,81219,25,17,314102
1008,95679,25,17,315200
1009,88375,25,17,321100
1010,110052,25,17,331102
1011,135436,25,17,332100
1012,86053,25,17,333502
1013,112566,25,17,335400
1014,69219,25,17,336401
1015,31194,25,17,310100
1016,72951,25,17,339700
1017,103008,25,17,352300
1018,102891,25,17,353200
1019,31222,25,25,80100
1020,91579,25,25,120400
1021,96611,25,25,120700
1022,103011,25,5,646104
1023,75143,25,5,653203
1024,79917,25,5,653204
1025,94528,25,5,653304
1026,83229,25,5,985500
1027,121711,25,5,985600
1028,-666666666,25,5,990000
1029,-666666666,25,7,990000
1030,114083,25,9,202101
1031,84107,25,9,202102
1032,81296,25,9,203301
1033,92905,25,9,203302
1034,83108,25,9,211401
1035,103827,25,9,211402
1036,152750,25,9,215101
1037,91382,25,9,215102
1038,79313,25,9,220101
1039,83110,25,9,220102
1040,79830,25,9,221901
1041,82108,25,9,221902
1042,-666666666,25,9,990100
1043,55559,25,11,40501
1044,41276,25,11,40502
1045,79688,25,11,41501
1046,57202,25,11,41502
1047,43337,25,13,800101
1048,39052,25,13,800102
1049,22917,25,13,801901
1050,22234,25,13,801902
1051,27120,25,13,812001
1052,53889,25,13,812002
1053,47684,25,13,812103
1054,55163,25,13,812104
1055,44719,25,13,812201
1056,44088,25,13,812202
1057,48904,25,13,812403
1058,81411,25,13,812404
1059,60028,25,13,813209
1060,66156,25,13,813101
1061,89688,25,13,813102
1062,71250,25,13,813208
1063,129375,25,13,813303
1064,125104,25,13,813304
1065,81929,25,13,813701
1066,82930,25,13,813702
1067,70764,25,13,813801
1068,84471,25,13,813802
1069,43836,25,15,821903
1070,68092,25,15,821904
1071,59881,25,15,822601
1072,89545,25,15,822603
1073,74010,25,15,822605
1074,79867,25,15,822606
1075,78619,25,17,317301
1076,88750,25,17,317302
1077,172857,25,17,320103
1078,162610,25,17,320104
1079,113581,25,17,324101
1080,124742,25,17,324102
1081,134972,25,17,326101
1082,117438,25,17,326102
1083,84863,25,17,335301
1084,93955,25,17,335302
1085,91811,25,17,339801
1086,90750,25,17,339802
1087,89145,25,17,341101
1088,52850,25,17,341102
1089,73516,25,17,341901
1090,72635,25,17,341902
1091,46250,25,17,342101
1092,47026,25,17,342102
1093,59250,25,17,342201
1094,64098,25,17,342202
1095,105650,25,17,350103
1096,58298,25,17,350104
1097,100678,25,17,351203
1098,92045,25,17,351204
1099,66525,25,17,351403
1100,64073,25,17,351404
1101,101103,25,17,352101
1102,92072,25,17,356701
1103,103333,25,17,352102
1104,104167,25,17,353101
1105,105263,25,17,353102
1106,109783,25,17,356702
1107,134669,25,17,363103
1108,149702,25,17,363104
1109,228977,25,17,366201
1110,170820,25,17,366202
1111,118340,25,17,370201
1112,106094,25,17,370202
1113,82153,25,17,382601
1114,110592,25,17,382602
1115,40271,25,17,383101
1116,39518,25,17,383102
1117,108281,25,17,384001
1118,68576,25,17,384002
1119,77059,25,17,385201
1120,112000,25,17,385202
1121,70542,25,17,388200
1122,14836,25,17,388300
1123,-666666666,25,17,980000
1124,100588,25,19,950307
1125,-666666666,25,19,990000
1126,131107,25,21,411301
1127,103731,25,21,411302
1128,88030,25,21,413401
1129,90547,25,21,413402
1130,147422,25,21,416101
1131,127946,25,21,416102
1132,63189,25,21,417701
1133,78542,25,21,417702
1134,84583,25,21,418003
1135,60445,25,21,418004
1136,73326,25,21,418101
1137,60833,25,21,418102
1138,96667,25,21,441203
1139,106957,25,21,441204
1140,158618,25,21,442201
1141,86642,25,21,442202
1142,53355,25,21,456301
1143,59764,25,21,456302
1144,158818,25,21,457200
1145,88116,25,23,509102
1146,71193,25,23,500103
1147,85081,25,23,500104
1148,119542,25,23,509101
1149,116140,25,23,525104
