index,mapc_id,parloc_id,luc_adj_1,luc_adj_2,muni_id,muni,District,land_value,bldg_value,othr_value,total_value,lot_areaft,bldg_area,addr_num,addr_str,owner_city,owner_stat,owner_zip,median_hh_income,latitude,longitude,numTransitStops,walkscore,transitscore,transit_score_description,transit_score_summary,transitStopScore,TransitFriendlyScore
8315,1225918,F_961398_2710355,973,973,20,Barnstable,5th Barnstable District,106500.0,0.0,0.0,106500,27163.55628,0,158,TREE TOP CIRCLE,HYANNIS,MA,2601,,41.67983019,-70.3826387,1.0,2.0,37.94747474747475,,,5.555555555555555,19.973737373737375
8326,1227025,F_966629_2709898,973,973,20,Barnstable,5th Barnstable District,5800.0,0.0,0.0,5800,211610.1508,0,151,OAK STREET (CENT./W.BARN),HYANNIS,MA,2601,,41.67838651,-70.36351409999999,,2.0,37.94747474747475,,,,19.973737373737375
8398,1240710,F_991552_2714517,973,973,20,Barnstable,1st Barnstable District,109900.0,0.0,0.0,109900,128455.0078,0,153,OAKMONT ROAD,HYANNIS,MA,2601,,41.69011316,-70.27204909999999,,1.0,37.94747474747475,,,,19.473737373737375
231,24289,M_150195_908945,973,973,21,Barre,5th Worcester District,37500.0,0.0,0.0,37500,114732.7331,0,,RUGGLES LANE,BARRE,MA,1005,68139.0,42.42943539,-72.10524918,,23.0,37.94747474747475,,,,30.473737373737375
229,24168,M_150332_909035,973,973,21,Barre,5th Worcester District,43400.0,0.0,0.0,43400,275686.5492,0,,RUGGLES LANE,BARRE,MA,1005,68139.0,42.43025434,-72.1035921,,15.0,37.94747474747475,,,,26.473737373737375
278,30393,M_72087_892191,973,973,22,Becket,4th Berkshire District,36400.0,0.0,0.0,36400,542005.5545,0,0,MAIN STREET,PITTSFIELD,MA,1201,75852.0,42.26972575,-73.05060062,,7.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,3.5
12656,1915163,F_662607_2841214,973,973,25,Bellingham,8th Worcester District,120300.0,,,120300,199420.0831,0,0,CENTER ST,BELLINGHAM,MA,2019,101115.0,42.04442414,-71.47628933,,7.0,37.94747474747475,,,,22.473737373737375
12655,1915159,F_662811_2841106,973,973,25,Bellingham,8th Worcester District,149900.0,0.0,0.0,149900,28332.910969999997,0,0,CENTER ST,BELLINGHAM,MA,2019,101115.0,42.04412761,-71.4755384,,5.0,37.94747474747475,,,,21.473737373737375
8527,1257238,F_785372_2856973,973,973,44,Brockton,9th Plymouth District,2100.0,0.0,0.0,2100,3961.625139,0,0,N WARREN AV,BROCKTON,MA,2301,54034.0,42.08668308,-71.02400009,,82.0,48.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,65.0
8528,1257272,F_785679_2856983,973,973,44,Brockton,9th Plymouth District,68600.0,185850.0,0.0,254450,6093.319447,0,4,WALNUT ST,BROCKTON,MA,2301,15587.0,42.08670581,-71.0228689,,82.0,48.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,65.0
8467,1254748,F_787751_2854989,973,973,44,Brockton,9th Plymouth District,3940.0,,,3940,692.9766639999999,0,0,SCHOOL ST,BROCKTON,MA,2302,62879.0,42.08120192,-71.01527744,,80.0,49.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,64.5
8490,1255244,F_785120_2855332,973,973,44,Brockton,9th Plymouth District,36510.0,12300.0,0.0,48810,7952.745731999999,0,0,W ELM ST,BROCKTON,MA,2301,54034.0,42.08218378,-71.02496212,,81.0,47.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,64.0
8545,1258507,F_786226_2857761,973,973,44,Brockton,9th Plymouth District,90800.0,,,90800,49185.64162,0,0,WYMAN ST,BROCKTON,MA,2301,15587.0,42.08883234,-71.02083766,,80.0,48.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,64.0
8513,1255831,F_788650_2855919,973,973,44,Brockton,9th Plymouth District,65600.0,0.0,0.0,65600,4497.52382,0,0,CENTRE ST,BROCKTON,MA,2302,62879.0,42.08373991,-71.01194622,,78.0,49.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,63.5
8515,1255935,F_784578_2855975,973,973,44,Brockton,11th Plymouth District,68400.0,,,68400,6503.996306,0,0,HIGHLAND ST,BROCKTON,MA,2301,54034.0,42.08395654,-71.02694556,,80.0,46.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,63.0
8540,1258139,F_786074_2857546,973,973,44,Brockton,9th Plymouth District,21480.0,930.0,0.0,22410,4662.171539,0,0,TURNER ST,BROCKTON,MA,2301,15587.0,42.08824469,-71.02140209,,78.0,48.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,63.0
8464,1254667,F_787818_2854923,973,973,44,Brockton,9th Plymouth District,6310.0,,,6310,1135.865668,0,0,SCHOOL ST,BROCKTON,MA,2302,62879.0,42.08101976,-71.01503201,,76.0,49.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,62.5
8466,1254718,F_787769_2854951,973,973,44,Brockton,9th Plymouth District,17840.0,,,17840,3095.6117449999997,0,0,SCHOOL ST,BROCKTON,MA,2302,62879.0,42.08109736,-71.01521192,,76.0,49.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,62.5
8521,1256812,F_788493_2856636,973,973,44,Brockton,9th Plymouth District,76500.0,,,76500,21199.552000000003,0,15,HUNT ST,BROCKTON,MA,2301,62879.0,42.08570993,-71.01250948,,74.0,50.0,Good Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,62.0
8537,1258036,F_785385_2857476,973,973,44,Brockton,9th Plymouth District,70400.0,,,70400,8496.287928,0,103,N WARREN AV,BROCKTON,MA,2301,15587.0,42.08806318,-71.02394185,,77.0,47.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,62.0
8492,1255294,F_784774_2855436,973,973,44,Brockton,9th Plymouth District,68000.0,,,68000,5789.96425,0,0,NEWBURY ST,BROCKTON,MA,2301,54034.0,42.08247446,-71.02623456,,77.0,46.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,61.5
8508,1255628,F_790204_2855739,973,973,44,Brockton,9th Plymouth District,69600.0,174050.0,0.0,243650,7233.886639,0,15,UNION CT,BROCKTON,MA,2301,62879.0,42.08322142,-71.00622543,,73.0,45.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,59.0
8457,1251892,F_785247_2852619,973,973,44,Brockton,9th Plymouth District,71300.0,,,71300,10264.98056,0,111,DOVER ST,BROCKTON,MA,2301,50088.0,42.07473696,-71.02454999,,77.0,40.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,58.5
8581,1268107,F_785308_2852780,973,973,44,Brockton,9th Plymouth District,71200.0,141850.0,0.0,213050,10290.041070000001,0,108,HARVARD ST,BROCKTON,MA,2301,50088.0,42.07517784,-71.02432201,,77.0,40.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,58.5
8582,1268108,F_785210_2852770,973,973,44,Brockton,9th Plymouth District,70600.0,198530.0,0.0,269130,9127.157849,0,116,HARVARD ST,BROCKTON,MA,2301,50088.0,42.07515189,-71.02468318,,77.0,40.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,58.5
8583,1268109,F_785248_2852716,973,973,44,Brockton,9th Plymouth District,70300.0,205140.0,0.0,275440,8206.430345,0,36,S FULLER ST,BROCKTON,MA,2301,50088.0,42.07500313,-71.02454432,,77.0,40.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,58.5
8503,1255548,F_784320_2855627,973,973,44,Brockton,11th Plymouth District,3500.0,,,3500,6679.948844,0,0,ELLSWORTH ST,BROCKTON,MA,2301,54034.0,42.0830055,-71.02790308,,72.0,42.0,Some Transit,"10 nearby routes: 9 bus, 1 rail, 0 other",,57.0
8443,1247665,F_787080_2849213,973,973,44,Brockton,9th Plymouth District,67600.0,,,67600,5708.548583,0,0,ESSEX ST,BROCKTON,MA,2301,44451.0,42.06536214,-71.01786944,,75.0,36.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",,55.5
8438,1247171,F_787754_2848809,973,973,44,Brockton,10th Plymouth District,31300.0,4520.0,0.0,35820,6519.620140999999,0,0,MAIN ST,BROCKTON,MA,2301,44451.0,42.06424302,-71.01539572,,73.0,37.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",,55.0
8442,1247471,F_787148_2849039,973,973,44,Brockton,9th Plymouth District,66500.0,,,66500,4858.621438,0,0,TREMONT ST,BROCKTON,MA,2301,44451.0,42.0648836,-71.01762264,,72.0,37.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",,54.5
8435,1245358,F_788764_2846999,973,973,44,Brockton,9th Plymouth District,176820.0,29880.0,0.0,206700,54768.503979999994,0,0,PLAIN ST,BROCKTON,MA,2301,44451.0,42.05926029,-71.01171438,,65.0,38.0,Some Transit,"4 nearby routes: 3 bus, 1 rail, 0 other",,51.5
8541,1258288,F_789416_2857644,973,973,44,Brockton,9th Plymouth District,69300.0,,,69300,6864.173175,0,0,WILLIAMS AV,BROCKTON,MA,2301,62879.0,42.0884615,-71.00908785,,53.0,47.0,Some Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,50.0
8448,1248763,F_785393_2849984,973,973,44,Brockton,9th Plymouth District,1200.0,0.0,0.0,1200,3794.05039,0,0,TRIBOU ST,BROCKTON,MA,2301,51947.0,42.06750388,-71.02406639,,62.0,32.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",,47.0
8553,1259344,F_782115_2858317,973,973,44,Brockton,9th Plymouth District,42740.0,0.0,0.0,42740,8963.107740000001,0,0,PROSPECT ST,BROCKTON,MA,2301,30553.0,42.09042046,-71.03597189,,55.0,33.0,Some Transit,"9 nearby routes: 9 bus, 0 rail, 0 other",,44.0
8557,1260642,F_781643_2859488,973,973,44,Brockton,9th Plymouth District,71700.0,,,71700,6220.031575999999,0,0,BELAIR ST,BROCKTON,MA,2301,30553.0,42.09364089,-71.03768744,,45.0,30.0,Some Transit,"7 nearby routes: 7 bus, 0 rail, 0 other",,37.5
8568,1264165,F_788888_2863184,973,973,44,Brockton,10th Plymouth District,75500.0,,,75500,5695.335627,0,0,ARTHUR ST,BROCKTON,MA,2301,73450.0,42.10367236,-71.01091602,,40.0,32.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",,36.0
8455,1251757,F_793283_2852653,973,973,44,Brockton,10th Plymouth District,68300.0,0.0,0.0,68300,4969.067892,0,0,THATCHER ST,BROCKTON,MA,2302,48816.0,42.07470351,-70.99495040000001,11.0,37.0,28.0,Some Transit,"5 nearby routes: 5 bus, 0 rail, 0 other",61.111111111111114,32.5
8458,1252026,F_792839_2852922,973,973,44,Brockton,10th Plymouth District,69100.0,,,69100,5699.194832,0,0,LAFOYE ST,BROCKTON,MA,2301,48816.0,42.07544889,-70.99657993,13.0,38.0,27.0,Some Transit,"5 nearby routes: 5 bus, 0 rail, 0 other",72.22222222222221,32.5
9110,1369898,M_225501_916720,973,973,48,Burlington,21st Middlesex District,243500.0,,,252700,22322.81871,0,19,BIRCHCREST ST,BURLINGTON,MA,1803,101828.0,42.50060354,-71.18975470000001,11.0,57.0,37.94747474747475,,,61.111111111111114,47.47373737373738
9099,1367795,M_223412_913335,973,973,48,Burlington,21st Middlesex District,339500.0,,,339500,583537.9199,0,0,ADAMS ST,BURLINGTON,MA,1803,93136.0,42.47019582,-71.21530674,15.0,25.0,37.94747474747475,,,83.33333333333334,31.473737373737375
12762,1946680,F_761285_2957727,973,973,49,Cambridge,25th Middlesex District,97400.0,0.0,0.0,97400,2172.1039760000003,0,197,RIVER ST,CAMBRIDGE,MA,2139,79615.0,42.36349637,-71.11104401,,94.0,71.0,Excellent Transit,"22 nearby routes: 21 bus, 1 rail, 0 other",,82.5
12676,1936620,F_754755_2969862,973,973,49,Cambridge,29th Middlesex District,240000.0,0.0,0.0,240000,5899.994608,0,121,JACKSON ST,BOSTON,MA,2116,71250.0,42.39687417,-71.1350137,,89.0,68.0,Good Transit,"25 nearby routes: 24 bus, 1 rail, 0 other",,78.5
12693,1937299,F_754603_2968630,973,973,49,Cambridge,24th Middlesex District,156800.0,0.0,0.0,156800,3939.443272,0,284,RINDGE AVE,CAMBRIDGE,MA,2139,71250.0,42.39349534,-71.1355959,20.0,84.0,67.0,Good Transit,"25 nearby routes: 23 bus, 2 rail, 0 other",111.11111111111111,75.5
2199,259749,F_782506_2970319,973,973,57,Chelsea,2nd Suffolk District,118100.0,,,118100,10215.17178,0,42,EDEN ST,CHELSEA,MA,2150,47366.0,42.39775647,-71.03226859,,90.0,62.0,Good Transit,"9 nearby routes: 8 bus, 1 rail, 0 other",,76.0
482,55659,F_356083_2878980,973,973,61,Chicopee,6th Hampden District,4200.0,0.0,0.0,4200,10673.58379,0,0,STONINA DR,CHICOPEE,MA,01013-1896,48125.0,42.14272204,-72.60652681,,73.0,38.0,Some Transit,"2 nearby routes: 2 bus, 0 rail, 0 other",,55.5
483,55682,F_356147_2879035,973,973,61,Chicopee,6th Hampden District,3400.0,0.0,0.0,3400,7822.863775,0,0,NONOTUCK AVE,CHICOPEE,MA,01013-1896,48125.0,42.14287523,-72.60629348,,73.0,38.0,Some Transit,"2 nearby routes: 2 bus, 0 rail, 0 other",,55.5
523,69926,F_365153_2903311,973,973,61,Chicopee,8th Hampden District,2500.0,0.0,3000.0,5500,4649.864378,0,50,BEAUDRY AVE,CHICOPEE,MA,,55185.0,42.20980271,-72.57421558,3.0,58.0,31.0,Some Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",16.666666666666664,44.5
515,66780,F_354888_2894240,973,973,61,Chicopee,8th Hampden District,44300.0,0.0,0.0,44300,7295.455167,0,0,CHICOPEE ST,CHICOPEE,MA,01013-1896,32500.0,42.18455171,-72.61166607,,45.0,38.0,Some Transit,"6 nearby routes: 6 bus, 0 rail, 0 other",,41.5
505,62132,F_351260_2887923,973,973,61,Chicopee,8th Hampden District,98200.0,0.0,0.0,98200,175114.1206,0,312,CHICOPEE ST,CHICOPEE,MA,01013-1830,35133.0,42.16708788,-72.62474388,,34.0,34.0,Some Transit,"6 nearby routes: 6 bus, 0 rail, 0 other",,34.0
9610,1468124,F_748344_2917890,973,973,73,Dedham,11th Norfolk District,26700.0,0.0,0.0,26700,18564.59386,0,34,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25433316,-71.1595158,17.0,63.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",94.44444444444444,52.0
9613,1468128,F_748246_2917892,973,973,73,Dedham,11th Norfolk District,27100.0,0.0,0.0,27100,22351.129109999998,0,30,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25433972,-71.15987776,18.0,63.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",100.0,52.0
9606,1468109,F_748124_2917806,973,973,73,Dedham,11th Norfolk District,61800.0,0.0,0.0,61800,7672.239740000001,0,26,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25410506,-71.16032966,15.0,55.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",83.33333333333334,48.0
9607,1468112,F_748204_2917557,973,973,73,Dedham,11th Norfolk District,61600.0,0.0,0.0,61600,7497.3977939999995,0,43,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25342091,-71.16003783,13.0,55.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",72.22222222222221,48.0
9608,1468113,F_748287_2917617,973,973,73,Dedham,11th Norfolk District,61600.0,0.0,0.0,61600,7496.34163,0,41,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25358464,-71.15973037,13.0,55.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",72.22222222222221,48.0
9609,1468115,F_748285_2917432,973,973,73,Dedham,11th Norfolk District,64800.0,0.0,0.0,64800,10096.931779999999,0,44,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.25307701,-71.15974048,12.0,55.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",66.66666666666666,48.0
9612,1468127,F_748365_2917776,973,973,73,Dedham,11th Norfolk District,26000.0,0.0,0.0,26000,11640.80316,0,38,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.2540201,-71.15943991,14.0,55.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",77.77777777777779,48.0
9614,1468130,F_748340_2917518,973,973,73,Dedham,11th Norfolk District,26000.0,0.0,0.0,26000,10330.93636,0,40,HITCHINS DR,DEDHAM,MA,2026,78281.0,42.2533124,-71.15953606,13.0,55.0,41.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",72.22222222222221,48.0
9564,1467451,F_743270_2924020,973,973,73,Dedham,11th Norfolk District,72000.0,0.0,0.0,72000,1226.597692,0,0,PARKER STAPLES RD,DEDHAM,MA,2026,91477.0,42.27120848,-71.1781725,8.0,59.0,32.0,Some Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",44.44444444444444,45.5
9539,1465486,F_750155_2915815,973,973,73,Dedham,,64800.0,0.0,0.0,64800,147476.8822,0,15,SAWMILL LN,DEDHAM,MA,2026,,,,,51.30701754385965,37.94747474747475,,,,44.6272461456672
9520,1464515,F_751406_2914698,973,973,73,Dedham,11th Norfolk District,140600.0,0.0,0.0,140600,28719.07598,0,111,OAKLAND ST,DEDHAM,MA,2026,78281.0,42.24553991,-71.14825415,9.0,41.0,32.0,Some Transit,"6 nearby routes: 4 bus, 2 rail, 0 other",50.0,36.5
9605,1468067,F_751987_2915153,973,973,73,Dedham,11th Norfolk District,178900.0,0.0,0.0,178900,130025.9384,0,2,RHINECLIFF ST,DEDHAM,MA,2026,78281.0,42.24678188,-71.1461014,14.0,36.0,33.0,Some Transit,"6 nearby routes: 4 bus, 2 rail, 0 other",77.77777777777779,34.5
9615,1468148,F_751741_2914338,973,973,73,Dedham,11th Norfolk District,241400.0,0.0,0.0,241400,381792.98,0,164,VETERANS RD,DEDHAM,MA,2026,78281.0,42.24454824,-71.14702241,13.0,32.0,37.0,Some Transit,"6 nearby routes: 4 bus, 2 rail, 0 other",72.22222222222221,34.5
2924,435555,F_1030317_2707843,973,973,75,Dennis,1st Barnstable District,96900.0,0.0,0.0,96900,10212.64372,0,150,UPPER COUNTY ROAD DP,SOUTH DENNIS,MA,2660,,41.67018027,-70.1305337,1.0,46.0,37.94747474747475,,,5.555555555555555,41.97373737373738
2925,435561,F_1030165_2707779,973,973,75,Dennis,1st Barnstable District,100100.0,0.0,0.0,100100,10760.996009999999,0,150,UPPER COUNTY ROAD DP,SOUTH DENNIS,MA,2660,,41.67001136,-70.13109371,1.0,46.0,37.94747474747475,,,5.555555555555555,41.97373737373738
2926,435566,F_1030261_2707734,973,973,75,Dennis,1st Barnstable District,99300.0,0.0,0.0,99300,11495.34279,0,150,UPPER COUNTY ROAD DP,SOUTH DENNIS,MA,2660,,41.66988365,-70.13074504,1.0,46.0,37.94747474747475,,,5.555555555555555,41.97373737373738
5448,864348,F_708159_3070862,973,973,79,Dracut,36th Middlesex District,123400.0,,,123400,41522.97325,0,1530,BRIDGE ST,DRACUT,MA,1826,71235.0,42.67442824,-71.30666954,9.0,45.0,37.94747474747475,,,50.0,41.47373737373738
5461,868049,F_707658_3071085,973,973,79,Dracut,36th Middlesex District,249600.0,,,249600,753378.5463,0,144,GREENMONT AV,DRACUT,MA,1826,71235.0,42.67504321,-71.30853061,4.0,22.0,37.94747474747475,,,22.22222222222222,29.973737373737375
2221,264541,M_165969_865444,973,973,80,Dudley,6th Worcester District,5300.0,0.0,0.0,5300,53704.65496,0,,WEST MAIN ST,DUDLEY,MA,1571,77480.0,42.03864873,-71.91101392,,45.0,37.94747474747475,,,,41.47373737373738
9632,1474429,F_807965_2836307,973,973,83,East Bridgewater,7th Plymouth District,1143800.0,4252000.0,30600.0,5426400,330443.9157,2400,0,RIDDELL RD,E BRIDGEWATER,MA,2333,87328.0,42.029596399999996,-70.94126709,,12.0,37.94747474747475,,,,24.973737373737375
13831,2130715,M_250361_821350,973,973,94,Fairhaven,10th Bristol District,20700.0,,,20700,4731.569158,0,0,SPRING STREET,FAIRHAVEN,MA,2719,60714.0,41.64078259,-70.89553784,15.0,65.0,37.94747474747475,,,83.33333333333334,51.47373737373738
