index,mapc_id,parloc_id,luc_adj_1,luc_adj_2,muni_id,muni,District,land_value,bldg_value,othr_value,total_value,lot_areaft,bldg_area,addr_num,addr_str,owner_city,owner_stat,owner_zip,median_hh_income,latitude,longitude,numTransitStops,walkscore,transitscore,transit_score_description,transit_score_summary,transitStopScore,TransitFriendlyScore
6872,1072251,F_747872_3052573,972,972,9,Andover,18th Essex District,41600.0,0.0,0.0,41600,211884.0822,0,197,ANDOVER ST,BOSTON,MA,2116,171955.0,42.62390522,-71.15927196,1.0,30.0,27.0,Some Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",5.555555555555555,28.5
6815,1061942,F_751545_3071516,972,972,9,Andover,17th Essex District,122600.0,0.0,0.0,122600,13811.71125,0,0,HAVERHILL ST,BOSTON,MA,2116,121182.0,42.67584028,-71.14533255,17.0,24.0,32.0,Some Transit,"8 nearby routes: 8 bus, 0 rail, 0 other",94.44444444444444,28.0
6840,1064918,F_749577_3060360,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,146336.6517,0,0,ANDOVER ST,BOSTON,MA,2116,,42.64525257,-71.1528194,,24.0,17.0,Minimal Transit,"3 nearby routes: 3 bus, 0 rail, 0 other",,20.5
6839,1064793,F_750964_3072337,972,972,9,Andover,17th Essex District,0.0,0.0,0.0,0,161465.7813,0,0,HAVERHILL ST,BOSTON,MA,2116,121182.0,42.67809954,-71.14748038,13.0,9.0,31.0,Some Transit,"10 nearby routes: 10 bus, 0 rail, 0 other",72.22222222222221,20.0
6855,1068246,F_747595_3054616,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,141282.65099999998,0,0,ANDOVER ST,BOSTON,MA,2116,171955.0,42.62951392,-71.1602709,2.0,12.0,28.0,Some Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",11.11111111111111,20.0
6843,1065445,F_747923_3057154,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,194055.4376,0,0,ANDOVER ST,BOSTON,MA,2116,171955.0,42.63647417,-71.15901443,1.0,12.0,24.0,Minimal Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",5.555555555555555,18.0
6842,1065104,F_748694_3058706,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,105719.9015,0,0,ANDOVER ST,BOSTON,MA,2116,171955.0,42.64072410000001,-71.15612601,,19.0,14.0,Minimal Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",,16.5
6812,1061475,F_746413_3044459,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,204677.8886,0,0,LOWELL JUNCTION RD,BOSTON,MA,2116,181130.0,42.60165748,-71.16481124,,20.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,10.0
6847,1066257,F_757322_3049391,972,972,9,Andover,18th Essex District,400.0,0.0,0.0,400,1093.9817,0,451,SOUTH MAIN ST,BOSTON,MA,2116,181130.0,42.61506541,-71.12421332,1.0,13.0,0.0,No Nearby Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",5.555555555555555,6.5
6854,1068182,F_747800_3051020,972,972,9,Andover,18th Essex District,36800.0,0.0,0.0,36800,570337.1803,0,0,TEWKSBURY ST,BOSTON,MA,2116,,42.61964483,-71.1595625,,11.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,5.5
6848,1066464,F_744166_3050646,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,169960.5183,0,0,TEWKSBURY ST,BOSTON,MA,2116,171955.0,42.61865763,-71.17306878,,10.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,5.0
6860,1069246,F_746887_3050262,972,972,9,Andover,18th Essex District,44100.0,0.0,0.0,44100,137732.4178,0,0,LOWELL JUNCTION RD,BOSTON,MA,2116,181130.0,42.61757494,-71.16296558,,5.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,2.5
6826,1063198,F_746853_3047827,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,160338.9591,0,0,LOWELL JUNCTION RD,BOSTON,MA,2116,181130.0,42.61089403,-71.16312762,,3.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,1.5
6863,1070115,F_746644_3046363,972,972,9,Andover,18th Essex District,0.0,0.0,0.0,0,178175.8336,0,0,LOWELL JUNCTION RD,BOSTON,MA,2116,181130.0,42.606879299999996,-71.16392541,,1.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,0.5
130,13934,M_140129_927140,972,972,15,Athol,2nd Franklin District,26600.0,191100.0,9800.0,227500,34941.51825,11177,573,SOUTH ST,FITCHBURG,MA,1420,54625.0,42.5925209,-72.2294605,8.0,62.0,21.0,Minimal Transit,"4 nearby routes: 4 bus, 0 rail, 0 other",44.44444444444444,41.5
2857,410781,M_218062_854927,972,972,16,Attleboro,2nd Bristol District,2200.0,0.0,0.0,2200,270.5855563,0,49,PARK ST,TAUNTON,MA,2780,42557.0,41.9444912,-71.28217696,12.0,86.0,40.28776978417266,,,66.66666666666666,63.143884892086334
2900,418874,M_217950_854668,972,972,16,Attleboro,2nd Bristol District,1012500.0,226400.0,38400.0,1277300,58037.66214,6968,0,MILL ST,BOSTON,MA,2116,42557.0,41.9421619,-71.28353557,15.0,84.0,39.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",83.33333333333334,61.5
2858,410782,M_218210_855217,972,972,16,Attleboro,14th Bristol District,80800.0,13200.0,300.0,94300,21505.01534,1216,0,PLEASANT ST,BOSTON,MA,2116,42557.0,41.94709875,-71.28038312,14.0,83.0,36.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",77.77777777777779,59.5
2901,418998,M_218217_855281,972,972,16,Attleboro,14th Bristol District,9700.0,0.0,0.0,9700,8968.82058,0,0,PECK ST REAR,BOSTON,MA,2116,,41.947674799999994,-71.28029671,15.0,83.0,36.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",83.33333333333334,59.5
2902,419076,M_218346_855171,972,972,16,Attleboro,2nd Bristol District,101400.0,0.0,0.0,101400,28790.07403,0,0,PLEASANT ST REAR,BOSTON,MA,2116,42557.0,41.94668143,-71.27874438,15.0,82.0,36.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",83.33333333333334,59.0
2855,410619,M_218179_855220,972,972,16,Attleboro,14th Bristol District,0.0,0.0,0.0,0,4469.547805,0,0,BRANCH ST,BOSTON,MA,2116,42557.0,41.94712648,-71.2807569,14.0,81.0,36.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",77.77777777777779,58.5
2864,411287,M_217717_854268,972,972,16,Attleboro,2nd Bristol District,14000.0,0.0,0.0,14000,43934.97093,0,0,SO MAIN ST,BOSTON,MA,2116,55947.0,41.93856584,-71.28635746,14.0,74.0,39.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",77.77777777777779,56.5
2865,411288,M_217738_854440,972,972,16,Attleboro,2nd Bristol District,1955600.0,0.0,300000.0,2255600,310864.8554,0,0,SO MAIN ST,BOSTON,MA,2116,72949.0,41.94011395,-71.28609903,15.0,74.0,39.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",83.33333333333334,56.5
2859,410784,M_218288_855366,972,972,16,Attleboro,14th Bristol District,148800.0,0.0,0.0,148800,2075.839903,0,0,PLEASANT ST,BOSTON,MA,2116,100882.0,41.94843844,-71.27943778,13.0,78.0,34.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",72.22222222222221,56.0
2866,411290,M_217601_854150,972,972,16,Attleboro,2nd Bristol District,174300.0,0.0,0.0,174300,139403.9391,0,0,OLIVE ST,BOSTON,MA,2116,72949.0,41.93750605,-71.28775979,8.0,71.0,38.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",44.44444444444444,54.5
2871,411480,M_217515_853870,972,972,16,Attleboro,2nd Bristol District,0.0,0.0,0.0,0,43053.9304,0,0,OLIVE ST,BOSTON,MA,2116,,41.93498703,-71.28880517,6.0,67.0,36.0,Some Transit,"8 nearby routes: 7 bus, 1 rail, 0 other",33.33333333333333,51.5
2850,409567,M_211611_849648,972,972,16,Attleboro,2nd Bristol District,10700.0,0.0,0.0,10700,54027.91704,0,0,NEWPORT AVE,BOSTON,MA,2116,58990.0,41.89708414,-71.36007861,20.0,58.0,40.0,Some Transit,"7 nearby routes: 6 bus, 1 rail, 0 other",111.11111111111111,49.0
2898,418578,M_217367_853663,972,972,16,Attleboro,2nd Bristol District,143200.0,0.0,0.0,143200,80113.41695,0,0,THACHER ST,BOSTON,MA,2116,72949.0,41.93312662,-71.29059587,5.0,56.0,34.0,Some Transit,"9 nearby routes: 8 bus, 1 rail, 0 other",27.77777777777778,45.0
2894,417505,M_212741_849862,972,972,16,Attleboro,2nd Bristol District,63000.0,0.0,0.0,63000,44118.08172,0,0,COUNTY ST,PHILADELPHIA,PA,19104,58990.0,41.89899337,-71.34645663,6.0,35.0,40.28776978417266,,,33.33333333333333,37.643884892086334
2846,405542,M_210326_849334,972,972,16,Attleboro,,44900.0,0.0,0.0,44900,6978.070777,0,,MANN ST,BOSTON,MA,2116,,41.894275,-71.37556933,13.0,38.0,34.0,Some Transit,"6 nearby routes: 6 bus, 0 rail, 0 other",72.22222222222221,36.0
2878,413344,M_218576_855971,972,972,16,Attleboro,14th Bristol District,10700.0,0.0,0.0,10700,21875.77626,0,,HOLDEN ST,BOSTON,MA,2116,96708.0,41.95387871,-71.27594521,7.0,52.0,18.0,Minimal Transit,"2 nearby routes: 2 bus, 0 rail, 0 other",38.88888888888889,35.0
2879,413345,M_218512_855781,972,972,16,Attleboro,14th Bristol District,44400.0,0.0,0.0,44400,9134.347564,0,,STARKEY AVE,BOSTON,MA,2116,100882.0,41.95216958,-71.27672314,7.0,52.0,18.0,Minimal Transit,"2 nearby routes: 2 bus, 0 rail, 0 other",38.88888888888889,35.0
2903,419215,M_218601_855949,972,972,16,Attleboro,14th Bristol District,3800.0,0.0,0.0,3800,13289.448629999999,0,,STARKEY AVE,BOSTON,MA,2116,100882.0,41.95368004,-71.27564437,7.0,52.0,18.0,Minimal Transit,"2 nearby routes: 2 bus, 0 rail, 0 other",38.88888888888889,35.0
2852,409832,M_215071_850491,972,972,16,Attleboro,2nd Bristol District,109300.0,0.0,0.0,109300,36797.735539999994,0,0,SO MAIN ST,BOSTON,MA,2116,81029.0,41.90461529,-71.31836145,2.0,32.0,18.0,Minimal Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",11.11111111111111,25.0
2880,413346,M_218691_856112,972,972,16,Attleboro,14th Bristol District,8900.0,0.0,0.0,8900,6098.878934,0,,PLEASANT ST,BOSTON,MA,2116,100882.0,41.95514545,-71.27455365,6.0,27.0,18.0,Minimal Transit,"2 nearby routes: 2 bus, 0 rail, 0 other",33.33333333333333,22.5
2872,411549,M_217095_853028,972,972,16,Attleboro,2nd Bristol District,196800.0,0.0,0.0,196800,556734.4012,0,0,THACHER ST,BOSTON,MA,2116,81029.0,41.92741545,-71.29389402,1.0,22.0,22.0,Minimal Transit,"3 nearby routes: 3 bus, 0 rail, 0 other",5.555555555555555,22.0
2873,411611,M_216891_852755,972,972,16,Attleboro,2nd Bristol District,99600.0,0.0,0.0,99600,34491.28544,0,0,SO MAIN ST,BOSTON,MA,2116,72949.0,41.92496194,-71.29636140000001,2.0,6.0,22.0,Minimal Transit,"3 nearby routes: 3 bus, 0 rail, 0 other",11.11111111111111,14.0
2874,411612,M_216651_852299,972,972,16,Attleboro,2nd Bristol District,100.0,0.0,0.0,100,44137.45684,0,0,SO MAIN ST,BOSTON,MA,2116,,41.92086152,-71.29926777,2.0,9.0,19.0,Minimal Transit,"3 nearby routes: 3 bus, 0 rail, 0 other",11.11111111111111,14.0
2875,411613,M_216782_852569,972,972,16,Attleboro,2nd Bristol District,100.0,0.0,0.0,100,54017.711079999994,0,0,SO MAIN ST,BOSTON,MA,2116,72949.0,41.92328965,-71.29768082,2.0,6.0,21.0,Minimal Transit,"3 nearby routes: 3 bus, 0 rail, 0 other",11.11111111111111,13.5
2851,409705,M_221643_855155,972,972,16,Attleboro,,68100.0,0.0,0.0,68100,319442.761,0,0,PIKE AVE REAR,BOSTON,MA,2116,,41.94645346,-71.23898286,1.0,10.0,16.0,Minimal Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",5.555555555555555,13.0
2891,416250,M_216252_851473,972,972,16,Attleboro,2nd Bristol District,10700.0,0.0,0.0,10700,28377.00471,0,0,THURBER AVE,BOSTON,MA,2116,81029.0,41.91343308,-71.30410068,,10.0,16.0,Minimal Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",,13.0
2893,416254,M_215701_850426,972,972,16,Attleboro,2nd Bristol District,106500.0,0.0,0.0,106500,15119.90155,0,0,SO MAIN ST,BOSTON,MA,2116,81029.0,41.90401773,-71.31077033,,10.0,16.0,Minimal Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",,13.0
2892,416251,M_216419_851795,972,972,16,Attleboro,2nd Bristol District,9400.0,0.0,0.0,9400,13612.050119999998,0,0,SO MAIN ST,BOSTON,MA,2116,81029.0,41.9163287,-71.30207868,2.0,4.0,17.0,Minimal Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",11.11111111111111,10.5
2870,411444,M_215744_850657,972,972,16,Attleboro,2nd Bristol District,220600.0,0.0,109200.0,329800,197814.7539,0,0,THURBER AVE,BOSTON,MA,2116,81029.0,41.90609666,-71.3102459,,1.0,15.0,Minimal Transit,"1 nearby routes: 1 bus, 0 rail, 0 other",,8.0
2906,419552,M_219717_858316,972,972,16,Attleboro,14th Bristol District,136000.0,0.0,0.0,136000,674081.9555,0,,LINDSEY ST,BOSTON,MA,2116,96708.0,41.9749637,-71.2621042,,0.0,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,0.0
8403,1241010,F_990309_2700345,972,972,20,Barnstable,2nd Barnstable District,776100.0,1166500.0,818700.0,2761300,200951.6412,9027,71,SOUTH STREET,WOODS HOLE,MA,2543,,41.65127427,-70.27734321,14.0,80.0,40.28776978417266,,,77.77777777777779,60.143884892086334
8411,1241147,F_990026_2702434,972,972,20,Barnstable,2nd Barnstable District,356200.0,127900.0,359300.0,843400,119234.8296,60,75,YARMOUTH ROAD,WOODS HOLE,MA,2543,,41.6570176,-70.27826911,10.0,80.0,40.28776978417266,,,55.55555555555556,60.143884892086334
8412,1241199,F_990694_2701306,972,972,20,Barnstable,2nd Barnstable District,151000.0,5900.0,222100.0,379000,89771.01265,60,61,LEWIS BAY ROAD,WOODS HOLE,MA,2543,,41.65389609,-70.27588419,12.0,77.0,40.28776978417266,,,66.66666666666666,58.643884892086334
8404,1241015,F_990481_2700515,972,972,20,Barnstable,2nd Barnstable District,159700.0,76300.0,11900.0,247900,4412.481531,2338,123,SCHOOL STREET,WOODS HOLE,MA,2543,,41.65173398,-70.27670501,14.0,74.0,40.28776978417266,,,77.77777777777779,57.143884892086334
268,29044,M_65372_893271,972,972,22,Becket,4th Berkshire District,26000.0,315900.0,315900.0,341900,131982.3654,0,61,TOWER ROAD,BOSTON,MA,2202,75852.0,42.27831937,-73.13223304,,54.66350710900474,0.0,No Nearby Transit,"0 nearby routes: 0 bus, 0 rail, 0 other",,27.33175355450237
5010,826579,F_715826_3002117,972,972,23,Bedford,21st Middlesex District,20400.0,0.0,0.0,20400,21835.5193,0,121,SOUTH ROAD,NORTH BILLERICA,MA,1862,134602.0,42.48574847,-71.27882321,17.0,57.0,40.28776978417266,,,94.44444444444444,48.643884892086334
6877,1075571,F_739726_2966365,972,972,26,Belmont,24th Middlesex District,64000.0,0.0,0.0,64000,9308.548749,0,520,TRAPELO RD,BOSTON,MA,2110,73005.0,42.38744137,-71.19069934,,82.0,43.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",,62.5
6878,1076183,F_740295_2966856,972,972,26,Belmont,24th Middlesex District,116000.0,0.0,0.0,116000,21328.20863,0,1020R,PLEASANT ST,BOSTON,MA,2110,73005.0,42.388783000000004,-71.18858653,16.0,80.0,43.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",88.88888888888889,61.5
6875,1075449,F_739167_2966119,972,972,26,Belmont,24th Middlesex District,96000.0,0.0,0.0,96000,24094.99354,0,17,LEXINGTON ST,BOSTON,MA,2110,73005.0,42.38677189,-71.19277178,,76.0,42.0,Some Transit,"3 nearby routes: 2 bus, 1 rail, 0 other",,59.0
6876,1075505,F_739239_2966210,972,972,26,Belmont,24th Middlesex District,96000.0,0.0,0.0,96000,10009.17645,0,15,LEXINGTON ST,BOSTON,MA,2110,73005.0,42.38702088,-71.19250406,,76.0,42.0,Some Transit,"3 nearby routes: 2 bus, 1 rail, 0 other",,59.0
6937,1077257,F_742671_2969080,972,972,26,Belmont,24th Middlesex District,103000.0,0.0,0.0,103000,6096.335504,0,726,PLEASANT ST,BOSTON,MA,2110,151484.0,42.39486155,-71.17976059,11.0,70.0,43.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",61.111111111111114,56.5
6887,1076688,F_741007_2967382,972,972,26,Belmont,24th Middlesex District,121000.0,0.0,0.0,121000,37154.1323,0,936R,PLEASANT ST,BOSTON,MA,2110,73005.0,42.39021919,-71.18594381,15.0,67.0,44.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",83.33333333333334,55.5
6945,1077330,F_748572_2969552,972,972,26,Belmont,24th Middlesex District,106000.0,0.0,0.0,106000,32655.75799,0,37,BRIGHTON ST,BOSTON,MA,2110,,42.39609386,-71.15790828,,70.0,40.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",,55.0
6942,1077311,F_745535_2969453,972,972,26,Belmont,24th Middlesex District,148000.0,0.0,0.0,148000,43476.09743,0,167,ALEXANDER AVE,BOSTON,MA,2110,174514.0,42.39585507,-71.16915279999999,,66.0,41.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",,53.5
6941,1077303,F_742902_2969241,972,972,26,Belmont,24th Middlesex District,141000.0,0.0,0.0,141000,45084.56712,0,726R,PLEASANT ST,BOSTON,MA,2110,151484.0,42.39530095,-71.17890319,13.0,64.0,42.0,Some Transit,"7 nearby routes: 6 bus, 1 rail, 0 other",72.22222222222221,53.0
6944,1077326,F_745895_2969528,972,972,26,Belmont,24th Middlesex District,933000.0,0.0,0.0,933000,95944.87441,0,101B,CHANNING RD,BOSTON,MA,2110,121429.0,42.39605703,-71.16781899,,63.0,41.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",,52.0
6935,1077202,F_742473_2968699,972,972,26,Belmont,24th Middlesex District,108000.0,0.0,0.0,108000,35254.02579,0,774B,PLEASANT ST,BOSTON,MA,2110,73005.0,42.39381812,-71.18049886,10.0,60.0,42.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",55.55555555555556,51.0
6936,1077204,F_742419_2968679,972,972,26,Belmont,24th Middlesex District,123000.0,0.0,0.0,123000,19513.5697,0,746,PLEASANT ST,BOSTON,MA,2110,73005.0,42.39376379,-71.18069904,9.0,60.0,42.0,Some Transit,"5 nearby routes: 4 bus, 1 rail, 0 other",50.0,51.0
6943,1077312,F_746749_2969456,972,972,26,Belmont,24th Middlesex District,157000.0,0.0,0.0,157000,24037.95456,0,101C,CHANNING RD,BOSTON,MA,2110,174514.0,42.3958503,-71.1646585,,58.0,41.0,Some Transit,"6 nearby routes: 5 bus, 1 rail, 0 other",,49.5
4372,636419,F_821787_3024384,972,972,30,Beverly,6th Essex District,438200.0,3516600.0,7000.0,3961800,46009.40369,180224,100,RANTOUL ST,BOSTON,MA,2116,61646.0,42.54542293,-70.88540534,,89.0,34.0,Some Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",,61.5
4400,646143,F_822036_3038256,972,972,30,Beverly,6th Essex District,153880.0,0.0,10820.0,164700,13392.91992,0,5,ENON ST,BOSTON,MA,2116,95863.0,42.58348054,-70.88410967,15.0,73.0,34.0,Some Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",83.33333333333334,53.5
4401,646219,F_822040_3038375,972,972,30,Beverly,6th Essex District,268800.0,0.0,12100.0,280900,16202.43312,0,5,ENON ST,BOSTON,MA,2116,95863.0,42.58380697,-70.88409163,15.0,73.0,34.0,Some Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",83.33333333333334,53.5
4385,642218,F_826091_3030433,972,972,30,Beverly,6th Essex District,209100.0,0.0,16700.0,225800,28288.38062,0,0,SPRING ST,BOSTON,MA,2116,84449.0,42.56193424,-70.86926836,10.0,56.0,34.0,Some Transit,"2 nearby routes: 1 bus, 1 rail, 0 other",55.55555555555556,45.0
8519,1256556,F_787856_2856267,972,972,44,Brockton,9th Plymouth District,420660.0,1764720.0,0.0,2185380,145308.8493,50867,10,COMMERCIAL ST,BROCKTON,MA,2301,62879.0,42.0847073,-71.01486387,,80.0,50.0,Good Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,65.0
8520,1256789,F_787831_2856558,972,972,44,Brockton,9th Plymouth District,324590.0,343880.0,0.0,668470,52385.866760000004,3164,0,COURT ST,BROCKTON,MA,2301,62879.0,42.08550624,-71.01494987,,80.0,50.0,Good Transit,"15 nearby routes: 14 bus, 1 rail, 0 other",,65.0
8429,1244664,F_788475_2846190,972,972,44,Brockton,9th Plymouth District,38040.0,0.0,0.0,38040,9866.379944,0,0,MAIN ST,BROCKTON,MA,2301,44451.0,42.05704481,-71.01279559999999,,68.0,38.0,Some Transit,"4 nearby routes: 3 bus, 1 rail, 0 other",,53.0
8430,1244669,F_788414_2846232,972,972,44,Brockton,9th Plymouth District,11670.0,3330.0,0.0,15000,2554.171885,0,0,MAIN ST,BROCKTON,MA,2301,44451.0,42.05716102,-71.01301934,,68.0,38.0,Some Transit,"4 nearby routes: 3 bus, 1 rail, 0 other",,53.0
8431,1244764,F_788471_2846295,972,972,44,Brockton,9th Plymouth District,132450.0,11560.0,0.0,144010,13192.6044,0,0,MAIN ST,BROCKTON,MA,2301,44451.0,42.05733301,-71.01280813,,68.0,38.0,Some Transit,"4 nearby routes: 3 bus, 1 rail, 0 other",,53.0
8432,1244965,F_788752_2846276,972,972,44,Brockton,9th Plymouth District,1111300.0,1080030.0,0.0,2191330,209858.783,19577,1442,MAIN ST,BROCKTON,MA,2301,44451.0,42.05727646,-71.01177381,,62.0,38.0,Some Transit,"4 nearby routes: 3 bus, 1 rail, 0 other",,50.0
12715,1939333,F_759077_2965017,972,972,49,Cambridge,25th Middlesex District,420500.0,1448500.0,0.0,1869000,15110.369069999999,8155,1713-5,MASS AVE,CAMBRIDGE,MA,2139,103708.0,42.3835276,-71.11909342,,97.0,75.0,Excellent Transit,"21 nearby routes: 19 bus, 2 rail, 0 other",,86.0
12706,1938200,F_759086_2966769,972,972,49,Cambridge,25th Middlesex District,107600.0,218800.0,0.0,326400,3961.600656,1769,1875,MASS AVE,BOSTON,MA,2116,146250.0,42.38833499,-71.11903115,,97.0,72.0,Excellent Transit,"19 nearby routes: 17 bus, 2 rail, 0 other",,84.5
12774,1948161,F_756426_2969964,972,972,49,Cambridge,24th Middlesex District,1699400.0,803500.0,0.0,2502900,71340.24455,7920,2381,MASS AVE,BOSTON,MA,2116,99453.0,42.39713428,-71.12882588,,97.0,70.0,Excellent Transit,"26 nearby routes: 24 bus, 2 rail, 0 other",,83.5
12691,1937104,F_752912_2968915,972,972,49,Cambridge,24th Middlesex District,400000.0,344500.0,0.0,744500,11471.3557,9016, ,CAMBRIDGEPARK DR,BOSTON,MA,2116,71250.0,42.39429704,-71.14185135,15.0,78.0,67.0,Good Transit,"22 nearby routes: 21 bus, 1 rail, 0 other",83.33333333333334,72.5
12794,1948818,F_752877_2969413,972,972,49,Cambridge,24th Middlesex District,4014100.0,38108000.0,0.0,42122100,210399.0267,225105, ,CAMBRIDGEPARK DR,BOSTON,MA,2116,71250.0,42.39566396,-71.14197318,15.0,74.0,67.0,Good Transit,"21 nearby routes: 20 bus, 1 rail, 0 other",83.33333333333334,70.5
